from,to
RU-0489,LYPT
RU-0489,USDS
RU-0489,CZ-0073
RU-0489,TR-0019
BKPR,EHVB
BKPR,RU-0729
BKPR,UUBC
BKPR,AT-0013
BKPR,LAKV
BKPR,RS-0023
BKPR,LG55
BKPR,EHGR
BKPR,EDAZ
BKPR,URSS
BKPR,ULBM
BKPR,GR-0064
BKPR,RU-0290
BKPR,UMMG
UMMG,DE-0353
UMMG,RS-0011
UMMG,LGSA
UMMG,RU-0372
UMMG,UMMR
UMMG,DE-0313
UMMG,DE-0131
UMMG,LOGW
UMMG,UUBC
UMMG,EDFB
UMMG,MT-0006
UMMG,MT-0004
UMMG,LOLG
UMMG,LYCA
UMMG,BKPR
BY-0019,RS-0011
BY-0019,LGIO
BY-0019,RS-0032
BY-0019,RU-0708
BY-0019,LOWK
BY-0019,USDS
BY-0019,BY-0016
BY-0019,LYVR
EHSE,RU-0489
EHSE,RS-0031
EHSE,EDCA
EHSE,EHAL
EHSE,CZ-0185
EHSE,BY-0030
EHSE,RU-0066
EHSE,LKCM
EHSE,RU-0922
EHSE,LOAA
EHSE,RU-0708
EHSE,LOIR
EHSE,RU-0290
EHSE,SM-0001
EHSE,NL-0008
EHSE,CZ-0054
CZ-0192,RU-0341
CZ-0192,EHAL
CZ-0192,RU-0220
CZ-0192,LKSU
CZ-0192,LGAT
CZ-0192,RS-0006
CZ-0192,BY-0001
LOLC,EHDL
LOLC,RU-0922
LOLC,EDRN
LOLC,RU-0729
LOLC,DE-0053
LOLC,LTBU
LOLC,LYPN
LOLC,RU-0511
LOLC,LTBA
LOLC,RU-0639
LOLC,RS-0031
LOLC,SM-0001
LOLC,LKHD
LOLC,LKHV
LOLC,BY-0001
LOLC,RS-0008
LOLC,LOLT
LOLC,LGIO
LOLC,RU-0372
LOLC,GR-0005
LOLC,LOAA
LOLC,CZ-0126
LOLC,BY-0015
LOLC,RU-0708
USII,LTBW
USII,USDS
USII,GR-0056
USII,LOLT
USII,BY-4247
USII,BY-0041
USII,CZ-0073
USII,LMML
USII,DE-0388
USII,LYPT
USII,CZ-0054
USII,LAKV
USII,DE-0219
USII,EHGR
USII,LAVL
UMMR,LMML
UMMR,EDNQ
UMMR,MT-0005
UMMR,CZ-0073
UMMR,RU-0372
UMMR,ULBM
UMMR,UMMG
UMMR,EHGR
UMMR,EHWO
UMMR,LOGG
UMMR,AL-0010
UMMR,BY-0006
UMMR,EDRN
UMMR,EDGB
UMMR,TR-0030
UMMR,LKVP
UMMR,LGAV
UMMR,UMNM
UMMR,DE-0120
UMMR,EDAZ
UMMR,EHDL
UMMR,LOLF
GR-0056,LKVP
GR-0056,EHNP
GR-0056,UGMS
GR-0056,LGNX
GR-0056,USII
GR-0056,DE-0354
GR-0056,RU-0922
GR-0056,GR-0005
GR-0056,UMNM
GR-0056,DE-0313
GR-0056,BY-0016
GR-0056,LASK
GR-0056,BY-0022
GR-0056,LGSA
GR-0056,EDCA
GR-0056,LOGG
GR-0056,NL-0037
GR-0056,MT-0001
BY-0012,RS-0032
BY-0012,NL-0057
BY-0012,BY-0030
BY-0012,XK-0005
BY-0012,EDNQ
BY-0012,LGAT
BY-0012,UGMS
BY-0012,DE-0219
BY-0012,RS-0008
BY-0012,RS-0023
BY-0012,LYDK
BY-0012,LYCA
BY-0012,AL-LA10
BY-0012,LASK
BY-0012,EDCL
BY-0012,LG55
BY-0012,EHNP
BY-0012,TR-0030
LOLG,LASR
LOLG,RU-0511
LOLG,AT-0013
LOLG,RU-0708
LOLG,CZ-0158
LOLG,LKCM
LOLG,RS-0023
LOLG,UMMG
LOLG,LOAA
LOLG,EHGR
LOLF,LTBU
LOLF,NL-0031
LOLF,GR-0001
LOLF,EHGR
LOLF,AT-0013
LOLF,RU-0729
LOLF,LYVR
LOLF,UMMR
LOLF,LGPA
LOLF,RU-0494
CZ-0079,LKHV
CZ-0079,EDAZ
CZ-0079,LKMB
CZ-0079,SM-0001
CZ-0079,BY-0039
CZ-0079,RU-0922
CZ-0079,LGML
CZ-0079,LOIJ
CZ-0079,NL-0041
CZ-0079,MT-0001
CZ-0079,LYPN
CZ-0079,LOAA
TR-0019,DE-0219
TR-0019,BY-0030
TR-0019,RU-0494
TR-0019,RS-0005
TR-0019,DE-0354
TR-0019,RU-0685
TR-0019,LKVP
TR-0019,RS-0015
TR-0019,LAKO
TR-0019,MT-0003
TR-0019,BY-0001
TR-0019,UMNM
TR-0019,TR-0028
TR-0019,RS-0031
TR-0019,NL-0067
TR-0019,RU-0489
TR-0019,LYKA
TR-0019,CZ-0126
TR-0019,GR-0011
TR-0019,TR-0030
TR-0019,DE-0353
EHAL,CZ-0192
EHAL,TR-0028
EHAL,EHSE
EHAL,LTBW
EHAL,CZ-0158
EHAL,EHVB
EHAL,NL-0026
EHAL,RU-0511
EHAL,CZ-0185
EHAL,EDRN
EHAL,BY-0039
EHAL,EDNQ
EHAL,LOWK
CZ-0185,MT-0006
CZ-0185,LYPT
CZ-0185,LKSU
CZ-0185,EHSE
CZ-0185,RU-0922
CZ-0185,RS-0005
CZ-0185,BY-0001
CZ-0185,EHAL
CZ-0185,NL-0057
CZ-0185,EDFB
CZ-0185,EDRN
CZ-0185,SM-0001
CZ-0185,NL-0037
CZ-0185,LATI
CZ-0185,ETHB
CZ-0185,DE-0120
RU-0494,EDNQ
RU-0494,LOGW
RU-0494,TR-0019
RU-0494,LOAA
RU-0494,LGNX
RU-0494,LKSU
RU-0494,LYVR
RU-0494,TR-0028
RU-0494,AL-0010
RU-0494,LOLF
RU-0372,RS-0023
RU-0372,DE-0354
RU-0372,UMGG
RU-0372,UMMR
RU-0372,UMMG
RU-0372,GR-0064
RU-0372,LTBW
RU-0372,DE-0053
RU-0372,CZ-0073
RU-0372,ULBM
RU-0372,BY-0039
RU-0372,RU-0511
RU-0372,LGAV
RU-0372,XK-0005
RU-0372,LASR
RU-0372,LOLC
RU-0372,UGMS
RU-0372,LAVL
AL-0010,RU-0290
AL-0010,RU-0489
AL-0010,RU-0485
AL-0010,RS-0031
AL-0010,LMML
AL-0010,DE-0391
AL-0010,UMMR
AL-0010,CZ-0057
AL-0010,LAKV
AL-0010,LYKA
AL-0010,LYCA
AL-0010,EDCL
AL-0010,RU-0708
AL-0010,LKHD
AL-0010,LATI
AL-0010,RU-0494
AL-0010,CZ-0073
GR-0064,NL-0050
GR-0064,BY-4247
GR-0064,LYPT
GR-0064,LGLR
GR-0064,XK-0003
GR-0064,RU-0372
GR-0064,LGRD
GR-0064,BY-0030
GR-0064,EDRN
GR-0064,RS-0032
GR-0064,LAKO
GR-0064,EHHV
GR-0064,UMDU
GR-0064,EDRI
GR-0064,EHGR
GR-0064,BKPR
GR-0064,LGNX
GR-0064,RU-0066
TR-0028,EHAL
TR-0028,RU-0290
TR-0028,CZ-0054
TR-0028,LOAD
TR-0028,GR-0011
TR-0028,AL-LA10
TR-0028,LTBW
TR-0028,NL-0023
TR-0028,RU-0494
TR-0028,TR-0019
TR-0028,LOLT
TR-0028,X-VIE
TR-0028,DE-0391
BY-0022,LYKV
BY-0022,LKVP
BY-0022,CZ-0122
BY-0022,BY-0004
BY-0022,LYBJ
BY-0022,RU-0922
BY-0022,XK-0001
BY-0022,UMDU
BY-0022,LGNX
BY-0022,NL-0041
BY-0022,GR-0056
BY-0022,RS-0032
BY-0022,BY-4247
BY-0022,LAKO
TR-0030,LGLR
TR-0030,RS-0021
TR-0030,CZ-0073
TR-0030,BY-4247
TR-0030,LGRD
TR-0030,LYVR
TR-0030,DE-0313
TR-0030,UMMR
TR-0030,RU-0485
TR-0030,BY-0012
TR-0030,TR-0019
TR-0030,AT-0013
DE-0433,UGMS
DE-0433,LASK
DE-0433,LYKA
DE-0433,UMGG
DE-0433,ETHB
DE-0433,XK-0002
DE-0433,LYBE
DE-0433,RU-0511
DE-0433,NL-0023
DE-0433,DE-0053
DE-0433,GR-0001
DE-0433,GR-0052
DE-0433,EDDR
DE-0313,GR-0001
DE-0313,NL-0026
DE-0313,UMMG
DE-0313,GR-0011
DE-0313,LASR
DE-0313,TR-0030
DE-0313,GR-0056
DE-0313,DE-0219
DE-0313,NL-0023
DE-0313,AT-0002
DE-0313,EHDL
DE-0313,NL-0063
DE-0313,LOLT
EHDL,NL-0023
EHDL,LOLC
EHDL,LOWK
EHDL,NL-0063
EHDL,LYPN
EHDL,DE-0313
EHDL,LYSO
EHDL,BY-0045
EHDL,GR-0013
EHDL,RU-0584
EHDL,GR-0011
EHDL,UMMR
RU-0584,MT-0005
RU-0584,RU-0066
RU-0584,LTBW
RU-0584,LYKA
RU-0584,CZ-0126
RU-0584,EHDL
RU-0584,LTFM
RU-0584,LAKU
RU-0341,LYKA
RU-0341,CZ-0192
RU-0341,LGSA
RU-0341,NL-0070
RU-0341,CZ-0126
RU-0341,EHNP
RU-0341,AT-0013
RU-0341,BY-4247
RU-0341,EDGB
RU-0341,RU-0290
RU-0341,EDFB
RU-0341,LOAA
RU-0220,LOWK
RU-0220,UMII
RU-0220,AL-LA10
RU-0220,LAKO
RU-0220,CZ-0192
RU-0220,LGIO
RU-0220,GR-0052
RU-0220,EDRN
RU-0220,LGNX
RU-0220,RS-0011
RU-0220,LOAT
RU-0220,LKJI
RU-0220,NL-0064
CZ-0054,BY-0039
CZ-0054,MT-0005
CZ-0054,TR-0028
CZ-0054,LOAD
CZ-0054,USII
CZ-0054,LGPA
CZ-0054,NL-0026
CZ-0054,XK-0005
CZ-0054,LOIA
CZ-0054,LOIR
CZ-0054,RU-0685
CZ-0054,RS-0023
CZ-0054,EHSE
LKVP,BY-0022
LKVP,GR-0056
LKVP,RS-0015
LKVP,X-VIE
LKVP,TR-0019
LKVP,LTBW
LKVP,EDDR
LKVP,UMMR
LKVP,AL-0002
LKVP,UGMS
LKVP,LKHD
LKVP,AT-0013
LKVP,MT-0001
LKVP,DE-0353
LKVP,EDRI
CZ-0057,BY-0015
CZ-0057,GR-0052
CZ-0057,LOLT
CZ-0057,GR-0005
CZ-0057,LAKV
CZ-0057,MT-0002
CZ-0057,LGAT
CZ-0057,DE-0053
CZ-0057,LTBU
CZ-0057,AL-0010
CZ-0057,LKBA
CZ-0057,DE-0271
CZ-0057,RU-0685
CZ-0057,LYVR
CZ-0057,LOIJ
CZ-0057,LYKV
CZ-0057,EDCA
LGLR,LGML
LGLR,TR-0030
LGLR,LKHD
LGLR,GR-0028
LGLR,GR-0064
LGLR,XK-0002
LGLR,LMML
LGLR,LIKD
LGLR,LAGJ
LGLR,RS-0018
LGLR,RU-0066
LGLR,EHHV
LGLR,RU-0290
LGLR,DE-0053
LGLR,AT-0011
LGLR,NL-0026
AD-0002,AT-0002
AD-0002,NL-0050
AD-0002,XK-0001
AD-0002,BY-0045
AD-0002,CZ-0122
AD-0002,DE-0353
AD-0002,LGAT
AD-0002,LTFM
AD-0002,LYLE
AD-0002,LOWG
AD-0002,EDRN
AD-0002,RS-0011
GR-0052,CZ-0057
GR-0052,LKMB
GR-0052,LKHV
GR-0052,RU-0220
GR-0052,ULBM
GR-0052,LKBA
GR-0052,DE-0433
GR-0052,RU-0511
LOLT,DE-0354
LOLT,LYLE
LOLT,CZ-0057
LOLT,USII
LOLT,NL-0041
LOLT,MT-0004
LOLT,MT-0002
LOLT,DE-0391
LOLT,LKBA
LOLT,XK-0005
LOLT,USDS
LOLT,NL-0023
LOLT,TR-0028
LOLT,LOLC
LOLT,RS-0007
LOLT,DE-0313
LOLT,GR-0005
LYPN,LOAA
LYPN,AL-0002
LYPN,LOLC
LYPN,EDRI
LYPN,UMII
LYPN,RS-0021
LYPN,LKBA
LYPN,BY-0015
LYPN,EDGB
LYPN,LG55
LYPN,EHDL
LYPN,NL-0057
LYPN,CZ-0079
LYPN,LKHV
LYPN,LKHD
LTFM,LOIR
LTFM,LGAV
LTFM,EDRN
LTFM,AD-0002
LTFM,RU-0685
LTFM,LKSU
LTFM,LOAA
LTFM,EHVB
LTFM,RU-0584
LTFM,URSS
UMNM,XK-0002
UMNM,LKBA
UMNM,RS-0008
UMNM,CZ-0158
UMNM,UMGG
UMNM,GR-0019
UMNM,GR-0056
UMNM,GR-0005
UMNM,LTBW
UMNM,BY-0015
UMNM,BY-0045
UMNM,DE-0271
UMNM,TR-0019
UMNM,UMMR
UMNM,BY-0039
UMNM,EDGB
UMNM,DE-0391
BY-0004,LYDK
BY-0004,GR-0011
BY-0004,LATI
BY-0004,LYCA
BY-0004,UGMS
BY-0004,LGRD
BY-0004,BY-0022
BY-0004,LGSA
BY-0004,XK-0005
LYPT,CZ-0185
LYPT,DE-0353
LYPT,EDGB
LYPT,GR-0064
LYPT,RS-0006
LYPT,GR-0013
LYPT,CZ-0122
LYPT,EDRN
LYPT,RU-0489
LYPT,USII
LYPT,XK-0002
LYPT,EHWO
LYPT,RS-0008
LYPT,MT-0005
LYPT,MT-0001
LYPT,BY-0006
LYPT,AT-0013
LYPT,LOIA
BY-0009,MT-0001
BY-0009,BY-0039
BY-0009,LKMK
BY-0009,MT-0004
BY-0009,LKHD
BY-0009,GR-0005
BY-0009,RU-0685
BY-0009,LTBW
BY-0009,LAGJ
BY-0009,EDAZ
AL-LA10,NL-0064
AL-LA10,SM-0001
AL-LA10,DE-0271
AL-LA10,RU-0220
AL-LA10,LTBA
AL-LA10,TR-0028
AL-LA10,LOGG
AL-LA10,DE-0131
AL-LA10,DE-0354
AL-LA10,GR-0028
AL-LA10,XK-0005
AL-LA10,BY-0012
AL-LA10,EDGB
AL-LA10,LOIR
BY-0006,LGST
BY-0006,DE-0120
BY-0006,RU-0639
BY-0006,LYBE
BY-0006,RU-0511
BY-0006,DE-0391
BY-0006,UMMR
BY-0006,LYLE
BY-0006,RS-0011
BY-0006,LGIO
BY-0006,RU-0922
BY-0006,LYPT
LGML,RU-0066
LGML,LGLR
LGML,CZ-0079
LGML,ULBM
LGML,DE-0391
LGML,AL-0003
LGML,EDRN
LGML,NL-0057
LGML,DE-0354
LGML,XK-0001
LGML,SM-0001
LGML,RS-0015
LGML,RU-0922
BY-0001,CZ-0126
BY-0001,XK-0002
BY-0001,LOGW
BY-0001,CZ-0185
BY-0001,UMDU
BY-0001,TR-0019
BY-0001,RU-0485
BY-0001,LOLC
BY-0001,CZ-0192
BY-0001,EDDR
EDNQ,UMMR
EDNQ,RU-0494
EDNQ,LGNX
EDNQ,BY-0012
EDNQ,AT-0013
EDNQ,RS-0006
EDNQ,LTBA
EDNQ,LYVR
EDNQ,LKMK
EDNQ,LOAT
EDNQ,EHAL
EDNQ,CZ-0122
RU-0729,BKPR
RU-0729,UGMS
RU-0729,LOWG
RU-0729,LOLC
RU-0729,DE-0353
RU-0729,XK-0003
RU-0729,LYSO
RU-0729,GR-0019
RU-0729,LOGG
RU-0729,LAGJ
RU-0729,LOLF
RU-0729,NL-0064
RU-0729,XK-0002
RU-0729,BY-0045
LYCA,LGIO
LYCA,RU-0485
LYCA,LGAT
LYCA,UMII
LYCA,BY-0004
LYCA,LOIR
LYCA,LIKD
LYCA,AL-0010
LYCA,BY-0012
LYCA,AT-0013
LYCA,UMMG
LYCA,RU-0708
LYCA,BY-0030
LYCA,RU-0922
LYCA,LOWK
LATI,RS-0031
LATI,LOAD
LATI,BY-0004
LATI,LTBA
LATI,CZ-0073
LATI,LMML
LATI,RS-0006
LATI,CZ-0153
LATI,NL-0023
LATI,EDRI
LATI,LAKU
LATI,LGAT
LATI,AL-0010
LATI,CZ-0185
LATI,LYSO
LYSO,UMGG
LYSO,LAKV
LYSO,EHWO
LYSO,AT-0013
LYSO,LGSA
LYSO,NL-0050
LYSO,LIKD
LYSO,LGPA
LYSO,AT-0011
LYSO,RU-0729
LYSO,RS-0032
LYSO,EHDL
LYSO,NL-0067
LYSO,RU-0511
LYSO,LATI
LGPA,AT-0011
LGPA,MT-0006
LGPA,NL-0050
LGPA,LYBJ
LGPA,RU-0489
LGPA,LGIO
LGPA,LYSO
LGPA,CZ-0054
LGPA,RS-0008
LGPA,URSS
LGPA,LOSM
LGPA,LOLF
NL-0026,DE-0313
NL-0026,LAKU
NL-0026,LMML
NL-0026,LAKO
NL-0026,EHAL
NL-0026,RU-0708
NL-0026,LKBA
NL-0026,RS-0018
NL-0026,CZ-0054
NL-0026,BY-0015
NL-0026,EHGR
NL-0026,NL-0057
NL-0026,LGLR
NL-0026,URSS
NL-0023,DE-0391
NL-0023,EHDL
NL-0023,AT-0013
NL-0023,LKMB
NL-0023,LYVR
NL-0023,TR-0028
NL-0023,NL-0064
NL-0023,LATI
NL-0023,DE-0313
NL-0023,RS-0008
NL-0023,LOLT
NL-0023,EDRI
NL-0023,DE-0433
LKHD,EDCL
LKHD,EDFB
LKHD,DE-0053
LKHD,LGLR
LKHD,LKSU
LKHD,EHNP
LKHD,BY-0009
LKHD,EDRI
LKHD,LOLC
LKHD,MT-0005
LKHD,ETHB
LKHD,AL-0010
LKHD,LKVP
LKHD,NL-0050
LKHD,EDDR
LKHD,LYPN
LKHD,DE-0120
EHWO,EDGB
EHWO,RS-0005
EHWO,LKSU
EHWO,EHHV
EHWO,LKHV
EHWO,LGRD
EHWO,UMMR
EHWO,LYSO
EHWO,XK-0001
EHWO,LYPT
EHWO,LAKO
EHWO,EDCA
EHWO,BY-0015
DE-0131,DE-0120
DE-0131,LMML
DE-0131,LASK
DE-0131,UMMG
DE-0131,AL-LA10
DE-0131,LKMB
DE-0131,GR-0011
LGNX,CZ-0073
LGNX,GR-0001
LGNX,EDNQ
LGNX,DE-0391
LGNX,GR-0056
LGNX,LTBA
LGNX,LKCM
LGNX,UMII
LGNX,RU-0494
LGNX,LASR
LGNX,RU-0220
LGNX,RU-0922
LGNX,LG55
LGNX,BY-0022
LGNX,LYKV
LGNX,GR-0064
LASK,DE-0433
LASK,XK-0003
LASK,DE-0131
LASK,UUBC
LASK,RU-0511
LASK,LOWG
LASK,MT-0005
LASK,DE-0053
LASK,AT-0011
LASK,RU-0066
LASK,GR-0056
LASK,BY-0012
LASK,EDRN
LASK,LYKA
LASK,DE-0391
LASK,X-VIE
EHVB,XK-0005
EHVB,BKPR
EHVB,RS-0032
EHVB,RS-0031
EHVB,DE-0353
EHVB,XK-0002
EHVB,EHAL
EHVB,RU-0922
EHVB,RS-0005
EHVB,LIKD
EHVB,NL-0031
EHVB,LTFM
EHVB,UMII
EHVB,ETHB
LYBE,ETHB
LYBE,LTBW
LYBE,BY-0006
LYBE,RS-0032
LYBE,LKHV
LYBE,XK-0003
LYBE,AL-0003
LYBE,LOAD
LYBE,CZ-0073
LYBE,RU-0639
LYBE,DE-0433
LYBE,LOWG
LYBE,RS-0011
LYBE,LKBA
LYBJ,CZ-0158
LYBJ,LG55
LYBJ,LAKV
LYBJ,ETHB
LYBJ,XK-0001
LYBJ,LGPA
LYBJ,DE-0354
LYBJ,LYKA
LYBJ,DE-0388
LYBJ,RU-0511
LYBJ,BY-0022
LYBJ,GR-0001
LYBJ,XK-0002
LASR,LGAV
LASR,LOLG
LASR,GR-0001
LASR,EDDR
LASR,LGNX
LASR,DE-0313
LASR,RU-0372
LASR,CZ-0145
LASR,LKJI
LASR,LKCM
RU-0290,TR-0028
RU-0290,AL-0010
RU-0290,LAKV
RU-0290,LOAD
RU-0290,CZ-0153
RU-0290,RU-0341
RU-0290,LKMK
RU-0290,RS-0007
RU-0290,LGLR
RU-0290,NL-0064
RU-0290,EHSE
RU-0290,MT-0003
RU-0290,CZ-0126
RU-0290,BKPR
RU-0290,GR-0013
RU-0290,RU-0685
RU-0290,XK-0002
DE-0120,BY-0006
DE-0120,DE-0131
DE-0120,URSS
DE-0120,LTBW
DE-0120,LOAD
DE-0120,LGAV
DE-0120,LAKO
DE-0120,BY-0045
DE-0120,UMMR
DE-0120,LKHD
DE-0120,CZ-0185
LOAA,DE-0388
LOAA,LYPN
LOAA,GR-0001
LOAA,XK-0005
LOAA,RU-0494
LOAA,EHSE
LOAA,LOGW
LOAA,LOAD
LOAA,XK-0003
LOAA,LTFM
LOAA,RU-0341
LOAA,LOLG
LOAA,LOLC
LOAA,CZ-0079
RU-0708,EHHV
RU-0708,LOSM
RU-0708,MT-0003
RU-0708,RU-0489
RU-0708,BY-0019
RU-0708,USDS
RU-0708,NL-0026
RU-0708,EDFB
RU-0708,LYKV
RU-0708,AT-0002
RU-0708,UGMS
RU-0708,EHSE
RU-0708,NL-0037
RU-0708,LOLG
RU-0708,LAKO
RU-0708,AL-0010
RU-0708,LYCA
RU-0708,LTBW
RU-0708,LOLC
LMML,DE-0131
LMML,UMMR
LMML,ETHB
LMML,AL-0010
LMML,DE-0354
LMML,USII
LMML,LATI
LMML,NL-0026
LMML,CZ-0126
LMML,LGLR
LMML,DE-0219
LMML,BY-0016
LMML,DE-0353
LMML,NL-0057
LOAD,LATI
LOAD,NL-0037
LOAD,TR-0028
LOAD,EDDR
LOAD,LOWG
LOAD,CZ-0054
LOAD,RU-0290
LOAD,LYBE
LOAD,EDRI
LOAD,DE-0120
LOAD,LKMB
LOAD,BY-0016
LOAD,EDRN
LOAD,LOAA
LOAD,X-VIE
UUBC,LIKD
UUBC,EDCA
UUBC,LASK
UUBC,BKPR
UUBC,LKCM
UUBC,UMMG
UUBC,URSS
UUBC,EDCL
UUBC,NL-0008
UUBC,MT-0002
UUBC,LKHV
UUBC,LTBU
UUBC,LTBA
UUBC,EDGB
LAVL,RS-0015
LAVL,DE-0219
LAVL,LYVR
LAVL,UMDU
LAVL,LOIJ
LAVL,BY-4247
LAVL,AT-0011
LAVL,CZ-0158
LAVL,LIKD
LAVL,NL-0064
LAVL,RU-0372
LAVL,NL-0037
LAVL,USII
LGAT,CZ-0122
LGAT,LOIR
LGAT,DE-0219
LGAT,LYCA
LGAT,LGST
LGAT,RU-0922
LGAT,DE-0053
LGAT,CZ-0057
LGAT,BY-0012
LGAT,LKBA
LGAT,AD-0002
LGAT,BY-4247
LGAT,CZ-0192
LGAT,LATI
LGAT,BY-0015
LGAT,ETHB
LGAT,UMDU
LGRD,EDFB
LGRD,LTBA
LGRD,RS-0008
LGRD,EHWO
LGRD,BY-0004
LGRD,GR-0064
LGRD,TR-0030
LGRD,CZ-0073
LGRD,BY-0015
LGRD,MT-0005
LGRD,RS-0021
LGRD,RU-0066
LGRD,NL-0031
NL-0008,EHNP
NL-0008,ULBM
NL-0008,LOSM
NL-0008,RS-0015
NL-0008,LKHV
NL-0008,LOIA
NL-0008,UUBC
NL-0008,LOIJ
NL-0008,MT-0002
NL-0008,GR-0001
NL-0008,LGST
NL-0008,EHSE
EHHV,BY-0041
EHHV,RU-0708
EHHV,EHWO
EHHV,GR-0001
EHHV,BY-0030
EHHV,RS-0023
EHHV,GR-0013
EHHV,LKSU
EHHV,LOSM
EHHV,GR-0064
EHHV,LGLR
EHHV,DE-0391
EHHV,DE-0219
EHHV,RS-0007
AL-0002,LYPN
AL-0002,EDDR
AL-0002,BY-0015
AL-0002,LKMB
AL-0002,CZ-0122
AL-0002,RS-0011
AL-0002,RS-0007
AL-0002,LKVP
AL-0002,EDRN
AL-0003,LG55
AL-0003,MT-0001
AL-0003,LAKV
AL-0003,LYBE
AL-0003,CZ-0153
AL-0003,LYKV
AL-0003,LGML
AL-0003,XK-0001
AL-0003,BY-0030
LGAV,LTFM
LGAV,LASR
LGAV,ETHB
LGAV,LOAT
LGAV,NL-0063
LGAV,LG55
LGAV,GR-0001
LGAV,NL-0064
LGAV,X-VIE
LGAV,NL-0050
LGAV,RU-0066
LGAV,UMMR
LGAV,DE-0120
LGAV,EDRI
LGAV,MT-0001
LGAV,RU-0372
LGAV,LKSU
LGAV,LOGW
LGAV,RS-0023
LGAV,LKBA
LGAV,NL-0067
LGAV,LOSM
LOAT,LOSM
LOAT,BY-0016
LOAT,RS-0007
LOAT,LGAV
LOAT,LOWG
LOAT,RS-0021
LOAT,RU-0220
LOAT,EDNQ
LOAT,LGST
LOAT,USDS
DE-0354,RU-0372
DE-0354,LOLT
DE-0354,TR-0019
DE-0354,LMML
DE-0354,LOGW
DE-0354,GR-0056
DE-0354,LYBJ
DE-0354,BY-0045
DE-0354,RS-0015
DE-0354,EDRI
DE-0354,CZ-0153
DE-0354,ETHB
DE-0354,EDFB
DE-0354,AL-LA10
DE-0354,LGML
DE-0353,LYPT
DE-0353,UMMG
DE-0353,RS-0015
DE-0353,EHVB
DE-0353,AD-0002
DE-0353,RU-0729
DE-0353,LOWG
DE-0353,EHGR
DE-0353,LIKD
DE-0353,DE-0388
DE-0353,LMML
DE-0353,GR-0001
DE-0353,LKVP
DE-0353,TR-0019
LKJI,CZ-0153
