from,to
LFIX,IM-0002
LFIX,FR-0344
LFIX,BG-0042
LFIX,LKMK
LFIX,LKCM
LFIX,UKFG
LFIX,BISN
LFIX,UKGW
LFIX,PT-0088
LFIX,IE-0037
LFIX,LOIA
LFIX,EKSL
EKHM,LOAT
EKHM,EIWT
EKHM,LGPA
EKHM,LKVP
EKHM,LG55
EKHM,BIGJ
EKHM,ESUE
EKHM,LOLF
EKHM,EFSO
EKHM,ESSP
EKHM,EISG
EKHM,IE-0034
EKHM,SE-0042
EKHM,LB13
EKHM,DE-0354
EKHM,SE-0032
EKHM,UKBB
EKHM,EFKK
EKHM,LOLC
EKHM,FI-0004
EKHM,EKNS
EKHM,PT-0114
EYTL,EEKE
EYTL,CZ-0126
EYTL,AT-0011
EYTL,EIAB
EYTL,LT-0021
EYTL,IE-0023
EYTL,ESFY
EYTL,CZ-0079
EYTL,DK-0047
EYTL,DK-0033
EYTL,UA-0082
EYTL,LOIJ
EYTL,UA-0180
EYTL,PT-0020
EYTL,UKKG
EYTL,EKHG
EYTL,IM-0002
EYTL,X-VIE
EYTL,EYVK
EYTL,LPFL
EYTL,EFHL
EYTL,EENI
EYTL,LOSM
EYTL,IE-0020
EYTL,EEVU
EYTL,EFAA
SE-0032,IM-0001
SE-0032,PT-0061
SE-0032,EIWT
SE-0032,DK-0013
SE-0032,EE-0010
SE-0032,DK-0005
SE-0032,FR-0512
SE-0032,LOAD
SE-0032,BG-0115
SE-0032,LGIO
SE-0032,BIBV
SE-0032,LT-0015
SE-0032,LFDT
SE-0032,DK-0047
SE-0032,PT-0139
SE-0032,EKHM
SE-0032,LOGW
SE-0032,EKCH
SE-0032,EEVI
SE-0032,EFJY
SE-0032,EYKR
SE-0032,UKLC
SE-0032,EETI
LPMU,DK-0014
LPMU,UA-0017
LPMU,DK-0033
LPMU,IM-0001
LPMU,BG-0010
LPMU,EKSL
LPMU,EFHL
LPMU,EEVI
LPMU,LPFL
LPMU,LGNX
LPMU,EYKR
LPMU,EYVK
LPMU,ESKK
LPMU,EKLS
LPMU,EKGL
LPMU,UA-0014
LPMU,FR-0344
LPMU,PT-0139
LPMU,BIVA
LPMU,LT-0003
LPMU,ESFJ
X-VIE,EFPY
X-VIE,PT-0020
X-VIE,BISP
X-VIE,EGNS
X-VIE,SE-0060
X-VIE,LT-0021
X-VIE,LB11
X-VIE,BG-0068
X-VIE,BG-0042
X-VIE,EYJB
X-VIE,EFJY
X-VIE,EYTL
X-VIE,IE-0052
X-VIE,LT-0014
X-VIE,CZ-0185
EKHS,CZ-0185
EKHS,CZ-0054
EKHS,SE-0006
EKHS,LOLG
EKHS,EISG
EKHS,DK-0014
EKHS,FR-0320
EKHS,BG-0025
EKHS,LGML
EKHS,SE-0063
EKHS,LOGW
EKHS,SE-0044
EKHS,EKML
BG-0042,LT-0021
BG-0042,DK-0001
BG-0042,CZ-0054
BG-0042,BG-0083
BG-0042,LGST
BG-0042,BIFZ
BG-0042,EFHJ
BG-0042,ESFY
BG-0042,LG55
BG-0042,BG-0020
BG-0042,FR-0340
BG-0042,X-VIE
BG-0042,EENI
BG-0042,LOLG
BG-0042,LFIX
BG-0042,BITM
BG-0042,ESQO
BG-0042,EFVT
BG-0042,EEPU
BG-0042,EEJI
CZ-0073,EEJI
CZ-0073,EFHJ
CZ-0073,LGPA
CZ-0073,SE-0043
CZ-0073,LGAV
CZ-0073,LPMA
CZ-0073,CZ-0192
CZ-0073,LOAA
CZ-0073,SE-0021
CZ-0073,BIHI
CZ-0073,LOAD
CZ-0073,PT-0099
CZ-0073,EYPA
CZ-0073,GR-0001
CZ-0073,PT-0050
CZ-0073,EKSL
CZ-0073,GR-0056
CZ-0073,SE-0063
CZ-0073,PT-0061
CZ-0073,IM-0001
CZ-0073,UA-0047
CZ-0192,PT-0037
CZ-0192,LBBQ
CZ-0192,SE-0060
CZ-0192,FR-0445
CZ-0192,UKGW
CZ-0192,BIDV
CZ-0192,CZ-0054
CZ-0192,EFIK
CZ-0192,CZ-0073
CZ-0192,BIBV
CZ-0192,EFKI
CZ-0192,LGRD
CZ-0192,LFNG
CZ-0192,ESFJ
CZ-0192,PT-0085
CZ-0192,BITM
CZ-0192,SE-0044
CZ-0192,BIGJ
CZ-0192,LGIO
CZ-0192,EYPR
CZ-0192,LT-0021
LOLC,GR-0011
LOLC,LGST
LOLC,EFKH
LOLC,UKKG
LOLC,EIGN
LOLC,EERA
LOLC,ESQO
LOLC,EFHJ
LOLC,LOIJ
LOLC,CZ-0122
LOLC,EFNS
LOLC,EE-0010
LOLC,EFKK
LOLC,EYJB
LOLC,LGML
LOLC,CZ-0145
LOLC,FR-0512
LOLC,BITM
LOLC,GR-0052
LOLC,EE-0005
LOLC,BG-0025
LOLC,EKHM
LOLC,LFLA
LOLC,EFMA
DK-0014,LOIA
DK-0014,LPMU
DK-0014,LGST
DK-0014,EE-0010
DK-0014,LFON
DK-0014,LFDT
DK-0014,LOSM
DK-0014,EKHS
DK-0014,IS-0003
DK-0014,ESFJ
DK-0014,PT-0050
DK-0014,LT-0019
DK-0014,EFMA
DK-0014,ESQO
DK-0014,EE-0001
DK-0013,EETN
DK-0013,LFLB
DK-0013,EYVK
DK-0013,EE-0010
DK-0013,SE-0032
DK-0013,GR-0001
DK-0013,EFHL
DK-0013,UKGW
DK-0013,IM-0001
DK-0013,LBBO
DK-0013,LBBQ
DK-0013,IE-0026
DK-0013,LFYT
DK-0013,PT-0050
DK-0013,ESFY
DK-0013,IE-0007
GR-0056,SE-0043
GR-0056,EGNS
GR-0056,UA-0093
GR-0056,SE-0006
GR-0056,SE-0042
GR-0056,ESFA
GR-0056,LPMA
GR-0056,LKVP
GR-0056,LGAV
GR-0056,EFMA
GR-0056,CZ-0126
GR-0056,EFKK
GR-0056,EERA
GR-0056,LB11
GR-0056,EFKH
GR-0056,LB13
GR-0056,LOWG
GR-0056,DE-0354
GR-0056,BIRE
GR-0056,GR-0001
GR-0056,LT-0009
GR-0056,CZ-0073
GR-0056,CZ-0079
GR-0056,EFHJ
LOLG,EFAA
LOLG,LPST
LOLG,LGSA
LOLG,EKHS
LOLG,LOGG
LOLG,EYVK
LOLG,EYAL
LOLG,LB11
LOLG,ESGJ
LOLG,BG-0083
LOLG,BG-0042
LOLG,EYVI
LOLG,LKHV
LOLG,UA-0175
LOLG,LB13
LOLG,BIVA
LOLG,EICL
LOLG,EEEI
LOLG,LOIA
LOLG,LFLA
LOLG,LBVR
LOLF,LFLB
LOLF,LKBA
LOLF,DK-0001
LOLF,LOWK
LOLF,LFDT
LOLF,PT-0061
LOLF,PT-0020
LOLF,IE-0026
LOLF,LOWG
LOLF,EKHM
LOLF,EFMA
LOLF,LOLT
LOLF,LGNX
LOLF,DK-0005
LOLF,LPMA
LOLF,IE-0069
LOLF,BIBV
LOLF,EYVK
LOLF,CZ-0079
LOLF,EEVI
LOLF,LGPA
LOLF,EFJY
LOLF,LKMB
LOLF,FR-0340
LOLF,LGRD
BG-0046,EE-7685
BG-0046,EEPU
BG-0046,EE-0001
BG-0046,LT-0014
BG-0046,DE-0354
BG-0046,IE-0026
BG-0046,PT-0061
BG-0046,LGNX
BG-0046,FR-0340
BG-0046,LB13
BG-0046,UA-0047
BG-0046,LOAA
BG-0046,EEJI
BG-0046,BIBD
BG-0046,LT-0009
BG-0046,FR-0512
BG-0046,EFKK
BG-0046,LOAD
BG-0046,EISG
BG-0046,IM-0003
BG-0046,CZ-0057
BG-0046,UKCM
CZ-0079,FR-0340
CZ-0079,EYLN
CZ-0079,EICM
CZ-0079,UA-0071
CZ-0079,FR-0320
CZ-0079,EYTL
CZ-0079,LFDT
CZ-0079,LT-0027
CZ-0079,IM-0006
CZ-0079,LKHD
CZ-0079,LT-0009
CZ-0079,CZ-0145
CZ-0079,EKSL
CZ-0079,LOLF
CZ-0079,GR-0056
CZ-0079,PT-0088
CZ-0079,EKCH
ESFY,EISG
ESFY,EKLS
ESFY,IM-0002
ESFY,EYKA
ESFY,AT-0013
ESFY,BISN
ESFY,EYTL
ESFY,BG-0042
ESFY,LPST
ESFY,LOLT
ESFY,UA-0008
ESFY,LT-0014
ESFY,UA-0071
ESFY,EFHJ
ESFY,CZ-0145
ESFY,EYPA
ESFY,EEKE
ESFY,BG-0031
ESFY,CZ-0122
ESFY,LGST
ESFY,UA-0082
ESFY,EE-7685
ESFY,DK-0013
UKGW,SE-0060
UKGW,LOWG
UKGW,EKMB
UKGW,EFMA
UKGW,EEVU
UKGW,CZ-0145
UKGW,LOGG
UKGW,CZ-0192
UKGW,EFEU
UKGW,EE-0007
UKGW,EETN
UKGW,EYVI
UKGW,EFVT
UKGW,DK-0013
UKGW,EKLS
UKGW,LGML
UKGW,IM-0003
UKGW,LFIL
UKGW,EEEI
UKGW,EINC
UKGW,UA-0093
UKGW,LFIX
UKGW,LT-0003
UKGW,GR-0001
UKGW,EKSL
UKGW,LFLB
UKGW,LB11
UKGW,EICL
EYSB,IE-0034
EYSB,UKKH
EYSB,UA-0047
EYSB,EENA
EYSB,LOIA
EYSB,EIGN
EYSB,GR-0013
EYSB,LT-0019
EYSB,EKLS
EYSB,LFYT
EYSB,IS-0001
EYSB,EIKK
EYSB,LFIL
EYSB,EYPA
EYSB,PT-0123
EYSB,IE-0020
EYSB,EFNS
EYSB,BG-0068
EYSB,EEHA
EYSB,BIVH
EYSB,CZ-0057
EYSB,PT-0020
EYSB,LOAT
EYSB,UKKG
EYSB,SE-0058
EKGL,LKMB
EKGL,EEEI
EKGL,ESSP
EKGL,LOAT
EKGL,UA-0093
EKGL,SE-0042
EKGL,PT-0088
EKGL,EFMA
EKGL,CZ-0057
EKGL,CZ-0122
EKGL,CZ-0153
EKGL,LPMU
EKGL,UKFW
EKGL,FR-0469
EKGL,LBBQ
EKGL,LT-0021
EICL,LKSU
EICL,EEHA
EICL,LOAD
EICL,PT-0144
EICL,IM-0006
EICL,EEPU
EICL,SE-0042
EICL,AT-0011
EICL,BIVA
EICL,UA-0014
EICL,LOWG
EICL,FR-0320
EICL,LOLG
EICL,EYAL
EICL,UKGW
EICL,UA-0120
EICL,EFEU
EICL,CZ-0153
EICM,LKBA
EICM,PT-0037
EICM,CZ-0079
EICM,EKML
EICM,IE-0024
EICM,BISI
EICM,BG-0083
EICM,EE-7685
EICM,UA-0008
EICM,EE-0009
EICM,BG-0010
EICM,PT-0123
EICM,LPMT
EICM,LPFL
EICM,LB13
EICM,EYKR
SE-0021,GR-0013
SE-0021,LPFL
SE-0021,EFHL
SE-0021,PT-0114
SE-0021,IE-0035
SE-0021,EYVI
SE-0021,DK-0047
SE-0021,UKBB
SE-0021,LPST
SE-0021,CZ-0073
SE-0021,EE-0010
SE-0021,UA-0047
SE-0021,PT-0118
SE-0021,EFKK
SE-0021,LB11
SE-0021,AT-0013
SE-0021,EFMA
SE-0021,BG-0017
SE-0021,DK-0033
ESGJ,BIFZ
ESGJ,LKMB
ESGJ,EFLN
ESGJ,EFHJ
ESGJ,ESUE
ESGJ,EE-0009
ESGJ,EE-0001
ESGJ,CZ-0153
ESGJ,LOLG
ESGJ,LG55
ESGJ,LFNR
ESGJ,LPST
ESGJ,ESFA
ESGJ,EIKK
ESGJ,LFON
ESGJ,EYKA
ESGJ,BG-0017
ESGJ,FR-0340
ESGJ,EISG
ESGJ,CZ-0158
ESGJ,BG-0115
CZ-0185,FR-0445
CZ-0185,EKHS
CZ-0185,LFRN
CZ-0185,UA-0128
CZ-0185,EEVI
CZ-0185,CZ-0158
CZ-0185,LKJI
CZ-0185,DE-0354
CZ-0185,FR-0344
CZ-0185,BIGJ
CZ-0185,EENA
CZ-0185,CZ-0126
CZ-0185,UKKH
CZ-0185,IE-0001
CZ-0185,BIVA
CZ-0185,UA-0120
CZ-0185,EFKK
CZ-0185,LT-0011
CZ-0185,LFFP
CZ-0185,IE-0026
CZ-0185,LGSA
CZ-0185,X-VIE
DK-0001,BG-0042
DK-0001,IE-0069
DK-0001,LOLF
DK-0001,PT-0114
DK-0001,EFEU
DK-0001,EENA
DK-0001,EFNS
DK-0001,EKCH
DK-0001,BG-0016
DK-0001,EEEI
DK-0001,IE-0052
DK-0001,GR-0011
DK-0001,LT-0027
DK-0001,CZ-0057
DK-0001,LBVR
DK-0001,EEKE
DK-0001,EE-7685
LB11,UA-0071
LB11,LBHT
LB11,EYPR
LB11,LKMB
LB11,LOIA
LB11,LT-0003
LB11,EKSL
LB11,BG-0083
LB11,LOLG
LB11,X-VIE
LB11,LFIX
LB11,SE-0074
LB11,LOWG
LB11,GR-0056
LB11,PT-0050
LB11,GR-0013
LB11,SE-0021
LB11,EEPU
LB11,FR-0344
LB11,FI-0002
LB11,PT-0029
LB11,UKGW
LB11,LFRN
FR-0512,PT-0029
FR-0512,CZ-0158
FR-0512,LOSM
FR-0512,FI-0004
FR-0512,IS-0003
FR-0512,GR-0013
FR-0512,LKMB
FR-0512,EFPU
FR-0512,SE-0032
FR-0512,EKHG
FR-0512,LPFL
FR-0512,LOLC
FR-0512,BG-0046
FR-0512,EKLS
FR-0512,UA-0080
FR-0512,IE-0024
FR-0512,EFLN
FR-0512,LFDT
FR-0512,ESMN
LFYT,EYKA
LFYT,SE-0063
LFYT,DE-0354
LFYT,EE-7685
LFYT,IE-0007
LFYT,GR-0052
LFYT,CZ-0126
LFYT,EYSB
LFYT,EEEI
LFYT,BG-0016
LFYT,CZ-0153
LFYT,IM-0006
LFYT,EIBR
LFYT,CZ-0145
LFYT,EKMB
LFYT,IE-0052
LFYT,UKCM
LFYT,DK-0013
DK-0005,PT-0020
DK-0005,LT-0003
DK-0005,EFLN
DK-0005,SE-0043
DK-0005,IE-0035
DK-0005,BG-0115
DK-0005,EFJY
DK-0005,UKFG
DK-0005,SE-0032
DK-0005,EKML
DK-0005,UA-0017
DK-0005,SE-0060
DK-0005,LOLF
DK-0005,LKBA
DK-0005,LFNR
DK-0005,LGSA
GR-0064,UKBB
GR-0064,EYPR
GR-0064,LKVP
GR-0064,EEVU
GR-0064,ESFA
GR-0064,AT-0013
GR-0064,LOAA
GR-0064,PT-0088
GR-0064,LGRD
GR-0064,LFON
GR-0064,UA-0017
GR-0064,EFPU
GR-0064,FR-0320
GR-0064,SE-0060
GR-0064,BIHI
GR-0064,EEHA
GR-0064,GR-0005
GR-0064,EENA
GR-0064,UKFG
GR-0064,LGNX
LB13,LFSV
LB13,BG-0010
LB13,UKFG
LB13,UA-0071
LB13,EETN
LB13,LFFP
LB13,EYKR
LB13,EFPY
LB13,BG-0046
LB13,GR-0056
LB13,EYAL
LB13,LOLG
LB13,UKKG
LB13,EFJY
LB13,EKHM
LB13,EERU
LB13,EIGN
LB13,EKLS
LB13,EICM
LB13,LOWK
LB13,BG-0031
LB13,BG-0020
LB13,BIHU
LB13,EISG
LPMA,IM-0003
LPMA,GR-0028
LPMA,LKMK
LPMA,BG-0117
LPMA,ESFA
LPMA,GR-0056
LPMA,CZ-0073
LPMA,DK-0021
LPMA,CZ-0057
LPMA,EFNS
LPMA,LKMB
LPMA,DK-0047
LPMA,ESQO
LPMA,LKJI
LPMA,LOLF
LPMA,LFRN
LPMA,PT-0123
LPMA,LT-0003
LPMA,BG-0010
LPMA,LGAV
LFIL,ESMN
LFIL,ESKK
LFIL,LKVP
LFIL,UA-0071
LFIL,EKLS
LFIL,EFMA
LFIL,PT-0099
LFIL,EYSB
LFIL,GR-0001
LFIL,LOAT
LFIL,EFKH
LFIL,UKGW
LFIL,DE-0354
LFIL,DK-0033
LFIL,EINC
LFIL,EYLN
BIOF,EKMB
BIOF,EKCH
BIOF,DE-0354
BIOF,EFKK
BIOF,EYPR
BIOF,EYPA
BIOF,SE-0060
BIOF,EINC
BIOF,PT-0123
BIOF,EFPU
BIOF,SE-0058
BIOF,LKJI
BIOF,FR-0344
BIOF,LOAT
BIOF,CZ-0153
BIOF,EE-0009
EFPU,EFMA
EFPU,UA-0120
EFPU,IE-0069
EFPU,BG-0010
EFPU,PT-0139
EFPU,UA-0082
EFPU,UA-0080
EFPU,FR-0512
EFPU,LPFL
EFPU,EE-0007
EFPU,AT-0002
EFPU,GR-0064
EFPU,BIOF
EFPU,BIVA
EFPU,IM-0001
EFPU,BITE
EFPU,EYPA
EFPU,BISN
EFPU,CZ-0054
EFPU,LT-0009
EFPU,EENI
EFPU,EKHG
EFPU,UKBB
EYVI,EIKK
EYVI,EINC
EYVI,EYKR
EYVI,EE-0001
EYVI,EETN
EYVI,SE-0021
EYVI,EE-0007
EYVI,IM-0003
EYVI,IM-0002
EYVI,EETI
EYVI,LOLG
EYVI,UKGW
EYVI,LOAD
EYVI,AT-0011
EYVI,BISP
EYVI,EKLS
EYVI,EYKA
EYVI,EKMB
EYVK,LFIX
EYVK,EERA
EYVK,DK-0013
EYVK,BISI
EYVK,BG-0017
EYVK,LOLG
EYVK,EEJI
EYVK,GR-0005
EYVK,LOSM
EYVK,LPMU
EYVK,EERU
EYVK,PT-0118
EYVK,EKLV
EYVK,EYTL
EYVK,LOLF
EYVK,FR-0340
EYVK,CZ-0122
EYVK,BIVA
EYVK,IM-0002
EYVK,IM-0004
EFPY,EYJB
EFPY,X-VIE
EFPY,AT-0013
EFPY,LT-0021
EFPY,UA-0120
EFPY,IM-0002
EFPY,LG55
EFPY,EE-0001
EFPY,PT-0088
EFPY,UA-0180
EFPY,LB13
EFPY,SE-0063
EFPY,LFRW
EFPY,EKLS
EFPY,IM-0003
EFPY,IS-0001
EFPY,LOSM
EFPY,EENI
EFPY,LOAD
LFLA,SE-0063
LFLA,EKML
LFLA,ESUE
LFLA,EFNS
LFLA,FR-0320
LFLA,BIBD
LFLA,UA-0082
LFLA,LFRW
LFLA,IE-0034
LFLA,BG-0020
LFLA,UA-0128
LFLA,EERU
LFLA,LKSU
LFLA,LT-0021
LFLA,BG-0010
LFLA,LT-0003
LFLA,EKHG
LFLA,EYJB
LFLA,EEEI
LFLA,IM-0003
LFLA,LOLG
LFLA,LOLC
LFLA,IE-0037
CZ-0054,EKHS
CZ-0054,EYAL
CZ-0054,EFEU
CZ-0054,PT-0037
CZ-0054,BIGJ
CZ-0054,BG-0042
CZ-0054,IE-0023
CZ-0054,PT-0088
CZ-0054,CZ-0192
CZ-0054,LT-0014
CZ-0054,SE-0074
CZ-0054,EISG
CZ-0054,EFKK
CZ-0054,LOAD
CZ-0054,LBBQ
CZ-0054,FI-0012
CZ-0054,PT-0139
CZ-0054,BIRE
CZ-0054,BISI
CZ-0054,EFPU
CZ-0054,EEKE
LFLB,DK-0013
LFLB,LOLF
LFLB,LFBM
LFLB,LGAT
LFLB,BG-0010
LFLB,EEPU
LFLB,LGML
LFLB,PT-0099
LFLB,LFNG
LFLB,BG-0117
LFLB,EYLN
LFLB,PT-0061
LFLB,UKCM
LFLB,LOIA
LFLB,ESFA
LFLB,EKHG
LFLB,EYPA
LFLB,UKGW
LFLB,EKNS
LFLB,BG-0119
LFLB,EERU
LFLB,BITE
UKKH,EYSB
UKKH,LGLR
UKKH,LFNG
UKKH,IE-0069
UKKH,BIRE
UKKH,EEVI
UKKH,LGML
UKKH,EFTP
UKKH,FI-0012
UKKH,EE-0010
UKKH,DK-0050
UKKH,CZ-0185
UKKH,UKBB
UKKH,LKCM
UKKH,ESFJ
UKKH,SE-0043
UKKH,EEHA
UKKH,IS-0001
UKKH,ESSP
UKKH,DK-0047
UKKH,UA-0008
UKKH,BIBD
UKKH,BG-0025
DK-0033,BG-0017
DK-0033,EETN
DK-0033,LT-0011
DK-0033,LGML
DK-0033,LOWK
DK-0033,LPMU
DK-0033,LBVR
DK-0033,LFNR
DK-0033,PT-0118
DK-0033,EYTL
DK-0033,EYPR
DK-0033,LFBM
DK-0033,SE-0058
DK-0033,EE-0009
DK-0033,LPST
DK-0033,IE-0020
DK-0033,LFIL
DK-0033,SE-0021
DK-0033,PT-0114
DK-0033,EFNS
SE-0006,BIVH
SE-0006,BG-0031
SE-0006,LKMK
SE-0006,EKHS
SE-0006,PT-0088
SE-0006,GR-0056
SE-0006,LKHD
SE-0006,UA-0120
SE-0006,LKSU
SE-0006,EYKA
SE-0006,BG-0025
SE-0006,EGNS
SE-0006,EEKE
SE-0006,UA-0047
SE-0006,IE-0020
SE-0006,EE-7685
UKKG,LKCM
UKKG,BIBV
UKKG,LOLC
UKKG,BG-0083
UKKG,EYPA
UKKG,UA-0014
UKKG,LGAV
UKKG,UA-0128
UKKG,DE-0354
UKKG,EYTL
UKKG,GR-0013
UKKG,LB13
UKKG,BG-0017
UKKG,EEHA
UKKG,EIWT
UKKG,EYSB
UA-0093,IM-0004
UA-0093,LFON
UA-0093,GR-0056
UA-0093,EKGL
UA-0093,ESKK
UA-0093,PT-0147
UA-0093,EIBR
UA-0093,LKHD
UA-0093,ESQO
UA-0093,IE-0023
UA-0093,EKSL
UA-0093,LKCM
UA-0093,LGML
UA-0093,SE-0042
UA-0093,IS-0003
UA-0093,EE-9278
UA-0093,UKGW
UA-0093,LFRW
UA-0093,LOAT
UA-0093,PT-0139
LKVP,EE-0001
LKVP,UA-0071
LKVP,GR-0064
LKVP,LFIL
LKVP,EKHM
LKVP,LGIO
LKVP,GR-0056
LKVP,EGNS
LKVP,IS-0001
LKVP,BIFZ
LKVP,EEKE
LKVP,EKMB
LKVP,GR-0005
LKVP,LGNX
LKVP,LPST
LKVP,EEPU
LKVP,LT-0019
LKVP,LGAV
BG-0068,LGNX
BG-0068,LBVR
BG-0068,EKVL
BG-0068,GR-0028
BG-0068,LOAT
BG-0068,IE-0023
BG-0068,IM-0001
BG-0068,LOIR
BG-0068,LOSM
BG-0068,EYLN
BG-0068,X-VIE
BG-0068,LT-0009
BG-0068,UA-0175
BG-0068,EERA
BG-0068,LOAD
BG-0068,CZ-0158
BG-0068,BIRE
BG-0068,EIBR
BG-0068,EYSB
BG-0068,PT-0099
BG-0068,DE-0354
BG-0068,EE-9278
BG-0068,LOIA
BG-0068,EFSO
BG-0068,LGML
CZ-0057,LGST
CZ-0057,IE-0035
CZ-0057,GR-0013
CZ-0057,UKBB
CZ-0057,ESUE
CZ-0057,LPST
CZ-0057,EFKK
CZ-0057,EE-9278
CZ-0057,LPMA
CZ-0057,EKGL
CZ-0057,DK-0001
CZ-0057,EYPA
CZ-0057,EFIK
CZ-0057,EKMB
CZ-0057,CZ-0145
CZ-0057,LKBA
CZ-0057,GR-0052
CZ-0057,ESSP
CZ-0057,EFEU
CZ-0057,BG-0025
CZ-0057,PT-0139
CZ-0057,EYSB
CZ-0057,LBBQ
CZ-0057,EFTP
CZ-0057,BG-0046
CZ-0057,LOGW
CZ-0057,BIVA
LBBO,SE-0042
LBBO,EE-9278
LBBO,DK-0021
LBBO,PT-0088
LBBO,EFIK
LBBO,PT-0114
LBBO,LOWK
LBBO,UA-0128
LBBO,PT-0037
LBBO,GR-0013
LBBO,FI-0004
LBBO,BG-0119
LBBO,DE-0354
LBBO,LKJI
LBBO,DK-0013
LBBO,EKLS
LBBO,EIKK
LGLR,UKKH
LGLR,EKHG
LGLR,UA-0175
LGLR,LT-0014
LGLR,LOIA
LGLR,EYPA
LGLR,EFTP
LGLR,LKMB
LGLR,EIGN
LGLR,CZ-0126
LGLR,BISI
LGLR,LOSM
LGLR,BIAE
LGLR,SE-0060
LGLR,EFEU
LGLR,BIHU
LGLR,BIVH
LGLR,LGNX
LGLR,EKLV
LGLR,PT-0050
LGLR,LGML
LGLR,PT-0037
LGLR,EEVI
LGLR,FR-0469
LGLR,LKHD
LGLR,IS-0001
LGLR,UA-0120
LGLR,GR-0019
LGLR,PT-0099
LBBQ,CZ-0192
LBBQ,DE-0354
LBBQ,GR-0011
LBBQ,BIAE
LBBQ,EKMB
LBBQ,PT-0114
LBBQ,CZ-0054
LBBQ,BG-0020
LBBQ,LKJI
LBBQ,EFEU
LBBQ,CZ-0057
LBBQ,DK-0013
LBBQ,EKGL
GR-0052,UA-0047
GR-0052,ESND
GR-0052,EE-7685
GR-0052,BIVH
GR-0052,LFON
GR-0052,EFKI
GR-0052,LFYT
GR-0052,LPST
GR-0052,PT-0123
GR-0052,EFLN
GR-0052,DE-0354
GR-0052,IM-0002
GR-0052,IM-0001
GR-0052,IE-0069
GR-0052,LPMT
GR-0052,FR-0445
GR-0052,CZ-0057
GR-0052,LOLC
GR-0052,ESMN
GR-0052,LFNR
LOLT,BIHU
LOLT,GR-0011
LOLT,LGPA
LOLT,BG-0115
LOLT,UA-0017
LOLT,UA-0128
LOLT,EE-0001
LOLT,PT-0088
LOLT,UA-0071
LOLT,ESFY
LOLT,SE-0060
LOLT,EFHL
LOLT,LOLF
LOLT,EYAL
LOLT,LGAV
LOLT,BG-0031
LOLT,DE-0354
LOLT,DK-0047
LOLT,EYKS
LOLT,EE-0010
EENA,UA-0175
EENA,PT-0089
EENA,EYSB
EENA,DK-0001
EENA,PT-0099
EENA,LPST
EENA,EKNS
EENA,IE-0024
EENA,CZ-0185
EENA,PT-0050
EENA,BISP
EENA,SE-0063
EENA,LT-0014
EENA,LGSA
EENA,LPMT
EENA,FR-0320
EENA,EFKH
EENA,EYLN
EENA,BIVA
EENA,EE-0007
EENA,GR-0064
EENA,UKLC
EENA,LKBA
EENA,UA-0017
UA-0080,EFNS
UA-0080,EFVT
UA-0080,EFHL
UA-0080,DK-0047
UA-0080,EFPU
UA-0080,LFNG
UA-0080,FI-0004
UA-0080,LOIJ
UA-0080,LT-0009
UA-0080,CZ-0122
UA-0080,LT-0011
UA-0080,BIRE
UA-0080,EEVU
UA-0080,FR-0512
UA-0080,DK-0050
UA-0080,EIKK
DK-0021,PT-0061
DK-0021,LGAV
DK-0021,LBBO
DK-0021,BIVA
DK-0021,EE-9278
DK-0021,EYPA
DK-0021,LPMA
DK-0021,PT-0088
DK-0021,IM-0001
DK-0021,IE-0020
