from,to
JO-0007,FND
JO-0007,GE-0017
JO-0007,VRMO
JO-0007,OJMF
JO-0007,KP-0064
JO-0002,IQ-0037
JO-0002,VHSK
JO-0002,ID-0011
JO-0002,VRNT
JO-0002,UGSS
JO-0002,VLAP
JO-0002,RKPE
JO-0003,HK-0063
JO-0003,VRMO
JO-0003,RK25
JO-0003,KR-0057
JO-0003,MV-0010
JO-0003,MV-0008
JO-0003,LK-0004
JO-0003,UG0U
JO-0003,VHHH
JO-0003,ID-0139
JO-0003,DBU
JO-0003,ID-0083
JO-0003,ID-0266
JO-0003,RK17
JO-0003,UG22
JO-0003,VLSK
JO-0003,RK82
JO-0003,JO-0006
JO-0003,VLSB
VLHS,VHHX
VLHS,KG-0034
VLHS,VLSN
VLHS,LK-0006
VLHS,ID-0176
VLHS,IQ-0029
VLHS,ID-0167
VLHS,WIDS
VLHS,VCCJ
VLHS,IQ-0049
VLHS,UGKO
VLHS,HK-0063
VLHS,UG0U
VLHS,OJ38
VLHS,VCCN
VLHS,KG-0005
VLHS,VCCC
VLHS,ID-0139
VLHS,KR-0064
VLHS,UAFL
UAFG,VLVT
UAFG,VLPS
UAFG,RK39
UAFG,JO-0004
UAFG,JO-0005
UAFG,HK-0008
UAFG,GE-0013
UAFG,KP-0063
UAFG,GE-0002
UAFG,KR-0017
UAFG,LK-0003
UAFG,RKPU
ID-0062,UG0U
ID-0062,VCCC
ID-0062,ID-0139
ID-0062,GE-0004
ID-0062,HK-0079
ID-0062,JO-0006
ID-0062,IQ-0023
ID-0062,YPCC
ID-0062,GE-0002
ID-0062,KP-0056
ID-0062,RKPU
ID-0062,OJAI
ID-0062,VRMT
ID-0062,HK-0002
UAFP,VLSV
UAFP,LMV
UAFP,VCCN
UAFP,MV-0012
UAFP,KG-0014
UAFP,LK-0003
UAFP,ORKK
UAFP,WASB
UAFP,UG22
UAFP,WALT
UG24,IQ-0005
UG24,KG-0007
UG24,WIDS
UG24,KR-0611
UG24,KG-0009
UG24,HK-0002
UG24,DBU
UG24,KG-0032
UG24,VHSK
UG24,IQ-0055
UG24,KP-0063
UG24,RKUL
UG24,KP-0082
UG24,IQ-0023
UG24,DBK
UG24,GE-0015
UG22,UGSB
UG22,MV-0003
UG22,IQ-0047
UG22,OTBK
UG22,KG-0032
UG22,KG-0006
UG22,LMV
UG22,KP-0055
UG22,PS-0002
UG22,VCCJ
UG22,KP-0085
UG22,GE-0013
UG22,JO-0015
UG22,QA-0009
UG22,WI1G
UG22,VLAP
UG22,OJHR
UG22,VLXL
UG22,JO-0003
UG22,VCCB
UG22,KP-0082
UG22,DWO
UG22,UAFP
UG22,VRMT
UG22,LK-0002
UAFL,KG-0018
UAFL,JO-0015
UAFL,JO-0004
UAFL,IQ-0055
UAFL,VLSK
UAFL,VRNT
UAFL,VCCW
UAFL,GE-0005
UAFL,VCCB
UAFL,GE-0001
UAFL,LK-0006
UAFL,OJHR
UAFL,IQ-0052
UAFL,UGSS
UAFL,GE-0017
UAFL,IQ-0036
UAFL,ID-0011
UAFL,VLHS
IQ-0047,OTBK
IQ-0047,KG-0014
IQ-0047,UG22
IQ-0047,JO-0009
IQ-0047,KP-0005
IQ-0047,LA-0003
IQ-0047,VRMT
IQ-0047,KG-0013
IQ-0047,GE-0013
IQ-0047,OJ38
RK39,OTBD
RK39,KG-0014
RK39,KG-0018
RK39,KP-0058
RK39,UAFG
RK39,RKPE
RK39,ID-0139
RK39,VMMC
RK39,LA-0004
RK39,RK17
RK39,LA-0001
RK39,DBK
RK39,OJHR
RK39,KP-0056
RK39,KG-0044
RK39,KP-0001
RK39,VCCC
RK39,KP-0005
IQ-0049,KP-0085
IQ-0049,IQ-0001
IQ-0049,MV-0008
IQ-0049,MV-0001
IQ-0049,RKTI
IQ-0049,LA-0003
IQ-0049,IQ-0055
IQ-0049,WALT
IQ-0049,LA-0004
IQ-0049,VLHS
IQ-0049,UGMM
IQ-0049,RKUL
IQ-0049,DWO
IQ-0049,KP-0058
IQ-0049,KP-0077
IQ-0049,WAFM
IQ-0049,RK95
IQ-0049,FND
IQ-0049,VLSN
IQ-0049,VLOS
IQ-0049,IQ-0029
IQ-0049,VRMM
IQ-0049,WASB
RK36,IQ-0029
RK36,LA-0005
RK36,KP-0075
RK36,IQ-0036
RK36,KR-0621
RK36,KP-0067
RK36,KG-0028
RK36,HK-0081
RK36,VLLB
RK36,VREI
RK36,KG-0014
RK36,KP-0035
RK36,QA-0014
RK36,IQ-0010
RK36,KP-0063
RK36,RKTE
RK36,VCCS
JO-0008,HK-0079
JO-0008,KEZ
JO-0008,MV-0004
JO-0008,LA-0001
JO-0008,WALT
JO-0008,KP-0058
JO-0008,UG0U
JO-0008,RKTE
JO-0008,GE-0015
JO-0008,MV-0010
JO-0009,YPCC
JO-0009,JO-0005
JO-0009,RKRN
JO-0009,IQ-0047
JO-0009,LK-0002
JO-0009,RK82
JO-0009,ID-0266
JO-0009,KG-0007
JO-0009,WIIK
FND,IQ-0035
FND,HK-0099
FND,RK95
FND,VHHX
FND,GE-0001
FND,VLLB
FND,QJP
FND,IQ-0037
FND,HK-0002
FND,VCCC
FND,WAPC
FND,WIOS
FND,JO-0007
FND,VCCB
FND,IQ-0052
FND,IQ-0049
UG28,GE-0002
UG28,KG-0009
UG28,GE-0011
UG28,OJHR
UG28,ID-0167
UG28,KP-0064
UG28,UGAM
UG28,RK95
UG28,QJP
UG28,VCCA
UG28,LA-0001
UG28,KG-0033
UG28,MV-0011
UG28,RKTI
UG28,KR-0621
VLLB,KEZ
VLLB,VCCB
VLLB,RK82
VLLB,KP-0011
VLLB,FND
VLLB,VLVT
VLLB,QA-0014
VLLB,RK36
VLLB,OT62
VLLB,KP-0077
VLLB,PS-0001
VLLB,IQ-0036
LA-0005,RK36
LA-0005,KDW
LA-0005,MV-0007
LA-0005,OJHR
LA-0005,ID-0167
LA-0005,RKPU
LA-0005,QJP
LA-0005,VRMO
LA-0005,UGMM
LA-0005,RKTI
LA-0005,LA-0003
LA-0005,IQ-0023
LA-0005,GE-0011
LA-0005,OJHF
LA-0005,KG-0020
LA-0005,VLSK
LA-0005,VCCS
LA-0004,MV-0008
LA-0004,GE-0017
LA-0004,MV-0011
LA-0004,DBK
LA-0004,VHHX
LA-0004,IQ-0049
LA-0004,OTBH
LA-0004,GE-0004
LA-0004,RK39
LA-0004,YPCC
LA-0004,WALT
LA-0004,VRBK
LA-0004,KP-0001
LA-0004,LK-0003
LA-0004,WAFM
LA-0004,KG-0009
LA-0004,KR-0611
LA-0006,RKPU
LA-0006,UGKO
LA-0006,WI1G
LA-0006,KP-0005
LA-0006,OJHR
LA-0006,DGM
LA-0006,KR-0611
LA-0006,GE-0015
LA-0006,GE-0011
LA-0006,JO-0004
LA-0006,KG-0013
LA-0006,GE-0002
KP-0058,IQ-0011
KP-0058,VCCN
KP-0058,ID-0176
KP-0058,WAFM
KP-0058,KP-0063
KP-0058,WAPC
KP-0058,RK39
KP-0058,HK-0079
KP-0058,JO-0008
KP-0058,GE-0004
KP-0058,ORTL
KP-0058,IQ-0049
KP-0058,VLSK
KP-0058,WI1G
KP-0058,OTBD
LA-0001,VCCB
LA-0001,OJHR
LA-0001,ID-0088
LA-0001,VRMK
LA-0001,OTBK
LA-0001,KP-0035
LA-0001,UGSS
LA-0001,JO-0008
LA-0001,UGAM
LA-0001,RK39
LA-0001,UG28
LA-0001,KR-0621
LA-0001,ID-0077
LA-0001,JO-0005
KP-0056,HK-0002
KP-0056,KG-0006
KP-0056,VRMK
KP-0056,KP-0085
KP-0056,KP-0064
KP-0056,KP-0024
KP-0056,KG-0013
KP-0056,KG-0028
KP-0056,KP-0019
KP-0056,RK39
KP-0056,ID-0062
LA-0003,WAFM
LA-0003,OTHH
LA-0003,WASB
LA-0003,IQ-0049
LA-0003,KG-0018
LA-0003,VMMC
LA-0003,RKPC
LA-0003,OTBK
LA-0003,LK-0002
LA-0003,VRMT
LA-0003,LA-0005
LA-0003,QA-0001
LA-0003,IQ-0006
LA-0003,HK-0081
LA-0003,VRDA
LA-0003,GE-0006
LA-0003,RKPE
LA-0003,IQ-0047
LA-0003,HK-0063
LA-0003,ORTL
KP-0055,KP-0064
KP-0055,MV-0011
KP-0055,KP-0072
KP-0055,PS-0001
KP-0055,YPCC
KP-0055,OTHH
KP-0055,KR-0064
KP-0055,VLPS
KP-0055,WIIK
KP-0055,KG-0014
KP-0055,VCCN
KP-0055,QJP
KP-0055,ID-0077
KP-0055,UG22
KP-0055,RKPE
KP-0055,VRMT
KP-0055,DBU
KP-0055,MV-0001
KP-0055,QA-0012
KP-0055,VLXK
KP-0055,DWO
LA-0002,RKRN
LA-0002,MV-0001
LA-0002,KG-0013
LA-0002,KG-0032
LA-0002,OJAI
LA-0002,ORTL
LA-0002,HK-0008
LA-0002,ID-0083
LA-0002,KP-0075
LA-0002,KP-0063
LA-0002,MV-0002
LA-0002,KP-0064
LA-0002,RKTI
LA-0002,ID-0176
VLLN,LVGZ
VLLN,QA-0009
VLLN,KP-0005
VLLN,KG-0007
VLLN,IQ-0006
VLLN,OJHF
VLLN,KP-0067
VLLN,OJ38
VLLN,KG-0027
OJMF,LK-0004
OJMF,IQ-0036
OJMF,AFK
OJMF,KP-0078
OJMF,MV-0012
OJMF,KR-0017
OJMF,VLSK
OJMF,VRDA
OJMF,GE-0006
OJMF,IQ-0006
OJMF,JO-0007
OJMF,WIIK
KR-0064,LK-0006
KR-0064,KP-0075
KR-0064,KP-0055
KR-0064,ORKK
KR-0064,VLSN
KR-0064,MV-0002
KR-0064,DBK
KR-0064,IQ-0011
KR-0064,VLOS
KR-0064,JO-0004
KR-0064,VLHS
KR-0621,KP-0024
KR-0621,KP-0005
KR-0621,VCCW
KR-0621,KG-0009
KR-0621,GE-0013
KR-0621,RK36
KR-0621,VLSV
KR-0621,VRNT
KR-0621,KG-0035
KR-0621,WI1G
KR-0621,IQ-0036
KR-0621,KP-0077
KR-0621,LA-0001
KR-0621,OTBD
KR-0621,UG28
KR-0621,RKUL
KR-0621,RKPC
HBT,IQ-0001
HBT,OJAQ
HBT,LK-0002
HBT,KP-0070
HBT,RK95
HBT,VRMV
HBT,RK25
HBT,RK17
HBT,KP-0024
HBT,IQ-0019
HBT,WAFM
HBT,OTBD
HBT,DWO
WI1G,KG-0009
WI1G,IQ-0006
WI1G,LA-0006
WI1G,WIOS
WI1G,IQ-0013
WI1G,ID-0167
WI1G,OTBK
WI1G,VRBK
WI1G,RKTI
WI1G,KR-0621
WI1G,DWO
WI1G,GE-0004
WI1G,RK22
WI1G,RKPU
WI1G,IQ-0029
WI1G,UG22
WI1G,KP-0013
WI1G,KP-0058
WI1G,GE-0015
WI1G,WAWW
KP-0064,RKTE
KP-0064,KP-0055
KP-0064,KP-0063
KP-0064,KG-0006
KP-0064,KP-0067
KP-0064,KP-0056
KP-0064,UG28
KP-0064,KP-0077
KP-0064,ID-0088
KP-0064,VRMM
KP-0064,MV-0010
KP-0064,LA-0002
KP-0064,QA-0014
KP-0064,VLPS
KP-0064,MV-0008
KP-0064,IQ-0035
KP-0064,OJAM
KP-0064,JO-0007
KP-0064,VLSK
KP-0064,UGSS
VHSK,JO-0002
VHSK,VLOS
VHSK,KP-0078
VHSK,VCCS
VHSK,KR-0057
VHSK,JO-0004
VHSK,IQ-0035
VHSK,RK17
VHSK,UG24
VHSK,HK-0002
VHSK,IQ-0006
VHSK,IQ-0019
VHSK,RKTE
VHSK,KG-0027
VHSK,LVGZ
KP-0063,RK82
KP-0063,AFK
KP-0063,MV-0012
KP-0063,KP-0064
KP-0063,KP-0058
KP-0063,VLSB
KP-0063,IQ-0052
KP-0063,VLSN
KP-0063,VREI
KP-0063,KDZ
KP-0063,GE-0013
KP-0063,IQ-0035
KP-0063,LA-0002
KP-0063,UG24
KP-0063,KG-0020
KP-0063,UAFG
KP-0063,RKPU
KP-0063,VRMV
KP-0063,RK36
WABC,RK95
WABC,MV-0012
WABC,KP-0035
WABC,JO-0007
WABC,WAPC
WABC,VLXK
WABC,UG0U
WABC,IQ-0037
WABC,AFK
WABC,VRNT
WABC,VHHX
WABC,JO-0015
WABC,KG-0027
WABC,JO-0006
VMMC,GE-0005
VMMC,IQ-0029
VMMC,ORKK
VMMC,VLSN
VMMC,KG-0007
VMMC,LA-0003
VMMC,RK39
VMMC,WAFM
VMMC,MV-0001
VMMC,GE-0011
VMMC,OJAI
VMMC,LMV
VMMC,OJAQ
VMMC,WIIK
VMMC,HK-0081
VMMC,VLXK
ORKK,OJAM
ORKK,GE-0005
ORKK,KR-0057
ORKK,KP-0024
ORKK,IQ-0019
ORKK,KR-0064
ORKK,VMMC
ORKK,JO-0007
ORKK,OTBH
ORKK,OJAQ
ORKK,KP-0070
ORKK,VLAP
ORKK,GE-0015
ORKK,MV-0004
ORKK,UAFP
KP-0067,OJAQ
KP-0067,LK-0002
KP-0067,KP-0064
KP-0067,KP-0024
KP-0067,MV-0008
KP-0067,MV-0003
KP-0067,HK-0079
KP-0067,VLPS
KP-0067,QA-0009
KP-0067,RK36
KP-0067,VLLN
KP-0067,UGKO
KP-0067,VCCC
KP-0067,IQ-0001
KP-0067,JO-0005
KP-0067,KG-0042
KP-0067,VLSV
WASB,VRMK
WASB,KP-0019
WASB,LA-0003
WASB,KP-0070
WASB,AFK
WASB,UG0U
WASB,IQ-0001
WASB,LK-0003
WASB,OTBD
WASB,VCCW
WASB,HK-0008
WASB,DBU
WASB,OJAI
WASB,UAFP
WASB,IQ-0049
RKUL,VLPS
RKUL,IQ-0052
RKUL,WAFM
RKUL,VCCB
RKUL,KG-0006
RKUL,GE-0006
RKUL,WALT
RKUL,GE-0002
RKUL,RK22
RKUL,VCCA
RKUL,IQ-0049
RKUL,UG24
RKUL,RK17
RKUL,MV-0011
RKUL,GE-0003
RKUL,PS-0001
RKUL,KR-0621
KR-0057,OJHR
KR-0057,VHHH
KR-0057,JO-0003
KR-0057,ORKK
KR-0057,KG-0044
KR-0057,ID-0266
KR-0057,HK-0063
KR-0057,VLOS
KR-0057,VHSK
KR-0057,VCCC
KR-0057,IQ-0013
KR-0057,RKTI
KR-0057,KG-0027
KR-0057,VLAP
KR-0057,RK82
KR-0611,VLSB
KR-0611,UGAM
KR-0611,PS-0002
KR-0611,UG24
KR-0611,LA-0006
KR-0611,MV-0001
KR-0611,KP-0085
KR-0611,WAFM
KR-0611,KG-0013
KR-0611,VLSV
KR-0611,ID-0139
KR-0611,VCCJ
KR-0611,OJHF
KR-0611,OT62
KR-0611,GE-0004
KR-0611,RK82
KR-0611,KR-0017
KR-0611,LA-0004
PCQ,DBU
PCQ,DBK
PCQ,KP-0001
PCQ,GE-0006
PCQ,VLSV
