from,to
GQNJ,PE-0010
GQNJ,TL-0001
GQNJ,AL-LA10
GQNJ,NTGY
GQNJ,LHKI
GQNM,FK-0004
GQNM,TJ-0009
GQNM,ES-0048
GQNM,NFNM
GQNM,GLTN
GQNM,TZ-0119
GQNM,HDOB
GQNM,SK-0015
GQNM,AGRM
GQNM,ES-0084
GQNM,FBTS
GQNM,LZDV
GQNM,FK-0013
GQNM,NGTM
GQNM,LGRD
GQNM,MV-0011
GQNM,PY-0011
GQNM,LLAZ
GQNM,GR-0028
GQNM,GE-0001
GQNM,FK-0033
GQNM,EBNO
GQNM,OKAS
GQNM,HU-0005
GQNM,HABD
GQNM,BG-0031
GQNM,OS63
GQNM,FEFP
GQNM,NWWL
GQNM,RS-0007
GQNM,AL-LA10
MY-0016,HDCH
MY-0016,OPKT
MY-0016,GA-0008
MY-0016,SI-0009
MY-0016,FHAW
MY-0016,HLZU
MY-0016,LAKU
MY-0016,HU-0049
MY-0016,OPMR
MY-0016,SLNV
MY-0016,NGTU
MY-0016,LT-0027
MY-0016,FHSH
MY-0016,PY-0041
MY-0016,FOY
MY-0016,NZMO
MY-0016,DTTB
MY-0016,EFKH
MY-0016,NLWF
MY-0016,UZ-0006
MY-0016,UZ-0086
MY-0016,AO-0043
MY-0016,LJPZ
MY-0016,NFMA
MY-0016,NZCI
MY-0016,BG-0031
MY-0016,DFCR
MY-0016,BG-0017
MY-0016,WBSB
MY-0016,DTTA
MY-0016,MN-0005
MY-0016,BW-0013
MY-0016,KI-0001
MY-0016,NTTG
MY-0016,WPAT
MY-0016,SEKH
MY-0016,HU-0051
MY-0016,HABD
MY-0016,GA-0006
GQNS,DTTB
GQNS,MR-0002
GQNS,LB13
GQNS,HAKD
GQNS,NLWF
GQNS,ZMHU
GQNS,RS-0007
GQNS,DFEK
GQNS,NZFT
GQNS,TF-0001
GQNS,FMZJ
GQNS,OKBK
GQNS,NGTM
GQNS,AGKG
GQNS,EYJB
GQNS,AGKU
GQNS,HDAG
GQNS,EBNO
GQNS,EFPY
GQNS,UZ-0117
GQNS,AL-0003
GQNS,UZ-0096
GQNS,EBBO
GQNS,PY-0011
GQNS,ZMAT
GQNS,FK-0024
GQNS,UGMM
GQNS,VE-0216
GQNS,VE-0205
GQNS,IE-0024
GQNS,EIWT
GQNS,SLEZ
GQNS,GE-0015
GQNS,NFNV
GQNS,AO-0041
GQNS,UZ-0086
GQNS,LGIO
GQNS,LJMS
GQNS,OJJR
GQNS,NWWI
GQNS,PY-0028
GQNS,SY-0010
GQNS,DFCR
GQNS,IE-0034
GQNS,SY-0011
GQNS,GE-0011
GQNS,NFNB
AGKU,VLAP
AGKU,SLTW
AGKU,MT-0003
AGKU,VE-0105
AGKU,DFEB
AGKU,FEFF
AGKU,SVHH
AGKU,WPFL
AGKU,DTTG
AGKU,OPGT
AGKU,PY-0083
AGKU,ZZ-0002
AGKU,WBGO
AGKU,OCS
AGKU,GQNS
AGKU,LGAT
AGKU,FK-0027
AGKU,HAMM
AGKU,FOOR
AGKU,UTSL
AGKU,OKAS
AGKU,NFNV
AGKU,MR-0006
AGKU,SVMW
AGKU,PK-0024
AGKU,LLAZ
AGKU,AGGK
AGKU,MT-0004
AGKU,SI-0021
AGKU,AGGB
AGKU,TH-0011
AGKU,FIMR
AGKU,JP-1974
AGKU,UZ-0044
AGKU,EC-0034
AGKU,GR-0011
AGKU,TJ-0006
AGKU,SLEZ
UG0U,IE-0024
UG0U,HAWC
UG0U,SPGU
UG0U,ID-KCI
UG0U,DFER
UG0U,PE-0022
UG0U,NZOH
UG0U,HDAM
UG0U,HDHE
UG0U,HU-0019
UG0U,RVC
UG0U,OKDI
UG0U,VLAP
UG0U,ZMUL
UG0U,EFLN
UG0U,NFMA
UG0U,RS-0005
UG0U,DFET
UG0U,AGKG
UG0U,DTTI
UG0U,TJ-0001
UG0U,DTKA
UG0U,MR-0002
UG0U,TH-0004
UG0U,HAMM
UG0U,FGBT
UG0U,LJCL
UG0U,RJTA
UG0U,NZWV
UG0U,LASK
UG0U,SPOA
UG0U,FGSL
UG0U,EBFD
UG0U,NWWW
UG0U,UTSL
UG0U,FEGR
UG0U,HLZU
UG0U,GE-0011
UG0U,FBCM
UG0U,WPDL
FBTS,OS69
FBTS,LT-0019
FBTS,FNCV
FBTS,NTKF
FBTS,BG-0046
FBTS,LA-0006
FBTS,ID-0266
FBTS,AO-0043
FBTS,GQNM
FBTS,EFKH
FBTS,GQPA
FBTS,MT-0004
FBTS,FR-0314
FBTS,EYJB
FBTS,GA-0006
FBTS,BG-0031
FBTS,VE-0216
FBTS,SE13
FBTS,NTGA
FBTS,VE-0105
FBTS,DFEK
FBTS,FK-0026
FBTS,HDTJ
FBTS,SEEZ
FBTS,NGAB
FBTS,OPKT
FBTS,ES-0248
FBTS,LAKO
FBTS,DFET
FBTS,SPOA
FBTS,UGKO
FBTS,FOGF
FBTS,FGAB
FBTS,TZ-0092
FBTS,OSDZ
FBTS,NZWM
FBTS,KW-0016
FBTS,SLSS
FBTS,LEVT
FBTS,HU-0051
FBTS,NZWV
FBTS,DFOR
FBTS,GE-0001
FBTS,OS61
FBTS,LY-0004
FBTS,LMML
AGKG,SK-0015
AGKG,WAWW
AGKG,MR-0011
AGKG,WALT
AGKG,EBBO
AGKG,GQNS
AGKG,MR-0002
AGKG,SI-0022
AGKG,RJCC
AGKG,TL-0002
AGKG,FHAW
AGKG,ZMDZ
AGKG,UG0U
AGKG,NGON
AGKG,LR-0004
AGKG,WBGK
AGKG,NFNA
AGKG,LY-0004
AGKG,BW-0020
AGKG,TJ-0006
AGKG,NWWI
AGKG,EGJJ
AGKG,TZ-0133
AGKG,JP-2403
AGKG,Z19M
AGKG,SLNV
AGKG,WIOS
AGKG,PY-0068
AGKG,SLBS
WBAK,TH-0032
WBAK,PK-0024
WBAK,WPOC
WBAK,HAKD
WBAK,HDAG
WBAK,NTGI
WBAK,SPDR
WBAK,KI-0002
WBAK,WBKU
WBAK,NFNA
WBAK,FIMR
WBAK,WALT
WBAK,PK-0049
WBAK,DFER
WBAK,MR-0006
WBAK,VE-0205
WBAK,SGAS
WBAK,HU-0005
WBAK,BG-0115
WBAK,GE-0011
WBAK,OS72
WBAK,HTUV
WBAK,RVC
WBAK,EBBX
WBAK,NZRA
WBAK,ID-0062
WBAK,NFNV
WBAK,GLNA
WBAK,BG-0068
WBAK,GLGE
WBAK,HTEN
WBAK,MT-0001
WBAK,OSDZ
WBAK,BYL
WBAK,EC-0034
WBAK,HDAM
WIOS,OPKH
WIOS,HL57
WIOS,FK-0026
WIOS,DJ-0001
WIOS,SEBW
WIOS,NTGI
WIOS,PY-0042
WIOS,DFOU
WIOS,ID-0088
WIOS,FEGR
WIOS,BW-0043
WIOS,LT-0027
WIOS,DFOR
WIOS,PE-0022
WIOS,VE-0205
WIOS,MV-0011
WIOS,FOY
WIOS,SLEZ
WIOS,FK-0015
WIOS,LJMS
WIOS,HAMM
WIOS,ES-0209
WIOS,DFEB
WIOS,NWWI
WIOS,EFPY
WIOS,HDHE
WIOS,NFNK
WIOS,FEFB
WIOS,WBGM
WIOS,AGKG
WIOS,NWWB
SVSS,NFNS
SVSS,LA-0003
SVSS,GE-0015
SVSS,GLGE
SVSS,EBFD
SVSS,FNWK
SVSS,FNCV
SVSS,VREI
SVSS,SEEZ
SVSS,LT-0019
SVSS,BG-0115
SVSS,MU-0002
SVSS,TJ-0004
SVSS,MU-0001
SVSS,VE-0205
SVSS,EBGL
SVSS,PK-0049
SVSS,FEFB
SVSS,TH-0011
SVSS,LLAZ
SVSS,HL84
SVSS,LGAV
SVSS,EFAA
SVSS,EYSB
SVSS,VLOS
SVSS,LYBE
SVSS,TL-0002
SVSS,NZ-0016
SVSS,LBBQ
SVSS,BO-BVL
SVSS,IE-0024
SVSS,VTED
SVSS,SLNV
SVSS,UZ-0117
SVSS,JP-2403
SVSS,LT-0027
SVSS,WPFL
SVSS,GQPA
MYS,FEFQ
MYS,HAAL
MYS,SGAS
MYS,PS-0002
MYS,TJ-0004
MYS,RS-0015
MYS,FK-0015
MYS,SI-0019
MYS,NWWL
MYS,VTED
MYS,PK-0049
MYS,FEFR
MYS,VE-0105
MYS,SK-0023
MYS,HDAG
MYS,WBGO
MYS,ZMAT
MYS,DTTR
MYS,LGIO
MYS,EBFN
MYS,TZ-0021
MYS,SGCU
MYS,RJTA
MYS,FEFB
MYS,BW-0043
MYS,LHSM
MYS,SI-0024
MYS,NGON
MYS,PY-0068
MYS,NZFT
MYS,FK-0033
MYS,OCS
MYS,HDTJ
MYS,NIUE
MYS,DFOU
MYS,FBMN
MYS,ID-0062
MYS,HU-0019
MYS,TH-0012
MYS,UZ-0006
MYS,WPFL
MYS,SK-0032
MYS,LG55
MYS,SPEQ
MYS,NTTG
LJPZ,EISG
LJPZ,GE-0010
LJPZ,PY-0023
LJPZ,DFEB
LJPZ,EFKH
LJPZ,LATI
LJPZ,SK-0012
LJPZ,ET-0001
LJPZ,DTKA
LJPZ,LT-0019
LJPZ,VRMV
LJPZ,MT-0004
LJPZ,SLEZ
LJPZ,BG-0068
LJPZ,VE-0205
LJPZ,FEGU
LJPZ,GQNJ
LJPZ,WBGM
LJPZ,PK-0049
LJPZ,BG-0017
LJPZ,SPRM
LJPZ,WALT
LJPZ,ZMBH
LJPZ,MU-0001
LJPZ,FEFP
LJPZ,OCS
LJPZ,WBGR
LJPZ,ES-0248
LJPZ,WPDL
LJPZ,DFEK
LJPZ,MY-0016
LJPZ,NTKN
LJPZ,VTSE
LJPZ,SE09
LJPZ,AGEV
LJPZ,IE-0034
LJPZ,VLSN
LJPZ,EFPU
LJPZ,AO-0012
LJPZ,HLZU
LJPZ,FEGR
LJPZ,LYKV
LJPZ,GLTN
LJPZ,LR-0002
LJPZ,LGIO
LJPZ,NFNV
LJPZ,OP21
EICL,FOGE
EICL,HU-0062
EICL,NWWP
EICL,SVHH
EICL,WBGO
EICL,ID-0266
EICL,ET-0001
EICL,MT-0002
EICL,GA-0009
EICL,VTCR
EICL,GLCM
EICL,NTKH
EICL,FOON
EICL,NLWW
EICL,LGLR
EICL,ZMTL
EICL,EYJB
EICL,NGMA
EICL,NFNK
EICL,AL-LA10
EICL,SPGU
EICL,MR-0006
EICL,GE-0001
EICL,NWWI
EICL,NTKN
EICL,OS73
EICL,FK-0013
EICL,ES-0122
EICL,FOOR
EICL,SPSI
EICL,FBNT
EICL,HU-0019
EICL,OJJR
EICL,EBFD
EICL,OCS
EICL,NTKF
EICL,PE-0010
EICL,FEFI
EICL,NTGI
EICL,PK-0024
EICL,RS-0018
EICL,LBBQ
VRBK,EYLN
VRBK,NZFT
VRBK,NFFO
VRBK,SVPG
VRBK,ZMUL
VRBK,SK-0012
VRBK,NTTG
VRBK,ET-0007
VRBK,EICM
VRBK,NZOH
VRBK,NWWF
VRBK,VLSN
VRBK,WPFL
VRBK,NZ-0079
VRBK,EYSB
VRBK,ES-0265
VRBK,NWWW
VRBK,SGCU
VRBK,NFNB
VRBK,NGTR
VRBK,LT-0019
VRBK,LA-0001
VRBK,PY-0068
VRBK,SEJE
VRBK,TZ-0109
VRBK,WPDB
VRBK,LB13
VRBK,LGSA
VRBK,ZMDZ
VRBK,UZ-0096
VRBK,IE-0020
VRBK,OS63
VRBK,OPBR
VRBK,PY-0083
VRBK,SEEZ
VRBK,SEBW
VRBK,TF-0001
VRBK,DTMB
VRBK,GLTN
VRBK,VLSB
VRBK,MT-0003
VRBK,UZ-0117
VRBK,DTTR
VRBK,TJ-0001
VRBK,WBGM
VRBK,LZKZ
VRBK,EFMA
VRBK,UGMM
VRBK,MT-0006
VRBK,LLAZ
VRBK,MR-0003
VRBK,UZ-0044
VRBK,EIBR
SPGU,FK-0026
SPGU,FGMY
SPGU,UG0U
SPGU,FI-0002
SPGU,AGRM
SPGU,MY-0022
SPGU,HL50
SPGU,NTKF
SPGU,WPVQ
SPGU,DFCY
SPGU,LA-0003
SPGU,LZKZ
SPGU,DFET
SPGU,NWWL
SPGU,EBFN
SPGU,TZ-0119
SPGU,LYVR
SPGU,FEFF
SPGU,FNWK
SPGU,JP-1974
SPGU,LLAZ
SPGU,OKAS
SPGU,EICL
SPGU,HTOL
SPGU,LGLR
SPGU,WBKP
SPGU,FBMN
SPGU,NWWP
SPGU,FGSL
SPGU,MT-0001
SPGU,RVC
SPGU,LY-0004
SPGU,ET-0007
SPGU,FK-0033
SPGU,VTCR
SPGU,OPMT
SPGU,UZ-0021
SPGU,OS73
SPGU,SK-0032
SPGU,EFNS
SPGU,RJFC
EICM,HTEN
EICM,EC-0034
EICM,NZMO
EICM,VRBK
EICM,LGSA
EICM,ID-0176
EICM,FBMN
EICM,BW-0061
EICM,HDOB
EICM,DJ-0002
EICM,GR-0011
EICM,AGOB
EICM,FK-0033
EICM,RS-0021
EICM,WPFL
EICM,NTKF
EICM,AGGM
EICM,JP-0395
EICM,HDAM
EICM,DFCR
EICM,FGMY
EICM,FIMP
EICM,MDV
EICM,VE-0216
EICM,MY-0022
EICM,ES-0084
EICM,WALT
EICM,DFEK
EICM,KI-0001
EICM,IE-0001
EICM,VRMO
EICM,EYPA
EICM,PY-0042
GLCM,TZ-0021
GLCM,LGRD
GLCM,NTAA
GLCM,PY-0028
GLCM,PY-0068
GLCM,LG55
GLCM,SI-0009
GLCM,EICL
GLCM,RS-0005
GLCM,EBFD
GLCM,FK-0004
GLCM,FNCV
GLCM,ZMHH
GLCM,PS-0002
GLCM,SE13
GLCM,SVRX
GLCM,WPFL
GLCM,TJ-0002
GLCM,BW-0020
GLCM,LZKZ
GLCM,NTKF
GLCM,ID-0077
GLCM,GQPA
GLCM,OSDZ
GLCM,MV-0011
GLCM,UG24
GLCM,SK-0015
GLCM,PK-0024
GLCM,ID-0176
GLCM,VLAP
GLCM,NWWE
GLCM,UZ-0006
GLCM,WAPC
GLCM,WPOC
GLCM,BG-0115
GLCM,GR-0028
GLCM,FOON
GLCM,DFEB
GLCM,PY-0041
GLCM,EBSH
GLCM,SLNV
GLCM,VTCR
GLCM,UZ-0044
GLCM,NZ-0079
GLCM,PS-0001
HAKD,LAVL
HAKD,EIBR
HAKD,SY-0011
HAKD,SI-0010
HAKD,SPOR
HAKD,WBAK
HAKD,SEEZ
HAKD,FEFI
HAKD,SVJO
HAKD,GQNS
HAKD,AGRM
HAKD,AGOB
HAKD,NZRA
HAKD,HDAS
HAKD,SVMW
HAKD,OKAS
HAKD,VTED
HAKD,WALT
HAKD,RVC
HAKD,MT-0001
HAKD,ES-0084
HAKD,HAFN
HAKD,EGJJ
HAKD,FIMP
HAKD,SY-0010
HAKD,LJMS
HAKD,UZ-0044
HAKD,FBMU
HAKD,DTTG
HAKD,UTSR
HAKD,AO-0037
HAKD,FOOR
HAKD,FGSL
HAKD,EYLN
HAKD,GLTN
HAKD,FK-0015
HAKD,SLUC
HAKD,LT-0019
HAKD,AO-0041
HAKD,NC-0001
HAKD,OPKT
HAKD,MR-0002
HAKD,EC-0034
HAKD,VE-0105
HAKD,ES-0156
HAKD,LYKV
ES-0061,EYAL
ES-0061,WPDL
ES-0061,DT70
ES-0061,BG-0020
ES-0061,EBNO
ES-0061,LHSM
ES-0061,ZZ-0002
ES-0061,JP-2403
ES-0061,NWWB
ES-0061,UZ-0152
ES-0061,TJ-0001
ES-0061,GA-0009
ES-0061,SEEZ
ES-0061,OP21
ES-0061,VTED
ES-0061,FEFR
ES-0061,NZWU
ES-0061,NWWV
ES-0061,NFNK
ES-0061,SI-0021
ES-0061,OKDI
ES-0061,OS63
ES-0061,RJTA
ES-0061,ZMBH
ES-0061,FEGR
ES-0061,WAWW
ES-0061,FI-0012
ES-0061,FEFW
ES-0061,UT1B
ES-0061,FOGR
ES-0061,HLLQ
ES-0061,LJCE
ES-0265,LHKI
ES-0265,HTMG
ES-0265,UZ-0044
ES-0265,VE-0205
ES-0265,LAGJ
ES-0265,EFPU
ES-0265,LGRD
ES-0265,LGAV
ES-0265,MV-0008
ES-0265,FNCV
ES-0265,ZMDZ
ES-0265,FK-0033
ES-0265,ET-0007
ES-0265,OKDI
ES-0265,VRBK
ES-0265,MN-0003
ES-0265,GA-0009
ES-0265,MT-0002
ES-0265,NFFO
ES-0265,NC-0002
ES-0265,IE-0034
ES-0265,FOGR
ES-0265,SEHZ
ES-0265,ZMBH
ES-0265,HDOB
ES-0265,PY-0068
ES-0265,FHAW
ES-0265,EFMA
ES-0265,SY-0011
ES-0265,LG55
ES-0265,EC-0034
ES-0265,FMZJ
ES-0265,FOY
ES-0265,BW-0043
ES-0265,DTTI
ES-0265,SLTW
ES-0265,LA-0003
ES-0265,EISG
ES-0265,PE-0023
ES-0265,TH-0011
ES-0265,WPDL
ES-0265,VE-0202
NTAA,GR-0028
NTAA,LYVR
NTAA,GLCM
NTAA,OPGT
NTAA,TJ-0002
NTAA,SPSI
NTAA,SPDR
NTAA,FNCV
NTAA,TL-0001
NTAA,AO-0041
NTAA,MY-GTK
NTAA,ZMHU
NTAA,FNWK
NTAA,UZ-0116
NTAA,NTTG
NTAA,LA-0002
NTAA,NTKH
NTAA,NGMA
NTAA,TH-0004
NTAA,HU-0062
NTAA,FBMN
NTAA,LYBE
NTAA,BG-0017
NTAA,VTUD
NTAA,EYLN
NTAA,HDTJ
NTAA,NZWV
NTAA,ZMAT
NTAA,OKBK
NTAA,EFNS
NTAA,SGCU
NTAA,VE-0105
NTAA,WBKP
NTAA,LZDV
NTAA,EFMA
NTAA,BW-0013
MN-0003,EBNO
MN-0003,MY-0022
MN-0003,EIWT
MN-0003,MT-0006
MN-0003,OKAJ
MN-0003,PS-0001
MN-0003,EYKS
MN-0003,HLLQ
MN-0003,OPGT
MN-0003,WBKP
MN-0003,UGSS
MN-0003,PY-0068
MN-0003,LGAT
MN-0003,LAKO
MN-0003,FK-0013
MN-0003,ES-0265
MN-0003,TZ-0119
MN-0003,EBFN
MN-0003,GLGE
MN-0003,SVRX
MN-0003,LT-0015
MN-0003,NFRS
MN-0003,WBGR
MN-0003,FEGR
MN-0003,VLPS
MN-0003,HDCH
MN-0003,WIDS
MN-0003,MN-0005
MN-0003,ET-0001
MN-0003,LAKU
MN-0003,SGCU
MN-0003,HU-0049
MN-0003,TZ-0092
MN-0003,WAWW
MN-0003,NZFT
MN-0003,LYBE
MN-0003,NTKF
MN-0003,ES-0156
MN-0003,JP-1950
MN-0003,OS63
MN-0003,VTBH
MN-0003,SPOR
UGSB,GQNI
UGSB,FIMP
UGSB,DFOU
UGSB,BW-0043
UGSB,LJCL
UGSB,TJ-0004
UGSB,EC-0010
UGSB,SPOA
UGSB,JP-0395
UGSB,NLWF
UGSB,NFNK
UGSB,NWWP
UGSB,NZOH
UGSB,HU-0049
UGSB,VTBH
UGSB,LATI
UGSB,FGBT
UGSB,RJCB
UGSB,SGAS
UGSB,DFCR
UGSB,NWWF
UGSB,ID-KCI
UGSB,EFKH
UGSB,LYPN
UGSB,UZ-0044
UGSB,WAWW
UGSB,FEFF
UGSB,TJ-0006
UGSB,EGJJ
UGSB,PY-0001
UGSB,EYVK
UGSB,LZSV
UGSB,DTTR
UGSB,GA-0006
UGSB,NFRS
UGSB,LGIO
UGSB,LR-0004
UGSB,OSDZ
UGSB,SB-VIU
OJJR,EFMA
OJJR,PE-0023
OJJR,GQNJ
OJJR,EYJB
OJJR,DJ-0001
OJJR,LG55
OJJR,UGKO
OJJR,EYKS
OJJR,NLWW
OJJR,EYLN
OJJR,FEGU
OJJR,NFNA
OJJR,VTUD
OJJR,LBBQ
OJJR,ID-0077
OJJR,WPDL
OJJR,HAWC
OJJR,NZMO
OJJR,AGEV
OJJR,WPVQ
OJJR,SLUC
OJJR,TZ-0109
OJJR,AGOB
OJJR,SLCP
OJJR,GE-0001
OJJR,LAGJ
OJJR,LGSA
OJJR,HTMG
OJJR,TJ-0004
OJJR,FEFQ
OJJR,EICL
OJJR,FK-0030
OJJR,GQNS
OJJR,FEFW
OJJR,GDA
OJJR,FEFF
OJJR,NWWP
OJJR,BE-0001
OJJR,HDAM
OJJR,HLZU
OJJR,WBKP
OJJR,IE-0023
OJJR,MDV
VREI,HABD
VREI,GLGE
VREI,DTMB
VREI,UZ-0021
VREI,SK-0075
VREI,SK-0032
VREI,DFEB
VREI,SVSS
VREI,TJ-0002
VREI,SEEZ
VREI,WAWW
VREI,HAFN
VREI,HDCH
VREI,NFRS
VREI,LR-0003
VREI,EBSH
VREI,PY-0001
VREI,ZZ-0002
VREI,VLPS
VREI,VTSE
VREI,BE-0037
VREI,NZWM
VREI,BYL
VREI,UG24
VREI,JP-2403
VREI,SVJO
VREI,WPMN
VREI,SLSS
VREI,AO-0011
VREI,PY-0068
FOON,HU-0019
FOON,GDA
FOON,MV-0007
FOON,LMML
FOON,VLAP
FOON,TJ-0001
FOON,AO-0043
FOON,EYPA
FOON,SGCU
FOON,NWWE
FOON,EICL
FOON,NWWI
FOON,ZZ-0002
FOON,LBVR
FOON,LJMS
FOON,FEFF
FOON,EYJB
FOON,NGAB
FOON,VE-0202
FOON,NFNM
FOON,FK-0024
FOON,TJ-0009
FOON,ID-0062
FOON,UZ-0021
FOON,BG-0046
FOON,VTUD
FOON,ES-0048
FOON,GLCM
FOON,TZ-0119
FOON,UZ-0006
FOON,NFNV
GA-0009,BG-0068
GA-0009,LLAZ
GA-0009,TH-0012
GA-0009,WBGO
GA-0009,SLNV
GA-0009,MT-0006
GA-0009,MV-0007
GA-0009,ES-0061
GA-0009,EICL
GA-0009,HDOB
GA-0009,LR-0002
GA-0009,IE-0020
GA-0009,DJ-0002
GA-0009,FIMP
GA-0009,MY-0023
GA-0009,ZMAT
GA-0009,HU-0042
GA-0009,LYBE
GA-0009,ES-0265
GA-0009,LASR
GA-0009,AO-0041
GA-0009,VTCR
GA-0009,FOGK
GA-0009,LT-0027
GA-0009,ID-0266
GA-0009,FMZJ
GA-0009,EBLN
GA-0009,OKDI
GA-0009,LHSM
GA-0009,NZ-0079
GA-0009,FK-0013
GA-0009,NFNB
GA-0009,ZMUL
GA-0009,DTTZ
GA-0009,FGSL
GA-0009,LEVT
GA-0009,NTKH
GA-0009,DT70
GA-0009,WBSB
GA-0009,HDAS
GA-0009,OS63
GA-0009,PS-0001
GA-0009,UT1B
GA-0009,SVJO
GA-0009,TZ-0021
NZMO,WBGO
NZMO,EBLN
NZMO,EICM
NZMO,UTDD
NZMO,HU-0042
NZMO,BW-0043
NZMO,FK-0024
NZMO,GLTN
NZMO,SPRM
NZMO,FR-0314
NZMO,NFNS
NZMO,LG55
NZMO,OCS
NZMO,BG-0020
NZMO,LAKO
NZMO,GQNI
NZMO,FK-0013
NZMO,OPGT
NZMO,MY-0016
NZMO,OJJR
NZMO,LYKV
NZMO,RS-0018
NZMO,TJ-0006
NZMO,UZ-0116
NZMO,BW-0020
NZMO,JP-0395
NZMO,HLZU
NZMO,ID-0266
NZMO,RS-0007
NZMO,WAWW
NZMO,UZ-0086
NZMO,SEJE
NZMO,DFCY
NZMO,OPMT
NZMO,MR-0002
NZMO,EFNS
NZMO,RS-0015
NZMO,SLPW
NZMO,PY-0028
NZMO,DJ-0001
NZMO,VE-0205
NZMO,SI-0019
NZMO,ES-0156
NZMO,NGTR
NZMO,HTUV
SLBS,TJ-0004
SLBS,SPOR
SLBS,SY-0010
SLBS,UZ-0044
SLBS,SGCU
SLBS,SI-0010
SLBS,GQNJ
SLBS,DTKA
SLBS,UG24
SLBS,LYBE
SLBS,MT-0003
SLBS,NWWI
SLBS,NGNU
SLBS,HU-0005
SLBS,SY-0023
SLBS,OKDI
SLBS,NFMA
SLBS,SVRX
SLBS,UZ-0006
SLBS,EBSH
SLBS,VE-0202
SLBS,PK-0024
SLBS,NWWV
SLBS,SI-0021
SLBS,JP-1950
SLBS,NZFT
SLBS,VTPT
SLBS,SEBW
SLBS,WBKU
SLBS,LYVR
SLBS,DTTI
SLBS,FIMP
SLBS,GE-0011
SLBS,DFEK
SLBS,ET-0001
SLBS,ZMUL
SLBS,TZ-0092
SLBS,TJ-0006
SLBS,GLGE
SLBS,SVJO
SLBS,LGAT
SLBS,AGKG
SLBS,CGT
SLBS,RS-0005
SLBS,BE-0037
GA-0008,AL-0010
GA-0008,SPOA
GA-0008,MY-0016
GA-0008,NWWP
GA-0008,GCXO
GA-0008,UZ-0021
GA-0008,OPMR
GA-0008,LLAZ
GA-0008,FK-0033
GA-0008,FEFF
