from,to
KZ-0031,OOJA
KZ-0031,LK-0006
KZ-0031,OANL
KZ-0031,KZ-0067
KZ-0031,ORTL
KZ-0031,IQ-0035
KZ-0031,TJ-UT44
KZ-0031,KZ-0114
KZ-0031,OKDI
KZ-0031,LTAD
KZ-0031,OOMS
KZ-0031,VNPK
KZ-0031,YPCC
KZ-0031,IQ-0049
KZ-0031,KZ-0026
KZ-0031,LTCH
KZ-0031,OM-0004
KZ-0031,OAQN
KZ-0031,TJ-0003
LTFH,KDW
LTFH,WIDS
LTFH,HK-0001
LTFH,TR-0080
LTFH,AF-0005
LTFH,OAQN
LTFH,OALP
LTFH,WASB
LTFH,TR-0018
LTFH,RK82
LTFH,TJ-0007
LTFH,HEGR
LTFH,LTAJ
LTFG,IQ-0023
LTFG,OM-0006
LTFG,TR-0031
LTFG,LTAJ
LTFG,AF13
LTFG,UAIT
LTFG,RK36
LTFG,LTAD
LTFG,VNCG
LTFG,UTDL
LTFG,KZ-0083
LTFG,KDW
LTFG,AFK
LTFG,LTBC
LTFG,WSSS
LTFG,TR-0078
LTFG,RK95
LTFG,HK-0002
LTFG,ID-0083
LTFG,RK39
ID-0062,HK-0099
ID-0062,WSSS
ID-0062,TJ-UT45
ID-0062,DBU
ID-0062,WSAP
ID-0062,KR-0057
ID-0062,ID-0266
ID-0062,OOIZ
ID-0062,TR-0080
ID-0062,KDW
ID-0062,DWO
ID-0062,VNSB
ID-0062,WASB
ID-0062,AF-0006
VNMN,TJ-UT46
VNMN,VNGK
VNMN,TJ-UT45
VNMN,WIOS
VNMN,KZ-0009
VNMN,VNMG
VNMN,KR-0017
VNMN,TJ-0005
VNMN,VNRC
VNMN,LTAK
VNMN,IQ-0029
VNMN,KZ-0070
VNMN,IQ-0023
VNMN,EG-0004
OOTH,TJ-0003
OOTH,SG-0003
OOTH,KDW
OOTH,ID-0077
OOTH,AF-0006
OOTH,LTAK
OOTH,HK-0001
OOTH,AF07
OOTH,LTBT
OOTH,WI1G
OOTH,IQ-0023
OOTH,IQ-0035
OOTH,VNSL
OOTH,EG-0004
NP-0015,RKRN
NP-0015,RKTI
NP-0015,UTDL
NP-0015,HK-0008
NP-0015,VHHH
NP-0015,TJ-UT46
NP-0015,AF04
NP-0015,OM-0020
NP-0015,IQ-0019
NP-0015,TJ-0008
NP-0015,OOSH
NP-0015,TJ-0001
OAHR,TR-0078
OAHR,KR-0064
OAHR,HEAR
OAHR,VNTR
OAHR,KZ-0018
OAHR,VCCC
OAHR,OAFR
OAHR,OM-0007
OAHR,OM-0027
OAHR,OAYW
OAHR,VNTH
OAHR,KZ-0026
OAHR,VNGK
OAHR,TJ-0009
OAHR,ORTL
OAHR,KZ-0068
IQ-0047,VNMG
IQ-0047,OM-0009
IQ-0047,WSAT
IQ-0047,OM-0023
IQ-0047,AF-0006
IQ-0047,KZ-0106
IQ-0047,KZ-0019
IQ-0047,OOSA
IQ-0047,KZ-0068
IQ-0047,TR-0078
IQ-0047,IQ-0037
IQ-0047,OKBK
IQ-0047,ORAT
IQ-0047,SG-0002
IQ-0047,OM-0006
IQ-0047,VNTR
RK39,QJP
RK39,IQ-0011
RK39,WSAG
RK39,VNRC
RK39,VNTJ
RK39,TJ-0007
RK39,WABC
RK39,HK-0099
RK39,LK-0003
RK39,OALP
RK39,WSAP
RK39,IQ-0036
RK39,VNNG
RK39,KZ-0106
RK39,TJ-0003
RK39,YPCC
RK39,VHHH
RK39,UT1C
RK39,LTFG
IQ-0049,LTAD
IQ-0049,LTBL
IQ-0049,LTCE
IQ-0049,OAMN
IQ-0049,IQ-0037
IQ-0049,AF-0005
IQ-0049,RKPE
IQ-0049,UATR
IQ-0049,LTBR
IQ-0049,TJ-0007
IQ-0049,TR-0078
IQ-0049,ID-0266
IQ-0049,KZ-0031
IQ-0049,UT1A
IQ-0049,WALT
IQ-0049,UT1C
IQ-0049,VCCB
IQ-0049,IQ-0005
IQ-0049,VNKL
IQ-0049,VNPK
IQ-0049,TR-0022
RK36,VNCG
RK36,TJ-UT46
RK36,ID-0167
RK36,HEGR
RK36,VNTP
RK36,LTFG
RK36,OM-0027
RK36,HK-0099
RK36,KZ-0067
RK36,AF07
RK36,VNGK
RK36,OM-0020
RK36,ID-0085
KZ-0026,HETB
KZ-0026,ID-0176
KZ-0026,TJ-0006
KZ-0026,WSAG
KZ-0026,OOJA
KZ-0026,VNTH
KZ-0026,ORNI
KZ-0026,WI1G
KZ-0026,TR-0215
KZ-0026,LTAR
KZ-0026,UT1C
KZ-0026,LTAS
KZ-0026,ID-0077
KZ-0026,OO42
KZ-0026,KZ-0030
KZ-0026,WAFM
KZ-0026,VCCS
KZ-0026,KZ-0031
KZ-0026,IQ-0011
KZ-0026,OAHR
KZ-0026,LTAD
KZ-0026,KDW
KZ-0026,KEZ
KZ-0026,OOSH
KZ-0026,VNDR
KZ-0026,KZ-0018
VNMG,OOJA
VNMG,IQ-0047
VNMG,AF04
VNMG,KR-0057
VNMG,UAII
VNMG,TJ-0001
VNMG,VNGK
VNMG,RK95
VNMG,LK-0004
VNMG,VNMN
VNMG,KZ-0114
VNMG,UAUU
VNMG,KZ-0030
VNMG,IQ-0019
VNMG,UAIT
VNMG,HK-0081
VNMG,WALT
VNMG,TJ-0007
VNMG,OM-0007
VNMG,OAFR
OO42,VNTH
OO42,OANL
OO42,IQ-0036
OO42,KZ-0012
OO42,VHSK
OO42,LTCE
OO42,TJ-0006
OO42,TJ-UT45
OO42,KZ-0026
OO42,VNNG
OO42,LK-0002
OO42,IQ-0011
OO42,WAFM
HEGR,KZ-0114
HEGR,RKUL
HEGR,UT1C
HEGR,Z19M
HEGR,OM-0010
HEGR,VNSL
HEGR,KZ-0070
HEGR,TJ-0003
HEGR,KR-0621
HEGR,ID-0085
HEGR,RK36
HEGR,VNBJ
HEGR,IQ-0037
HEGR,RKTE
HEGR,HK-0081
HEGR,HK-0001
HEGR,IQ-0006
HEGR,LTFH
HEGR,RK17
HEGR,HK-0002
HEGR,UASS
UAII,VCCS
UAII,WAWW
UAII,VNNG
UAII,VNCG
UAII,IQ-0013
UAII,OM-0020
UAII,VNMG
UAII,VNSB
UAII,IQ-0036
UAII,WIOS
UAII,WIDS
UAII,VCCJ
UAII,TJ-0001
UAII,AF-0006
UAII,RKPC
UAII,KZ-0012
UAII,OALP
UAII,KZ-0009
UAII,OM-0006
UAII,LTAD
UAII,TJ-UT45
UAII,UAIT
UAIT,LK-0002
UAIT,IQ-0029
UAIT,LTAS
UAIT,KZ-0030
UAIT,LTFG
UAIT,ID-0011
UAIT,WSSL
UAIT,VNMG
UAIT,OAA
UAIT,RK82
UAIT,IQ-0006
UAIT,VHSK
UAIT,Z19M
UAIT,VNTH
UAIT,UAII
KR-0064,OAHR
KR-0064,ID-0266
KR-0064,KZ-0106
KR-0064,TJ-UT46
KR-0064,IQ-0019
KR-0064,OM-0007
KR-0064,OOMS
KR-0064,KW-0016
KR-0064,KR-0017
KR-0064,LTAJ
KR-0064,RKPU
KR-0064,OAFZ
KR-0064,KZ-0012
KR-0064,TJ-0003
TJ-0003,UASS
TJ-0003,OOTH
TJ-0003,OOIZ
TJ-0003,RKPU
TJ-0003,WASB
TJ-0003,YPCC
TJ-0003,HEGR
TJ-0003,KR-0611
TJ-0003,SG-0002
TJ-0003,LTBT
TJ-0003,ID-0266
TJ-0003,AFK
TJ-0003,SG-0003
TJ-0003,DBK
TJ-0003,RK39
TJ-0003,HK-0063
TJ-0003,IQ-0011
TJ-0003,KZ-0031
TJ-0003,KR-0064
TJ-0003,OOSH
TJ-0004,IQ-0029
TJ-0004,KR-0057
TJ-0004,IQ-0011
TJ-0004,SG-0002
TJ-0004,ID-0176
TJ-0004,SG-0003
TJ-0004,WSAG
TJ-0004,LK-0003
TJ-0004,OOJA
TJ-0004,WI1G
TJ-0004,HK-0001
TJ-0004,KZ-0083
TJ-0004,IQ-0023
TJ-0004,OM-0027
KR-0621,IQ-0036
KR-0621,LK-0004
KR-0621,UTDL
KR-0621,AF-0015
KR-0621,HEGR
KR-0621,LTAK
KR-0621,VNGK
KR-0621,VNTP
KR-0621,TJ-0008
KR-0621,RK17
KR-0621,OOMS
KR-0621,OAMN
KR-0621,VHSK
KR-0621,TJ-0006
KR-0621,OM-0020
KR-0621,RKPU
KR-0621,IQ-0019
KR-0621,OM-0027
TJ-0001,RK25
TJ-0001,VNBJ
TJ-0001,OALP
TJ-0001,ID-0085
TJ-0001,ORTL
TJ-0001,VNMG
TJ-0001,DWO
TJ-0001,OAA
TJ-0001,TJ-0005
TJ-0001,ID-0011
TJ-0001,OM-0010
TJ-0001,OAMN
TJ-0001,KZ-0068
TJ-0001,UAII
TJ-0001,UTDD
TJ-0001,OAFR
TJ-0001,DBK
TJ-0001,VCCN
TJ-0001,UT1A
TJ-0001,NP-0015
HBT,WSSL
HBT,WSAT
HBT,TR-0016
HBT,YPCC
HBT,RK17
HBT,ID-0083
HBT,LTAR
HBT,OOSH
HBT,OASA
HBT,TR-0078
VNPK,LK-0003
VNPK,IQ-0037
VNPK,KZ-0106
VNPK,HETB
VNPK,NP-MWP
VNPK,ORAT
VNPK,LK-0004
VNPK,SG-0003
VNPK,AF13
VNPK,IQ-0006
