AirportCode,AirfieldName,Latitude,Longitude,ParkingCost
RKPE,KR,35.140248,128.696229,105
RKUL,KR,36.267085,127.108881,132
RK39,KR,38.198715,127.222849,141
RKPC,KR,33.512058,126.492548,111
RK36,KR,38.176646,127.102139,102
RK82,KR,38.119736,128.040247,115
RK22,KR,38.120023,127.686067,145
KR-0611,KR,36.837592,128.579607,128
KR-0017,KR,34.695967,126.519542,128
OKBK,KW,29.226601,47.968899,133
OKDI,KW,29.697599411010746,47.43600082397461,133
OKAS,KW,29.344632,47.511215,139
Z19M,KW,29.045299530029297,47.79079818725586,110
KW-0016,KW,28.60425,48.3093,123
OKAJ,KW,28.9347991943,47.7919006348,123
KZ-0106,KZ,44.27171,72.94743,118
KZ-0030,KZ,45.34389877319336,51.82680130004883,124
UAII,KZ,42.364200592041016,69.47889709472656,126
KZ-0070,KZ,45.51813,64.085408,149
KZ-0018,KZ,43.26559829711914,68.6427001953125,121
KZ-0067,KZ,45.621994,63.210773,143
UASS,KZ,50.351295,80.234398,138
UAUU,KZ,53.20690155029297,63.55030059814453,103
KZ-0026,KZ,43.7193,73.538,150
KZ-0068,KZ,50.736074,78.538942,140
KZ-0083,KZ,47.891086,74.054011,141
UAIT,KZ,43.313126,68.549881,121
KZ-0051,KZ,50.641300201416016,57.1693000793457,104
UATR,KZ,47.904999,59.619999,121
KZ-0019,KZ,43.448002,77.049599,106
KZ-0009,KZ,47.224939,51.987159,135
KZ-0012,KZ,42.502899,69.803101,143
KZ-0114,KZ,50.778128,75.744596,124
KZ-0078,KZ,47.609809,84.57742,118
KZ-0031,KZ,42.4640998840332,69.60099792480469,116
DBU,LK,7.8604,80.6304,146
VCCN,LK,6.55212020874,79.9775009155,142
AFK,LK,7.284,81.644,138
LK-0006,LK,7.85743,80.69005,109
HBT,LK,6.124043,81.103,121
VCCS,LK,7.956669807430001,80.7285003662,105
KDZ,LK,7.3251,80.6422,137
LK-0002,LK,7.979668,79.856495,142
DWO,LK,6.906585,79.909,109
KDW,LK,7.2415,80.7834,122
VCCA,LK,8.301542,80.42848,119
LK-0004,LK,9.26869,80.72741,141
KEZ,LK,6.95,79.93,144
DBK,LK,8.273,79.756,142
VCCJ,LK,9.79233,80.070099,125
LK-0003,LK,8.9426,79.94759,108
VCCB,LK,7.70576,81.678802,138
DGM,LK,7.1079,79.8721,145
VCCC,LK,6.821990013122559,79.88619995117188,105
VCCW,LK,6.25448989868,81.23519897460001,119
VNDG,NP,28.111099243164062,82.29419708251953,135
VNGK,NP,28.0385,84.4664,124
VNPK,NP,28.200899124145508,83.98210144042969,141
VNRC,NP,27.393999099731445,86.0614013671875,150
NP-MWP,NP,28.0,85.333,121
VNTJ,NP,27.3509,87.69525,108
VNBJ,NP,27.14739990234375,87.05079650878906,142
VNTR,NP,27.315001,87.193298,144
VNBP,NP,27.678101,84.429398,147
VNTP,NP,28.5219,81.123,143
VNMG,NP,27.5774,84.22875,133
VNNG,NP,28.1036,81.667,105
NP-0015,NP,27.18117,86.77185,141
VNSL,NP,28.636161,82.45018,142
VNSB,NP,27.8112,86.7124,127
VNTH,NP,27.04787,86.858022,132
VNKL,NP,27.4106333137,86.6465950012,123
VNMN,NP,28.96319961547852,80.14790344238281,101
VNDR,NP,28.492115,83.050644,123
VNCG,NP,26.5708007812,88.07959747310001,119
OM-0006,OM,22.53449,59.78791,111
OO42,OM,16.990400314331055,53.35879898071289,113
BJQ,OM,19.8730555556,56.0677777778,121
OOSA,OM,17.038700103759766,54.09130096435547,149
OM-0010,OM,25.86257,56.28591,131
OOFD,OM,22.354759,56.484146,112
OM-0020,OM,20.49128,58.79389,114
OM-0036,OM,16.7011,53.09786,108
OM-0009,OM,23.50882,58.24631,109
OOIZ,OM,22.892627,57.759094,104
OM-0027,OM,22.18087,55.99709,118
OOKB,OM,26.171,56.240601,150
OOSH,OM,24.38604,56.62541,106
OOTH,OM,17.666000366210938,54.024600982666016,132
OM-0004,OM,23.640556,57.4875,149
OOII,OM,23.18626,56.43333,134
OOMS,OM,23.593299865722656,58.284400939941406,147
OOJA,OM,19.4749,57.3083,133
OM-0007,OM,22.25691,59.74067,102
OM-0023,OM,17.46854,53.36056,142
WSAP,SG,1.36042,103.910004,121
SG-0005,SG,1.39203,103.69951,149
WSSS,SG,1.35019,103.994003,139
SG-0004,SG,1.307411,103.873378,108
WSAC,SG,1.3441400528,104.009002686,138
SG-0002,SG,1.20532,103.719002,124
WSAG,SG,1.42526,103.813004,109
SG-0003,SG,1.390671,103.698435,110
WSSL,SG,1.41555,103.86673,111
WSAT,SG,1.387561,103.708291,144
TJ-0007,TJ,38.078537,69.320385,149
UT1C,TJ,37.502222,71.513333,139
TJ-UT45,TJ,38.512298584,68.67250061040001,110
TJ-0008,TJ,36.73138,71.597087,146
UT1A,TJ,40.121545,70.667209,128
TJ-0005,TJ,39.0038888889,70.2902777778,102
UTDT,TJ,37.86640167236328,68.86470031738281,126
TJ-UT44,TJ,38.19039916992188,74.02469635009766,123
TJ-0003,TJ,39.4055555556,68.5227777778,143
UTDL,TJ,40.215401,69.694702,146
UT1B,TJ,37.64039993286133,69.64659881591797,115
TJ-0004,TJ,39.4822222222,67.6055555556,128
UTDK,TJ,37.98809814453125,69.80500030517578,139
TJ-0009,TJ,40.34394,70.512219,118
TJ-0002,TJ,37.369998931884766,68.68399810791016,148
TJ-UT46,TJ,37.46979904169999,69.3807983398,147
TJ-0006,TJ,37.256862,69.092327,150
TJ-0001,TJ,39.221141,71.207804,128
UTDD,TJ,38.543301,68.824997,114
TR-0080,TR,41.5129,36.1203,134
LTBT,TR,38.808899,27.8339,115
TR-0022,TR,39.63469696044922,30.740367889404297,119
TR-0031,TR,39.569801330566406,32.15079879760742,150
LTFH,TR,41.254501,36.567101,130
LTAJ,TR,36.947201,37.478699,112
LTBC,TR,38.369998931884766,28.557100296020508,123
LTAS,TR,41.506401,32.0886,143
LTAD,TR,39.949798584,32.6885986328,136
TR-0016,TR,40.115020751953125,27.938940048217773,128
TR-0215,TR,38.66602,34.81896,129
LTCH,TR,37.094299,38.847099,149
LTCE,TR,39.956501,41.1702,118
LTFG,TR,36.299217,32.300598,149
LTBL,TR,38.513,27.010099,124
LTBR,TR,40.2551994324,29.5625991821,132
LTAR,TR,39.813801,36.9035,133
LTAK,TR,36.5744552612,36.1534194946,126
TR-0018,TR,40.74797058105469,31.650066375732425,110
TR-0078,TR,36.8309,36.2172,112
