AirportCode,AirfieldName,Latitude,Longitude,ParkingCost
FI-0002,FI,60.75732,26.734313,149
FI-0012,FI,61.89421,26.18803,109
EFNS,FI,60.52,24.831699,150
LFBM,FR,43.911701,-0.5075,138
FR-0340,FR,47.895567,6.754418,100
LFON,FR,48.706699,1.36278,117
LFLA,FR,47.85020065307617,3.497109889984131,109
FR-0344,FR,49.852505,3.336229,108
LFIX,FR,43.337502,-1.42222,134
LFSV,FR,48.601398,6.05778,116
LFLB,FR,45.63809967041016,5.880229949951172,111
FR-0445,FR,44.63415,4.046499,107
LFFP,FR,48.1572,2.1925,142
LFYT,FR,49.757542,3.21598,101
FR-0512,FR,46.333916,5.140357,108
LFRW,FR,48.661701,-1.40444,100
LFDT,FR,43.215269,0.077304,122
FR-0469,FR,48.322866,7.535108,150
FR-0320,FR,46.461913,-1.241447,150
LFIL,FR,43.915798,-0.949167,115
LFNR,FR,43.536659,5.177444,137
LFNG,FR,43.610298,4.07028,120
LFRN,FR,48.0695,-1.73479,101
LGML,GR,36.696899,24.4769,111
GR-0064,GR,40.979304,22.864308,116
LGST,GR,35.21609878540039,26.101299285888672,103
GR-0005,GR,37.3489,23.254,108
GR-0052,GR,40.12212,22.53513,147
LGPA,GR,37.020495,25.113195,126
GR-0013,GR,38.431698,23.134922,133
GR-0056,GR,36.143088,28.068028,107
LGNX,GR,37.0811,25.368099,147
GR-0019,GR,39.124454,20.696021,104
LGLR,GR,39.650253,22.4655,130
GR-0011,GR,35.5295502,23.8330614,128
LGRD,GR,36.383099,28.1089,149
GR-0028,GR,37.65919,22.704,123
LG55,GR,37.094101,21.9904,132
LGAT,GR,37.89162,23.730211,137
LGAV,GR,37.936401,23.9445,106
GR-0001,GR,40.840795,21.823633,128
LGIO,GR,39.6964,20.8225,132
LGSA,GR,35.5317,24.1497,114
IE-0037,IE,52.991607,-7.892731,139
IE-0069,IE,53.80343,-7.18509,102
EIGN,IE,53.1786003112793,-6.635280132293701,146
EIAB,IE,53.59170150756836,-7.645559787750244,150
IE-0007,IE,53.6196,-10.21085,142
EIKK,IE,52.65079879760742,-7.296110153198242,133
IE-0035,IE,53.44808,-7.04839,119
EINC,IE,53.07109832763672,-6.0452799797058105,129
IE-0026,IE,54.089209,-9.160676,141
IE-0052,IE,53.7964,-7.28455,101
IE-0024,IE,52.866546,-6.810249,103
IE-0001,IE,52.603908,-8.417588,130
IE-0020,IE,53.884757,-8.488176,125
EIWT,IE,53.3522,-6.48611,127
EICL,IE,53.249656677246094,-7.122745513916016,143
IE-0023,IE,52.34653,-9.76285,106
EISG,IE,54.280200958252,-8.5992097854614,131
EIBR,IE,53.07059860229492,-7.898330211639404,145
IE-0034,IE,52.414439,-6.363058,128
EICM,IE,53.300201416015625,-8.941590309143066,104
IM-0004,IM,54.356006,-4.438477,105
IM-0003,IM,54.182127,-4.51311,120
IM-0002,IM,54.354,-4.5238,138
IM-0006,IM,54.33583,-4.4375,109
IM-0001,IM,54.371111,-4.423333,104
EGNS,IM,54.083302,-4.62389,108
BITE,IS,65.87030029296875,-23.559999465942383,117
BIRE,IS,65.45262908935547,-22.20611572265625,139
BIVA,IS,64.03309631347656,-20.651100158691406,140
BIHU,IS,65.952301,-17.426001,137
BISH,IS,65.4000015258789,-21.933000564575195,135
IS-0001,IS,66.1318,-23.544,145
BIOF,IS,66.08329772949219,-18.66670036315918,120
BISI,IS,66.137847,-18.908157,124
IS-0003,IS,63.99948,-16.94116,138
BIVH,IS,65.55694580078125,-19.428056716918945,133
BIBD,IS,65.64129638671875,-23.546199798583984,118
BISP,IS,64.6541976928711,-18.49690055847168,129
BIAE,IS,65.90470123291016,-22.363300323486328,132
BIHI,IS,64.88610076904297,-19.49250030517578,138
BIGJ,IS,65.99530029296875,-21.32690048217773,127
BITM,IS,63.68999862670898,-19.563100814819336,106
BISN,IS,64.384723,-15.371935,150
BIBV,IS,64.790037,-14.043927,144
BIFZ,IS,63.84816,-20.716267,107
BIDV,IS,64.642372,-14.277297,141
EYTL,LT,55.986401,22.2878,141
EYVI,LT,54.634102,25.285801,149
LT-0014,LT,55.984197,24.34608,135
LT-0021,LT,55.60306,21.62339,146
EYPR,LT,54.649399,24.061899,113
EYKA,LT,54.96390151977539,24.084800720214844,127
LT-0009,LT,55.131368,22.964454,128
LT-0003,LT,54.365886,23.167256,114
LT-0011,LT,55.208166,24.068935,126
EYKR,LT,54.80559921,23.5331001,121
EYLN,LT,55.0214,22.9739,129
EYJB,LT,55.118049621,22.7648735,125
LT-0027,LT,55.57675,24.26939,126
EYPA,LT,55.97320175170898,21.093900680541992,146
EYAL,LT,54.412525,24.059929,106
LT-0019,LT,56.267717,24.01368,120
LT-0015,LT,54.570783,23.156836,127
EYKS,LT,54.879799,23.8815,120
EYVK,LT,54.66830062866211,25.51580047607422,142
EYSB,LT,56.070599,23.5581,116
PT-0139,PT,38.693397,-8.443196,123
PT-0088,PT,38.956235,-8.845059,109
PT-0050,PT,37.433582,-7.763626,143
PT-0089,PT,39.027327,-7.130663,130
LPMA,PT,32.697899,-16.7745,104
PT-0061,PT,38.346941,-8.442607,105
PT-0037,PT,40.026869,-7.955008,105
LPST,PT,38.8311,-9.33955,105
PT-0114,PT,39.097162,-8.658857,127
LPFL,PT,39.455299377441406,-31.13139915466309,106
PT-0029,PT,40.2748,-7.9747,147
PT-0085,PT,38.107096,-7.166846,147
PT-0020,PT,41.556444,-7.985086,123
PT-0147,PT,38.972008,-7.760231,108
PT-0144,PT,38.45748,-8.5553,135
PT-0123,PT,41.065959,-7.700687,103
LPMT,PT,38.70929,-9.03368,137
PT-0099,PT,40.345145,-6.979752,135
LPMU,PT,41.3963,-6.68348,135
PT-0118,PT,39.05955,-8.827193,121
SE-0063,SE,60.239545,15.98397,142
SE-0044,SE,66.4344129,20.6340556,107
ESND,SE,62.047798,14.4229,126
ESSP,SE,58.58629989624024,16.250600814819336,122
ESMN,SE,55.684399,13.2108,142
SE-0021,SE,60.553495,13.102787,148
ESFY,SE,56.7834014893,13.6014003754,127
SE-0042,SE,65.639347,21.231589,146
ESUE,SE,61.869701,12.6894,103
ESKK,SE,59.345901,14.4959,118
SE-0074,SE,59.00512,18.11521,138
ESFJ,SE,55.64899826049805,13.626099586486816,119
SE-0058,SE,56.974778,14.566527,122
SE-0032,SE,66.963289,19.833215,106
SE-0006,SE,56.925822,14.542294,136
SE-0043,SE,67.4211943,22.3986822,132
SE-0060,SE,55.80065,13.6221,113
ESFA,SE,56.134407,13.875647,109
ESGJ,SE,57.757598876953125,14.068699836730955,142
ESQO,SE,59.3866,15.9241,130
UKCM,UA,47.07609939575195,37.44960021972656,114
UA-0175,UA,48.63034,38.67211,106
UA-0080,UA,51.2312512,29.0707288,122
UA-0017,UA,46.209,34.764999,135
UKBB,UA,50.345001,30.894699,123
UKKG,UA,48.54280090332031,32.28499984741211,107
UKFW,UA,44.919998,34.063,148
UKFG,UA,45.116192,33.976625,117
UA-0180,UA,49.711725,35.385783,136
UA-0120,UA,48.13629,36.73524,114
UA-0093,UA,48.200516,28.863063,127
UA-0014,UA,45.325884,33.050407,135
UA-0128,UA,48.78682,25.217443,149
UKKH,UA,49.7906,30.441401,139
UA-0071,UA,48.350502506,33.444271087599994,139
UKLC,UA,50.678404,25.487165,143
UA-0008,UA,48.97800064086914,25.742000579833984,141
UA-0047,UA,47.887,33.533,135
UA-0082,UA,49.066667,28.44166,101
UKGW,UA,50.695956,26.699958,138
