AirportCode,AirfieldName,Latitude,Longitude,ParkingCost
OKAJ,KW,28.9347991943,47.7919006348,124
VLSB,LA,19.2436,101.7093,105
VLHS,LA,20.2572994232,100.43699646,146
LA-0001,LA,18.924999,102.450996,106
VLAP,LA,14.793056,107.045278,106
VLSN,LA,20.418399810791016,104.06700134277344,120
VLOS,LA,20.68269920349121,101.99400329589844,123
LA-0002,LA,19.10700035095215,102.92400360107422,119
VLPS,LA,15.132100105285645,105.78099822998048,108
LA-0006,LA,20.324,100.165,124
LA-0003,LA,22.121944,101.799167,149
GLTN,LR,6.04565,-8.138723,148
RVC,LR,5.472469,-9.58546,108
GLCM,LR,6.755241,-11.3554,141
GLGE,LR,5.032124,-9.064236,143
LR-0003,LR,6.098453,-9.770522,109
FOY,LR,8.3513,-10.2269,104
LR-0002,LR,7.240358,-8.979178,133
LR-0004,LR,7.04268,-9.48564,136
BYL,LR,7.36916666667,-9.99372222222,100
GLNA,LR,7.494459,-8.584514,139
LT-0019,LT,56.267717,24.01368,141
EYLN,LT,55.0214,22.9739,110
EYVK,LT,54.66830062866211,25.51580047607422,128
EYKS,LT,54.879799,23.8815,122
LT-0015,LT,54.570783,23.156836,146
EYSB,LT,56.070599,23.5581,113
EYAL,LT,54.412525,24.059929,140
EYPA,LT,55.97320175170898,21.093900680541992,147
LT-0027,LT,55.57675,24.26939,109
EYJB,LT,55.118049621,22.7648735,126
HL70,LY,27.257299423217773,21.618099212646484,139
HLWA,LY,28.322399139404297,19.93000030517578,143
HLLQ,LY,32.7887,21.9643,128
HL68,LY,32.4529,23.118601,113
HL80,LY,30.643,18.320801,105
LY-0004,LY,26.033861,12.925694,106
HL57,LY,24.178316,14.542894,108
HLZU,LY,30.870199,20.0755,148
HL50,LY,28.587099075317383,19.30340003967285,107
HL84,LY,27.97570037841797,22.35740089416504,137
ZMBH,MN,46.16329956054688,100.7040023803711,146
ZMDZ,MN,43.608628,104.367734,124
ZMHU,MN,46.9258003235,102.773002625,122
MN-0005,MN,45.9467,109.1233,127
ZMHH,MN,47.246667,102.826111,120
ZMAT,MN,46.37639999389648,96.22109985351562,150
MN-0003,MN,44.09521,103.53464,108
ZMUL,MN,48.993301,89.922501,115
ZMTL,MN,48.73887,98.2941,117
ZMOT,MN,43.145552,106.843509,141
MR-0011,MR,17.06862,-13.9084,105
CGT,MR,20.5055,-12.3978,115
GQNM,MR,16.299999237060547,-8.050000190734863,135
MR-0003,MR,25.23513,-11.58825,138
GQNJ,MR,19.727998,-14.377214,138
MR-0006,MR,15.8872,-5.91618,146
GQPA,MR,20.506799697875977,-13.04319953918457,138
MR-0002,MR,16.5334,-10.7912,118
GQNS,MR,15.179699897766112,-12.207300186157228,149
GQNI,MR,16.622,-7.3166,144
LMML,MT,35.857498,14.4775,101
MT-0001,MT,35.81333,14.513379,142
MT-0005,MT,35.876926,14.489352,119
MT-0002,MT,35.839985,14.494478,113
MT-0004,MT,35.835423,14.435584,133
MT-0003,MT,35.896914,14.418733,138
MT-0006,MT,36.03082,14.264878,132
FIMP,MU,-20.430201,57.683601,112
MU-0001,MU,-10.3731002808,56.6097984314,147
FIMR,MU,-19.7577,63.361,125
MU-0002,MU,-20.123793,57.681656,118
FND,MV,6.162443,73.28752,141
MV-0011,MV,2.31339,73.29609,103
VRMO,MV,0.7324,73.4336,150
MV-0008,MV,2.68125,72.93134,150
VRNT,MV,2.211,73.1533,115
VREI,MV,5.7083,73.025,131
VRMM,MV,4.191830158233643,73.52909851074219,124
VRBK,MV,6.630762,73.067815,107
VRMV,MV,3.470556,72.835833,115
MV-0007,MV,5.8048,73.29992,131
MY-GTK,MY,2.64118,102.89297,140
WBGO,MY,3.197567,115.308802,138
MY-0022,MY,6.0941667556762695,116.97000122070312,104
MY-0023,MY,5.966388702392578,117.29638671875,133
WBKU,MY,5.597195,115.582695,100
MY-0016,MY,5.406111240386963,118.3963851928711,123
WBGR,MY,4.32201,113.987,120
WBGM,MY,4.178734,114.330318,108
WBKP,MY,5.996571,117.404795,124
WBGK,MY,2.881944,112.043333,136
NWWE,NC,-22.58889961242676,167.45599365234375,126
NWWP,NC,-20.289155,164.09935,123
NC-0001,NC,-22.041724,166.03215,134
NWWW,NC,-22.014601,166.212997,143
NWWI,NC,-20.69446,164.99249,111
NWWF,NC,-20.966999,164.699997,148
NWWL,NC,-20.774799346923828,167.24000549316406,130
NC-0002,NC,-22.16896,166.4332,149
NWWV,NC,-20.640600204467773,166.572998046875,104
NWWB,NC,-21.609604,165.397103,101
NIUE,NU,-19.079030990600582,-169.92559814453125,137
NZOH,NZ,-40.20600128173828,175.38800048828125,104
NZCI,NZ,-43.81189,-176.46514,100
NZWU,NZ,-39.96220016479492,175.02499389648438,116
NZWV,NZ,-37.43000030517578,175.95199584960938,113
NZ-0016,NZ,-41.74589920043945,174.27200317382812,102
NZFT,NZ,-41.243385,175.960228,103
NZRA,NZ,-37.804699,174.860001,150
NZWM,NZ,-44.790343,171.090087,125
NZ-0079,NZ,-35.4657,174.16772,132
NZMO,NZ,-45.53310012817383,167.64999389648438,118
SPOR,PE,-15.315232,-72.352095,140
SPOA,PE,-6.96003007888794,-76.76840209960938,145
PE-0010,PE,-10.705015,-77.800884,132
PE-0022,PE,-8.58173,-78.68142,149
PE-0023,PE,-4.08687,-81.02577,126
SPEQ,PE,-17.179000854492188,-70.93080139160156,127
SPSI,PE,-16.367000579833984,-72.16699981689453,144
SPGU,PE,-5.634722232818604,-78.53055572509766,125
SPRM,PE,-11.128600120544434,-75.35050201416016,105
SPDR,PE,-3.80601000786,-75.03929901119999,140
NTGH,PF,-17.548297,-142.612037,134
NTTG,PF,-14.954299926757812,-147.66099548339844,134
NTKH,PF,-15.992259,-140.164246,139
NTGY,PF,-20.784262,-138.56796,109
PF-0002,PF,-21.85855,-138.82015,117
NTKN,PF,-16.1191,-146.3683,105
NTGI,PF,-14.436800003051758,-146.07000732421875,119
NTKF,PF,-16.68657,-145.329394,105
NTGA,PF,-17.3526,-145.509995,132
NTAA,PF,-17.553699,-149.606995,113
PK-0049,PK,30.2376,67.03685,109
OPMT,PK,30.20319938659668,71.41909790039062,134
OPKT,PK,33.5699996948,71.4400024414,120
OPKH,PK,27.790599823,66.6473007202,125
OP21,PK,30.0914,72.153801,137
OPBR,PK,29.9463005065918,73.24909973144531,140
PK-0024,PK,29.916193,66.987726,148
OPMR,PK,24.893600463867188,66.93879699707031,141
PK-GRT,PK,32.62826,74.067287,143
OPGT,PK,35.918800354003906,74.33360290527344,141
LVGZ,PS,31.246401,34.2761,104
PS-0002,PS,32.503056,35.289167,119
OJJR,PS,31.866414,35.217753,144
LLAZ,PS,31.36705,34.29451,127
PS-0001,PS,32.098363,35.345356,146
PY-0041,PY,-26.781323,-56.952095,115
PY-0011,PY,-22.446919,-57.832975,103
SGAS,PY,-25.240156,-57.519227,115
PY-0068,PY,-25.251526,-57.548354,105
PY-0028,PY,-24.4777,-57.147968,127
PY-0083,PY,-27.220503,-55.83299,107
SGCU,PY,-24.497675,-55.686307,129
PY-0042,PY,-26.753208,-57.05256,139
PY-0001,PY,-26.063066,-56.493378,138
PY-0023,PY,-27.1439,-56.2561,103
RS-0018,RS,44.970289,20.060234,119
RS-0015,RS,43.094514,21.776161,142
RS-0021,RS,44.03592,20.17827,147
LYKV,RS,43.817519,20.586662,142
LYVR,RS,45.1469,21.3099,147
RS-0006,RS,45.7850337,19.0191747,111
LYPN,RS,43.866389,21.486944,107
RS-0007,RS,44.6439,20.9623,100
LYBE,RS,44.818401,20.309099,145
RS-0005,RS,44.934325,20.171635,108
AGEV,SB,-7.575829982757568,156.5970001220703,144
AGGM,SB,-8.32797,157.263,100
AGGV,SB,-7.585559844970703,158.7310028076172,110
AGKU,SB,-8.0262,156.94783,131
AGGB,SB,-11.3022222222,159.798333333,122
AGRM,SB,-8.168060302734375,157.64300537109375,133
AGOB,SB,-8.325008,160.80051,133
AGGK,SB,-10.4497003555,161.897994995,150
SB-VIU,SB,-8.5085,157.69,146
AGKG,SB,-7.3305,157.585,116
FHAW,SH,-7.9696,-14.3937,110
FHSH,SH,-15.957725,-5.645943,123
LJMS,SI,46.629398,16.174999,108
LJPZ,SI,45.47201,13.615951,147
LJCE,SI,45.900002,15.5302,149
LJCL,SI,46.245602,15.2231,117
SI-0024,SI,46.142412,14.998541,146
SI-0021,SI,45.777647,14.388172,107
SI-0010,SI,46.197037,14.580982,149
SI-0009,SI,46.12669,15.603708,101
SI-0022,SI,46.008708,15.038019,121
SI-0019,SI,45.557193,13.91304,127
SK-0075,SK,48.359922,19.64294,117
SK-0008,SK,48.188264,17.634687,133
LZKZ,SK,48.66310119628906,21.241100311279297,104
SK-0041,SK,48.833554,21.4042387,116
SK-0032,SK,47.996281,18.6731541,145
LZSV,SK,48.940833,20.533889,136
SK-0023,SK,48.747364,18.263118,140
LZDV,SK,48.347019,17.356583,104
SK-0015,SK,48.3888085,18.0043553,131
SK-0012,SK,48.448391,16.938858,129
OS63,SY,33.2864990234375,36.457401275634766,132
SY-0027,SY,34.80908,35.915108,123
SY-0011,SY,34.73309,40.71139,103
SY-0023,SY,33.559254,36.174996,131
OS69,SY,33.077301025390625,36.55820846557617,136
OS73,SY,32.7867,35.717,110
SY-0010,SY,34.99724,40.42123,123
OS72,SY,34.5225982666,37.629901886,110
OSDZ,SY,35.2854,40.175999,116
OS61,SY,33.60960006713867,36.749000549316406,149
TF-0001,TF,-15.8916666667,54.5222222222,106
FR-0314,TF,-22.3486995697,40.3515014648,136
ZZ-0002,TF,-11.5842777778,47.296388888900005,143
FMZJ,TF,-17.05396,42.7193,146
VTBH,TH,14.9493999481,100.642997742,107
TH-0032,TH,12.8351,100.98118,114
VTUD,TH,17.386400222800003,102.788002014,147
TH-0012,TH,13.236033,100.994902,132
VTED,TH,17.382999420166016,102.8000030517578,100
VTSE,TH,10.7112,99.361702,102
TH-0004,TH,14.163603,101.337118,100
TH-0011,TH,13.14027,101.04642,115
VTPT,TH,16.895999908447266,99.25330352783205,102
VTCR,TH,19.885401,99.826797,130
UTDD,TJ,38.543301,68.824997,123
UT1B,TJ,37.64039993286133,69.64659881591797,124
TJ-0004,TJ,39.4822222222,67.6055555556,109
UTDK,TJ,37.98809814453125,69.80500030517578,111
UTDL,TJ,40.215401,69.694702,102
TJ-0002,TJ,37.369998931884766,68.68399810791016,135
TJ-UT46,TJ,37.46979904169999,69.3807983398,145
TJ-0006,TJ,37.256862,69.092327,147
TJ-0001,TJ,39.221141,71.207804,141
TJ-0009,TJ,40.34394,70.512219,126
WPAT,TL,-8.243133,125.606378,114
WPFL,TL,-8.447964,126.987362,120
WPDB,TL,-9.30331039428711,125.28700256347656,115
WPMN,TL,-8.97224,125.214996,126
TL-0001,TL,-8.455563,126.975861,146
TL-0002,TL,-8.670092,127.022542,120
WPOC,TL,-9.19806,124.343002,117
ID-KCI,TL,-8.349193,127.050793,104
WPDL,TL,-8.546562,125.524507,136
WPVQ,TL,-8.88379955291748,126.3730010986328,123
DTMB,TN,35.75809860229492,10.75469970703125,107
DTTA,TN,36.851002,10.2272,132
DTKA,TN,36.98,8.87694,143
DTTG,TN,33.733691,9.91941,103
DTTZ,TN,33.939701080322266,8.110560417175293,111
DTTX,TN,34.71799850463867,10.690999984741213,114
DT70,TN,33.350201,10.444,133
DTTR,TN,31.70429992675781,9.254619598388672,102
DTTI,TN,36.721298,9.94315,125
DTTB,TN,37.242356,9.787016,104
TZ-0133,TZ,-4.425665,33.450677,129
HTEN,TZ,-3.194243,35.26315,118
TZ-0119,TZ,-2.402902,36.120142,149
HTOL,TZ,-4.287732,36.616115,119
TZ-0092,TZ,-7.267927,34.218247,120
HTUV,TZ,-5.090771,30.406772,105
TZ-0021,TZ,-7.042659,34.724101,135
TZ-0109,TZ,-4.469807,36.669798,129
HTMG,TZ,-6.797220230102539,37.653099060058594,100
TZ-0136,TZ,-6.471723,38.880082,123
UZ-0117,UZ,40.945801,71.515099,112
UZ-0086,UZ,41.009102,72.412102,118
UZ-0152,UZ,39.66816,67.159314,136
UZ-0096,UZ,39.02119827270508,65.53369903564453,150
UTSL,UZ,38.833599,65.921501,119
UZ-0006,UZ,37.493271,66.978463,147
UZ-0116,UZ,40.62350082397461,68.93990325927734,139
UZ-0021,UZ,38.80440139770508,66.52960205078125,115
UTSR,UZ,38.41059875488281,67.94519805908203,129
UZ-0044,UZ,38.030998,67.792198,123
SVRX,VE,9.843469619750977,-72.54720306396484,137
VE-0202,VE,3.616667032241821,-65.19999694824219,131
VE-0105,VE,8.716667175292969,-69.24166870117188,149
SVJO,VE,9.666666984558104,-67.05000305175781,149
VE-0205,VE,5.7171,-62.33727,112
SVHH,VE,10.808099746704102,-69.63839721679688,146
SVMW,VE,7.616666793823242,-72.44999694824219,134
VE-0216,VE,9.429,-63.3372,148
SVSS,VE,9.466667175292969,-71.03333282470703,150
SVPG,VE,7.133333206176758,-68.58333587646484,115
NLWW,WF,-13.2383003235,-176.199005127,109
NLWF,WF,-14.3114004135,-178.065994263,100
