AirportCode,AirfieldName,Latitude,Longitude,ParkingCost
DAOY,DZ,33.7216666667,1.0925,144
DABC,DZ,36.2760009765625,6.620389938354492,139
DZ-0017,DZ,30.33557,7.834783,150
DAUO,DZ,33.5113983154,6.77679014206,122
DAAX,DZ,36.7782,2.9284,114
DAOO,DZ,35.623901,-0.621183,142
DA10,DZ,26.573601,8.48366,137
HEAZ,EG,30.091702,31.359739,111
EG-0004,EG,30.194401,33.4128,124
HE30,EG,29.543146,30.897374,119
HETR,EG,28.215049,33.63533,146
HEMM,EG,31.338225,27.217577,144
EG-0058,EG,29.800041,31.082695,118
HE34,EG,30.246901,32.492298,108
EES,EG,23.980437,35.460277,111
HE33,EG,30.725679,27.025702,146
EG-0032,EG,27.42739,33.66568,100
EH-0020,EH,21.3915,-16.95683,144
EH-0011,EH,26.35988,-12.84913,136
ZLG,EH,20.83662,-17.07409,125
EH-0005,EH,24.0917,-13.3113,149
EH-0007,EH,27.418767,-9.171517,136
EH-0013,EH,22.20343,-13.14609,102
EH-0001,EH,26.15126,-10.564245,111
GMMA,EH,26.731987,-11.683655,138
GMML,EH,27.142467,-13.224947,120
GMAR,EH,27.409695,-9.073016,139
HHTS,ER,15.104322,36.681711,114
HHBA,ER,15.122394,37.614335,140
ER-0004,ER,14.32168,36.63028,136
HHAG,ER,15.53783,37.855481,106
ER-0003,ER,15.75794,39.97046,131
HHMS,ER,15.670000076293944,39.37009811401367,109
ER-0001,ER,15.68151,40.104431,121
HHAS,ER,15.291899681091309,38.91070175170898,147
ER-0002,ER,15.72753,40.07532,104
HHSB,ER,13.071800231933594,42.64500045776367,115
ES-0156,ES,39.0369546,-2.8946489,122
ES-0248,ES,38.1392261,-3.1738682,120
ES-0048,ES,37.12557,-2.595571,110
ES-0209,ES,40.2237809995,-3.866911,140
ES-0122,ES,37.386693,-6.250106,105
ES-0061,ES,39.400644,2.860621,145
ES-0265,ES,40.485591,-4.050783,142
GCXO,ES,28.4827,-16.341499,140
ES-0084,ES,38.9431666667,-0.76915,146
LEVT,ES,42.882801,-2.72447,121
NFNB,FJ,-17.7110996246,178.759002686,128
NFFO,FJ,-17.778448,177.196996,100
NFKD,FJ,-19.0580997467,178.156997681,116
NFNK,FJ,-18.1991996765,-178.817001343,113
NFRS,FJ,-17.6554,177.2654,115
NFNA,FJ,-18.04330062866211,178.5590057373047,144
NFNS,FJ,-16.803394,179.340587,104
NFMA,FJ,-17.672844,177.0985,122
NFNV,FJ,-17.499603,177.863075,116
NFNM,FJ,-16.690599,-179.876999,150
LFRW,FR,48.661701,-1.40444,106
LFRN,FR,48.0695,-1.73479,146
FR-0512,FR,46.333916,5.140357,100
LFDT,FR,43.215269,0.077304,103
LFYT,FR,49.757542,3.21598,124
FR-0320,FR,46.461913,-1.241447,128
LFIL,FR,43.915798,-0.949167,146
LFNR,FR,43.536659,5.177444,126
LFNG,FR,43.610298,4.07028,110
FR-0469,FR,48.322866,7.535108,126
GB-0489,GB,54.302863,-6.585688,131
GB-0071,GB,51.8062266163,0.34083366394,124
US-0221,GB,52.108922,-0.422499,122
GB-0557,GB,52.829667,-0.7125,134
GB-0624,GB,51.035749,-0.512273,124
GB-0887,GB,57.661186,-4.192057,106
GB-0727,GB,54.8093,-1.4946,130
EGES,GB,59.250301361083984,-2.576669931411743,150
GB-1015,GB,51.020503,-1.860466,136
GB-0154,GB,54.8698,-3.366,141
GUXN,GN,10.448438,-9.228757,148
GUCY,GN,9.57689,-13.612,143
GUMA,GN,8.481456,-9.526048,114
GULB,GN,11.337512,-12.290869,110
GUOK,GN,10.9658,-14.2811,128
GUSI,GN,11.399833,-9.18841,104
GUGO,GN,9.24284,-9.29997,102
GUBE,GN,8.697222,-8.713889,118
GN-0001,GN,10.42242,-9.77592,101
GUSB,GN,12.575315,-13.363349,120
FGAB,GQ,-1.408615,5.624163,116
FGBT,GQ,1.90547,9.80568,106
MDV,GQ,1.0085,10.7552,104
FGMY,GQ,1.685334,11.024394,121
GQ-0001,GQ,1.636763,11.302458,110
FGSL,GQ,3.755270004272461,8.708720207214355,124
OCS,GQ,0.9125,9.3304,110
GR-0028,GR,37.65919,22.704,146
GR-0001,GR,40.840795,21.823633,104
GR-0011,GR,35.5295502,23.8330614,135
LGRD,GR,36.383099,28.1089,105
LG55,GR,37.094101,21.9904,121
LGSA,GR,35.5317,24.1497,138
LGAV,GR,37.936401,23.9445,139
LGLR,GR,39.650253,22.4655,130
LGIO,GR,39.6964,20.8225,145
LGAT,GR,37.89162,23.730211,101
GG64,GW,11.536858,-14.761904,127
GGBF,GW,12.176437,-14.657811,141
GGOV,GW,11.894800186157228,-15.65369987487793,110
GGBU,GW,11.297355651855469,-15.838079452514648,138
GGGB,GW,12.292002,-14.236044,127
GGCF,GW,11.2878999710083,-15.180500030517578,110
GW-0001,GW,12.32008,-13.958281,103
SYLD,GY,5.96592,-58.270302,106
GY-0004,GY,6.37616,-57.606478,121
SYVB,GY,6.257711,-57.650478,113
SYBT,GY,6.358864,-58.655207,112
GY-0006,GY,6.15153,-57.22611,126
SYMR,GY,7.487736,-60.185237,144
SYAN,GY,3.959439992904663,-59.12419891357422,135
SYPR,GY,5.81724,-61.055489,146
SYCP,GY,4.81955,-60.025623,146
SYNA,GY,6.244324,-57.474172,134
HU-0062,HU,47.43479,18.78092,116
HU-0033,HU,47.142766,17.997751,142
LHSM,HU,46.686391,17.159084,118
HU-0042,HU,46.546667,19.96,119
LHBC,HU,46.677132,21.161188,115
LHKI,HU,46.6569444,19.2425,106
HU-0051,HU,46.57223,19.42941,103
HU-0049,HU,47.13329,17.63988,125
HU-0019,HU,48.025531,19.805066,136
HU-0005,HU,46.456257,20.392963,135
VEMZ,IN,26.119101,85.313698,131
VIDX,IN,28.707701,77.358902,109
IN-0079,IN,23.471667,87.794167,103
VEKJ,IN,21.696667,85.581667,123
IN-0059,IN,22.7854403333,87.36225128170001,100
IN-0301,IN,13.856664,75.613747,127
VEDB,IN,23.833999633789062,86.42530059814453,105
VOTV,IN,8.48212,76.920097,118
VA1J,IN,23.75359916687012,78.85579681396484,142
VEPG,IN,28.064786,95.336952,140
FJDG,IO,-7.31327,72.411102,138
IQ-0029,IQ,33.591599,44.594937,130
IQ-0052,IQ,34.608257,43.775711,112
IQ-0055,IQ,31.41740226745605,43.1823616027832,106
ORKK,IQ,35.46950149536133,44.348899841308594,101
IQ-0049,IQ,32.29306411743164,44.88743209838867,113
IQ-0001,IQ,35.135398864746094,43.72520065307617,110
IQ-0011,IQ,30.646995544433597,44.56970977783203,140
IQ-0037,IQ,35.75707244873047,43.26463317871094,118
IQ-0005,IQ,33.44088,42.913307,105
IQ-0047,IQ,30.426825,47.642235,130
BIBV,IS,64.790037,-14.043927,107
BIBD,IS,65.64129638671875,-23.546199798583984,119
BIFZ,IS,63.84816,-20.716267,150
BISN,IS,64.384723,-15.371935,125
BISP,IS,64.6541976928711,-18.49690055847168,130
BIGJ,IS,65.99530029296875,-21.32690048217773,131
BITM,IS,63.68999862670898,-19.563100814819336,142
BIDV,IS,64.642372,-14.277297,116
BIHI,IS,64.88610076904297,-19.49250030517578,105
BIAE,IS,65.90470123291016,-22.363300323486328,141
OJ38,JO,32.025299072265625,36.144798278808594,134
JO-0004,JO,32.0267062933,36.4086914062,124
OJHF,JO,32.160702,37.149399,111
OJHR,JO,32.5392,38.195,123
JO-0015,JO,31.568827,36.778292,124
OJMF,JO,32.3564,36.259201,123
JO-0007,JO,31.251992,36.223211,111
JO-0003,JO,30.01919937133789,36.12590026855469,128
JO-0002,JO,30.3435,36.147701,102
OJAM,JO,31.9727,35.9916,116
VDKK,KH,11.613397,102.997084,128
VDKT,KH,12.489017,106.05469,129
KH-0003,KH,13.3726,104.2226,116
VDSA,KH,13.369167,104.223056,114
VDSR,KH,13.41155,103.813044,117
KH-0001,KH,10.914244,103.226652,136
VDSV,KH,10.569498,103.631001,103
VDBG,KH,13.0956,103.223999,109
KH-0002,KH,11.3623,104.9154,148
VDPP,KH,11.5466,104.844002,144
VCCC,LK,6.821990013122559,79.88619995117188,142
LK-0003,LK,8.9426,79.94759,106
VCCA,LK,8.301542,80.42848,105
DGM,LK,7.1079,79.8721,142
VCCB,LK,7.70576,81.678802,122
VCCJ,LK,9.79233,80.070099,134
DBK,LK,8.273,79.756,126
KEZ,LK,6.95,79.93,148
LK-0004,LK,9.26869,80.72741,137
VCCW,LK,6.25448989868,81.23519897460001,114
FXBB,LS,-29.424999237060547,28.66699981689453,135
FXMM,LS,-29.462299346923828,27.552499771118164,103
FXNH,LS,-30.066999435424805,27.867000579833984,124
FXMH,LS,-30.144500732421875,27.470800399780277,133
FXPG,LS,-29.1206,28.505301,126
FXMU,LS,-29.304100036621094,27.50349998474121,134
FXSK,LS,-30.03890037536621,28.37030029296875,143
FXMS,LS,-29.678025,28.805082,130
FXTB,LS,-30.049999237060547,28.433000564575195,136
FXMF,LS,-29.80109977722168,27.243600845336918,115
MD-0002,MD,47.06809997558594,29.095399856567383,130
MD-0006,MD,46.18065,28.38241,119
MD-0004,MD,47.2521452,28.2802413,105
LUBL,MD,47.837666,27.781108,125
MD-0003,MD,46.83656,28.901639,145
LUTR,MD,46.868099,29.590599,102
LUCH,MD,45.8438,28.2637,132
LUBM,MD,47.862701416015625,28.212799072265625,136
MD-0007,MD,46.45025,29.92919,133
LUKK,MD,46.92770004272461,28.93099975585937,136
LW69,MK,41.429551,21.402176,143
LWOH,MK,41.18,20.7423,139
MK-0010,MK,42.025968,22.355895,109
LW71,MK,41.828073,21.986585,107
MK-0014,MK,41.92919,20.93601,148
LW67,MK,42.154242,21.699328,128
MK-0003,MK,41.26633,22.18748,111
MK-0011,MK,41.540292,22.104539,110
LW74,MK,41.017721,21.426186,113
LW66,MK,41.333099,21.4491,112
VYSO,MM,20.444466,94.242377,108
VYTN,MM,26.367000579833984,96.73300170898438,102
VYCI,MM,14.137964,93.367853,127
VYLN,MM,25.649999618530277,96.36699676513672,105
VYPY,MM,18.824499130249023,95.26599884033205,143
MM-0005,MM,26.68600082397461,96.2104034423828,127
MM-0001,MM,17.3005,96.4276,112
VYBM,MM,24.27044,97.2476,140
VYSL,MM,22.100000381469727,95.01699829101562,109
VYMK,MM,25.38360023498535,97.35189819335938,138
VMMC,MO,22.149599,113.592003,116
CGT,MR,20.5055,-12.3978,120
GQNM,MR,16.299999237060547,-8.050000190734863,146
MR-0011,MR,17.06862,-13.9084,104
GQNJ,MR,19.727998,-14.377214,105
MR-0003,MR,25.23513,-11.58825,124
GQPA,MR,20.506799697875977,-13.04319953918457,135
MR-0002,MR,16.5334,-10.7912,125
GQNS,MR,15.179699897766112,-12.207300186157228,135
MR-0006,MR,15.8872,-5.91618,120
GQNI,MR,16.622,-7.3166,117
LMML,MT,35.857498,14.4775,133
MT-0001,MT,35.81333,14.513379,129
MT-0005,MT,35.876926,14.489352,100
MT-0002,MT,35.839985,14.494478,150
MT-0004,MT,35.835423,14.435584,144
MT-0003,MT,35.896914,14.418733,139
MT-0006,MT,36.03082,14.264878,137
NE-0002,NE,22.782036,14.024777,133
DRRU,NE,14.333000183105469,2.0829999446868896,150
DRZI,NE,19.066198,8.41496,126
DRRT,NE,14.8757,5.26536,107
DRZG,NE,13.983599662780762,10.274900436401367,126
DRZR,NE,13.779000282287598,8.983759880065918,109
DRRA,NE,13.756968,8.020568,109
DRRM,NE,13.5024995803833,7.1267499923706055,136
DRZA,NE,16.965999603271484,8.000109672546387,137
DRRN,NE,13.4815,2.18361,137
DNFB,NG,4.405856,7.181907,148
DNMM,NG,6.5773701667785645,3.321160078048706,106
DNJA,NG,8.900587,11.27946,106
DNKA,NG,10.696000099182127,7.320109844207764,136
DNJO,NG,9.639829635620115,8.869050025939941,149
NG-0007,NG,7.801829,6.582793,106
NG-BCU,NG,10.294402,9.816672,150
NG-0008,NG,7.909458,10.374472,118
DNBE,NG,6.316979885101318,5.599500179290772,134
DNDS,NG,11.795168,9.311667,122
EHGR,NL,51.567402,4.93183,126
EHDL,NL,52.0606,5.87306,116
EHHV,NL,52.191898,5.14694,124
NL-0067,NL,52.965093,6.508605,141
EHVB,NL,52.1660995483,4.41794013977,131
EHAL,NL,53.453612,5.678396,136
NL-0008,NL,51.358334,6.1525,138
EHSE,NL,51.554901,4.553003,130
EHWO,NL,51.4491,4.34203,102
EHNP,NL,52.73071,5.746676,111
NIUE,NU,-19.079030990600582,-169.92559814453125,117
SPOA,PE,-6.96003007888794,-76.76840209960938,125
SPOR,PE,-15.315232,-72.352095,109
PE-0023,PE,-4.08687,-81.02577,139
PE-0010,PE,-10.705015,-77.800884,138
PE-0022,PE,-8.58173,-78.68142,143
SPEQ,PE,-17.179000854492188,-70.93080139160156,144
SPSI,PE,-16.367000579833984,-72.16699981689453,125
SPGU,PE,-5.634722232818604,-78.53055572509766,102
SPRM,PE,-11.128600120544434,-75.35050201416016,125
SPDR,PE,-3.80601000786,-75.03929901119999,121
PH-0320,PH,15.15326,120.60049,144
PH-0418,PH,6.69495,125.3609,115
PH-0256,PH,14.66134,120.54809,103
PH-0187,PH,15.980973,121.040325,147
PH-0503,PH,9.01267,117.65527,130
PH-0115,PH,16.061583,120.397126,117
RPSM,PH,10.185695,124.783244,123
PH-0020,PH,14.2881,122.80068,101
PH-0089,PH,14.096517,121.115245,121
PH-0430,PH,9.90918,123.59019,150
OPKT,PK,33.5699996948,71.4400024414,119
PK-0049,PK,30.2376,67.03685,119
OPMT,PK,30.20319938659668,71.41909790039062,117
OPKH,PK,27.790599823,66.6473007202,131
OP21,PK,30.0914,72.153801,144
OPBR,PK,29.9463005065918,73.24909973144531,143
PK-0024,PK,29.916193,66.987726,106
OPMR,PK,24.893600463867188,66.93879699707031,114
PK-GRT,PK,32.62826,74.067287,108
OPGT,PK,35.918800354003906,74.33360290527344,119
LVGZ,PS,31.246401,34.2761,147
PS-0002,PS,32.503056,35.289167,128
OJJR,PS,31.866414,35.217753,149
LLAZ,PS,31.36705,34.29451,120
PS-0001,PS,32.098363,35.345356,117
PT-0147,PT,38.972008,-7.760231,146
PT-0085,PT,38.107096,-7.166846,126
PT-0020,PT,41.556444,-7.985086,138
PT-0029,PT,40.2748,-7.9747,141
PT-0144,PT,38.45748,-8.5553,105
PT-0099,PT,40.345145,-6.979752,112
LPMT,PT,38.70929,-9.03368,128
LPMU,PT,41.3963,-6.68348,113
PT-0118,PT,39.05955,-8.827193,126
PT-0123,PT,41.065959,-7.700687,147
PY-0068,PY,-25.251526,-57.548354,131
PY-0011,PY,-22.446919,-57.832975,148
SGAS,PY,-25.240156,-57.519227,133
PY-0041,PY,-26.781323,-56.952095,123
PY-0028,PY,-24.4777,-57.147968,103
PY-0001,PY,-26.063066,-56.493378,132
SGCU,PY,-24.497675,-55.686307,150
PY-0083,PY,-27.220503,-55.83299,110
PY-0023,PY,-27.1439,-56.2561,104
PY-0042,PY,-26.753208,-57.05256,119
HRZA,RW,-2.462239980697632,28.907899856567383,145
HRYO,RW,-1.5499999523162842,30.382999420166016,132
HRYR,RW,-1.96863,30.1395,125
HRYN,RW,-2.33299994469,30.2000007629,108
RW-0001,RW,-2.2308,30.1809,149
HRYG,RW,-1.6771999597549438,29.258899688720703,133
HRYU,RW,-1.496873,29.631343,136
HRYI,RW,-2.595829963684082,29.7367000579834,101
RW-0002,RW,-2.1444,30.1835,111
FHSH,SH,-15.957725,-5.645943,112
FHAW,SH,-7.9696,-14.3937,112
SMDA,SR,4.111359,-54.672766,103
SMWA,SR,5.841252,-56.673247,115
SMMO,SR,5.6076,-54.4003,102
SMVG,SR,1.9625,-55.929167,129
SR-0005,SR,5.83756,-55.77047,103
SMDK,SR,5.350385,-56.363047,123
SMPT,SR,3.502836,-55.057989,145
SMAN,SR,3.619932,-54.142714,112
SMPG,SR,4.397914,-55.793374,117
SMJA,SR,5.826389,-55.3375,123
FPST,ST,0.378175,6.71215,129
ST-0001,ST,1.63777,7.417778,132
FPPR,ST,1.66294,7.41174,125
PGP,ST,0.038624,6.515965,140
FDUB,SZ,-26.77079963684082,31.936399459838867,107
FDBT,SZ,-26.735200881958008,31.77589988708496,143
FDNS,SZ,-26.987222,31.937222,101
FDNH,SZ,-27.119494,31.212118,115
FDSM,SZ,-26.200000762939453,31.933332443237305,123
FDTM,SZ,-26.106429,31.919489,131
FDTS,SZ,-25.983334,31.200001,138
FDMH,SZ,-26.024200439453125,31.809999465942383,128
FDBS,SZ,-26.799999237060547,31.899999618530277,111
FDBM,SZ,-26.867000579833984,31.933000564575195,130
FR-0314,TF,-22.3486995697,40.3515014648,137
ZZ-0002,TF,-11.5842777778,47.296388888900005,135
FMZJ,TF,-17.05396,42.7193,122
TF-0001,TF,-15.8916666667,54.5222222222,122
VTUD,TH,17.386400222800003,102.788002014,110
VTBH,TH,14.9493999481,100.642997742,116
TH-0032,TH,12.8351,100.98118,147
VTED,TH,17.382999420166016,102.8000030517578,144
TH-0012,TH,13.236033,100.994902,105
VTSE,TH,10.7112,99.361702,118
TH-0004,TH,14.163603,101.337118,101
TH-0011,TH,13.14027,101.04642,124
VTPT,TH,16.895999908447266,99.25330352783205,103
VTCR,TH,19.885401,99.826797,110
DTTA,TN,36.851002,10.2272,136
DTTZ,TN,33.939701080322266,8.110560417175293,149
DTKA,TN,36.98,8.87694,113
DTMB,TN,35.75809860229492,10.75469970703125,114
DTTG,TN,33.733691,9.91941,141
DTTB,TN,37.242356,9.787016,114
DTTX,TN,34.71799850463867,10.690999984741213,143
DT70,TN,33.350201,10.444,113
DTTR,TN,31.70429992675781,9.254619598388672,117
DTTI,TN,36.721298,9.94315,141
UZ-0086,UZ,41.009102,72.412102,126
UZ-0152,UZ,39.66816,67.159314,132
UZ-0117,UZ,40.945801,71.515099,101
UZ-0096,UZ,39.02119827270508,65.53369903564453,149
UTSL,UZ,38.833599,65.921501,149
UZ-0116,UZ,40.62350082397461,68.93990325927734,143
UZ-0006,UZ,37.493271,66.978463,100
UZ-0021,UZ,38.80440139770508,66.52960205078125,130
UTSR,UZ,38.41059875488281,67.94519805908203,108
UZ-0044,UZ,38.030998,67.792198,141
DAH,YE,13.866884,46.133473,111
YE-0003,YE,14.70339,49.49634,138
OYMS,YE,13.9368,45.657,100
OYTZ,YE,13.6859998703,44.1390991211,114
OYRN,YE,14.6626,49.375,116
OYBI,YE,14.105974,45.441079,138
OYBN,YE,14.781714,45.719703,119
YE-0005,YE,14.44872,47.27955,145
OYZM,YE,16.200000762939453,44.78300094604492,145
OYHD,YE,14.753000259399414,42.97629928588867,141
FMCZ,YT,-12.809319,45.281815,117
