AirportCode,AirfieldName,Latitude,Longitude,ParkingCost
SE09,EC,-2.174602,-79.234887,126
SEKH,EC,-2.033081,-77.670886,135
SEBW,EC,-1.260964,-76.387219,133
HHBA,ER,15.122394,37.614335,108
ER-0004,ER,14.32168,36.63028,124
HHAG,ER,15.53783,37.855481,115
HHTS,ER,15.104322,36.681711,116
ER-0003,ER,15.75794,39.97046,113
ER-0001,ER,15.68151,40.104431,121
HHAS,ER,15.291899681091309,38.91070175170898,141
ER-0002,ER,15.72753,40.07532,105
HHSB,ER,13.071800231933594,42.64500045776367,128
HHMS,ER,15.670000076293944,39.37009811401367,123
FOGF,GA,-1.278325,10.612497,105
FOGE,GA,-2.4,11.367,134
FOGK,GA,-1.1846100091934,12.441300392151,146
FOGR,GA,-0.7043889760971069,10.245699882507324,112
GA-GAX,GA,-2.785278,10.047222,103
FOON,GA,-1.6561599969863892,13.437999725341797,117
GA-0008,GA,-0.144131,12.187929,124
FOOR,GA,-0.8266670107841492,12.748600006103516,143
GA-0006,GA,-0.02894,11.418021,138
GA-0009,GA,-0.539352,12.633707,138
SOGS,GF,4.285833,-54.373056,102
SOOR,GF,4.31339,-52.132745,104
SOOS,GF,3.61361,-53.204201,112
SOOG,GF,3.8976,-51.8041,148
GF-0003,GF,4.816117,-53.289505,137
GF-0010,GF,5.66342,-53.76469,146
GF-0013,GF,4.89211,-52.49146,142
GF-0002,GF,4.21009,-51.667702,135
GF-0001,GF,5.176046,-52.694206,113
GF-0004,GF,3.172847,-52.336142,130
DGLN,GH,10.899999618530272,-1.100000023841858,113
DGSN,GH,7.36183,-2.32876,121
DGLW,GH,10.0826997756958,-2.507689952850342,119
DGTK,GH,4.896059989929199,-1.7747600078582764,100
DGAH,GH,6.579691,0.532547,113
DGLE,GH,9.55718994140625,-0.8632140159606934,112
GH-0001,GH,6.114864,0.057761,147
DGAA,GH,5.605189800262451,-0.1667860001325607,107
DGLY,GH,9.425000190734863,-0.0047220000997185,147
GH-0002,GH,6.322619,0.087893,148
GBYD,GM,13.338,-16.652201,130
GGCF,GW,11.2878999710083,-15.180500030517578,115
GW-0001,GW,12.32008,-13.958281,144
GGGB,GW,12.292002,-14.236044,138
GGOV,GW,11.894800186157228,-15.65369987487793,145
GGBF,GW,12.176437,-14.657811,113
GG64,GW,11.536858,-14.761904,125
GGBU,GW,11.297355651855469,-15.838079452514648,115
WIOS,ID,0.063851,111.473572,135
WIDS,ID,-0.47918900847435,104.5790023803711,120
ID-0088,ID,-4.0256,138.2046,149
WAPC,ID,-4.5214,129.9054,118
WALT,ID,-0.0929730013013,117.45300293,124
ID-0266,ID,-4.21977,139.41273,129
ID-0062,ID,-3.6799,140.22955,134
ID-0176,ID,-3.959166,139.901563,141
WAWW,ID,-4.08161,122.417999,122
ID-0077,ID,0.1228,111.4197,119
IE-0024,IE,52.866546,-6.810249,116
IE-0001,IE,52.603908,-8.417588,123
IE-0020,IE,53.884757,-8.488176,132
EIWT,IE,53.3522,-6.48611,131
IE-0034,IE,52.414439,-6.363058,129
IE-0023,IE,52.34653,-9.76285,106
EISG,IE,54.280200958252,-8.5992097854614,146
EIBR,IE,53.07059860229492,-7.898330211639404,130
EICM,IE,53.300201416015625,-8.941590309143066,148
EICL,IE,53.249656677246094,-7.122745513916016,120
LLIB,IL,32.980999,35.571899,113
IL-0007,IL,31.9672,34.7536,123
LLBO,IL,32.649854,34.933126,120
LLHZ,IL,32.180599212646484,34.83470153808594,126
LLHB,IL,31.233400344848636,34.662601470947266,102
LL60,IL,30.859399795532227,34.44309997558594,136
LLOV,IL,29.9403,34.935799,114
LLMR,IL,30.65060043334961,34.80690002441406,147
IL-0005,IL,31.8692,34.6907,109
LLSD,IL,32.1147,34.7822,101
FJDG,IO,-7.31327,72.411102,116
BIBD,IS,65.64129638671875,-23.546199798583984,135
BIFZ,IS,63.84816,-20.716267,137
BIBV,IS,64.790037,-14.043927,137
BISN,IS,64.384723,-15.371935,146
BISP,IS,64.6541976928711,-18.49690055847168,126
BIGJ,IS,65.99530029296875,-21.32690048217773,118
BIHI,IS,64.88610076904297,-19.49250030517578,109
BIAE,IS,65.90470123291016,-22.363300323486328,112
BITM,IS,63.68999862670898,-19.563100814819336,121
BIDV,IS,64.642372,-14.277297,114
LIAT,IT,43.5919444444,10.6955555556,124
IT-0530,IT,44.28966,11.625632,136
IT-0429,IT,45.770727,12.244068,115
IT-0359,IT,45.275425,9.482934,131
IT-0084,IT,46.313801,11.111898,135
IT-0177,IT,40.431896,16.5538,141
LINL,IT,40.35974,18.297923,143
IT-0557,IT,40.110195,18.49072,121
IT-0354,IT,44.99341,10.060065,116
IT-0743,IT,45.565275,12.322812,148
EGJJ,JE,49.20790100097656,-2.195509910583496,131
OJ38,JO,32.025299072265625,36.144798278808594,146
JO-0015,JO,31.568827,36.778292,141
JO-0004,JO,32.0267062933,36.4086914062,147
OJHF,JO,32.160702,37.149399,131
OJHR,JO,32.5392,38.195,129
OJMF,JO,32.3564,36.259201,110
JO-0002,JO,30.3435,36.147701,146
OJAM,JO,31.9727,35.9916,150
JO-0007,JO,31.251992,36.223211,122
JO-0003,JO,30.01919937133789,36.12590026855469,110
NGTR,KI,-2.616233,176.802209,108
NGON,KI,-1.7961100339889526,175.5260009765625,146
KI-0001,KI,1.356247,172.930108,134
NGTU,KI,3.08583,172.811005,131
NGTE,KI,-1.2244700193405151,174.7760009765625,111
KI-0002,KI,1.76283,-157.19466,134
NGTM,KI,-2.485830068588257,175.97000122070312,141
NGMA,KI,1.0036100149154663,173.031005859375,103
NGAB,KI,1.79861,173.041,133
NGNU,KI,-1.31444001198,176.410003662,102
FMCN,KM,-11.7108,43.2439,104
FMCH,KM,-11.5337,43.2719,142
FMCV,KM,-12.131047,44.430044,103
FMCI,KM,-12.2981,43.766399,148
KP-0082,KP,40.400523,128.855596,100
KP-0001,KP,41.8013000488,129.854995728,126
KP-0075,KP,38.23791,126.1203,108
KP-0024,KP,38.59404,126.526558,140
KP-0013,KP,38.864707,127.904034,114
KP-0058,KP,38.673885,126.923718,104
KP-0011,KP,39.017583,125.844913,145
KP-0019,KP,38.613517,127.452393,109
KP-0005,KP,38.131113,125.233154,100
KP-0072,KP,40.672013,128.141098,113
RK39,KR,38.198715,127.222849,132
RKPE,KR,35.140248,128.696229,129
RKUL,KR,36.267085,127.108881,123
RKPC,KR,33.512058,126.492548,103
KR-0017,KR,34.695967,126.519542,139
RK82,KR,38.119736,128.040247,140
KR-0611,KR,36.837592,128.579607,142
RK36,KR,38.176646,127.102139,139
RK17,KR,38.139645,128.009123,130
RK22,KR,38.120023,127.686067,142
KZ-0083,KZ,47.891086,74.054011,131
KZ-0068,KZ,50.736074,78.538942,101
UATR,KZ,47.904999,59.619999,100
KZ-0031,KZ,42.4640998840332,69.60099792480469,134
KZ-0064,KZ,50.38880157470703,73.09420013427734,135
KZ-0079,KZ,47.582142,83.726539,126
UAAR,KZ,43.352052,76.883039,100
KZ-0018,KZ,43.26559829711914,68.6427001953125,101
KZ-0074,KZ,46.347,72.82,133
KZ-0077,KZ,47.675444,84.300148,146
DGM,LK,7.1079,79.8721,117
LK-0003,LK,8.9426,79.94759,134
VCCA,LK,8.301542,80.42848,118
VCCC,LK,6.821990013122559,79.88619995117188,101
VCCB,LK,7.70576,81.678802,132
LK-0004,LK,9.26869,80.72741,144
VCCJ,LK,9.79233,80.070099,143
DBK,LK,8.273,79.756,127
KEZ,LK,6.95,79.93,111
VCCW,LK,6.25448989868,81.23519897460001,106
FXPG,LS,-29.1206,28.505301,106
FXBB,LS,-29.424999237060547,28.66699981689453,133
FXMM,LS,-29.462299346923828,27.552499771118164,109
FXNH,LS,-30.066999435424805,27.867000579833984,115
FXMH,LS,-30.144500732421875,27.470800399780277,112
FXMU,LS,-29.304100036621094,27.50349998474121,139
FXSK,LS,-30.03890037536621,28.37030029296875,133
FXMS,LS,-29.678025,28.805082,116
FXTB,LS,-30.049999237060547,28.433000564575195,122
FXMF,LS,-29.80109977722168,27.243600845336918,117
LT-0019,LT,56.267717,24.01368,150
EYLN,LT,55.0214,22.9739,125
EYKS,LT,54.879799,23.8815,105
LT-0015,LT,54.570783,23.156836,123
EYVK,LT,54.66830062866211,25.51580047607422,125
EYAL,LT,54.412525,24.059929,129
EYPA,LT,55.97320175170898,21.093900680541992,136
LT-0027,LT,55.57675,24.26939,115
EYJB,LT,55.118049621,22.7648735,144
EYSB,LT,56.070599,23.5581,114
HL70,LY,27.257299423217773,21.618099212646484,119
HL84,LY,27.97570037841797,22.35740089416504,143
HL50,LY,28.587099075317383,19.30340003967285,105
HLZU,LY,30.870199,20.0755,141
HL57,LY,24.178316,14.542894,141
LY-0004,LY,26.033861,12.925694,148
HL80,LY,30.643,18.320801,102
HL68,LY,32.4529,23.118601,105
HLLQ,LY,32.7887,21.9643,125
HLWA,LY,28.322399139404297,19.93000030517578,124
MD-0007,MD,46.45025,29.92919,124
LUBM,MD,47.862701416015625,28.212799072265625,135
LUKK,MD,46.92770004272461,28.93099975585937,130
LUCH,MD,45.8438,28.2637,103
MD-0002,MD,47.06809997558594,29.095399856567383,140
MD-0003,MD,46.83656,28.901639,100
LUBL,MD,47.837666,27.781108,144
MD-0004,MD,47.2521452,28.2802413,110
MD-0006,MD,46.18065,28.38241,105
LUTR,MD,46.868099,29.590599,131
FMNS,MG,-14.2786,50.174702,127
FMMG,MG,-18.701273,44.614921,141
FMSY,MG,-24.69969940185547,44.73419952392578,150
FMNN,MG,-13.3121,48.3148,121
FMMY,MG,-19.383333,48.95,136
FMMT,MG,-18.109501,49.392502,106
MG-0004,MG,-24.84006,45.675457,133
FMSF,MG,-21.441601,47.111698,102
AHY,MG,-20.0158333333,45.535,114
FMNO,MG,-16.10169,45.358837,113
ZMBH,MN,46.16329956054688,100.7040023803711,144
ZMDZ,MN,43.608628,104.367734,136
ZMHU,MN,46.9258003235,102.773002625,130
MN-0005,MN,45.9467,109.1233,117
ZMHH,MN,47.246667,102.826111,102
ZMOT,MN,43.145552,106.843509,104
ZMAT,MN,46.37639999389648,96.22109985351562,143
MN-0003,MN,44.09521,103.53464,117
ZMUL,MN,48.993301,89.922501,134
ZMTL,MN,48.73887,98.2941,136
MV-0011,MV,2.31339,73.29609,142
VRMO,MV,0.7324,73.4336,102
VRNT,MV,2.211,73.1533,111
MV-0008,MV,2.68125,72.93134,120
FND,MV,6.162443,73.28752,101
VREI,MV,5.7083,73.025,113
VRMM,MV,4.191830158233643,73.52909851074219,137
VRBK,MV,6.630762,73.067815,109
VRMV,MV,3.470556,72.835833,148
MV-0007,MV,5.8048,73.29992,145
FWBG,MW,-16.578408,35.116148,125
FWKI,MW,-13.7894001007,33.78099823,104
FWSU,MW,-16.269338,34.877216,119
MW-0001,MW,-11.8353,34.16446,110
FWKA,MW,-9.953570365905762,33.893001556396484,136
FWMC,MW,-13.800000190734863,32.900001525878906,115
FWSM,MW,-13.755892702500002,34.5841884613,136
FWLK,MW,-12.079787,34.736253,124
FWZA,MW,-15.386309,35.383575,143
FWDZ,MW,-14.383,34.317001,134
WBGO,MY,3.197567,115.308802,121
MY-0022,MY,6.0941667556762695,116.97000122070312,124
MY-0023,MY,5.966388702392578,117.29638671875,148
MY-GTK,MY,2.64118,102.89297,147
WBKU,MY,5.597195,115.582695,108
WBGM,MY,4.178734,114.330318,150
WBGR,MY,4.32201,113.987,144
MY-0016,MY,5.406111240386963,118.3963851928711,146
WBKP,MY,5.996571,117.404795,105
WBGK,MY,2.881944,112.043333,132
AME,MZ,-15.6102777778,37.6813888889,147
FQFU,MZ,-14.91860008239746,33.628299713134766,122
MZ-0045,MZ,-21.547634,35.119673,103
FQPO,MZ,-26.826913,32.838444,106
MZ-0004,MZ,-21.9672451019,35.4247283936,127
MZ-0010,MZ,-22.044039,34.158814,114
MZ-0035,MZ,-12.525447,39.654529,104
MZ-0018,MZ,-20.913318,34.283153,121
MZ-0048,MZ,-10.84903,40.50541,138
MZ-0009,MZ,-23.866113,35.136698,149
YSNF,NF,-29.041887,167.939616,139
PE-0010,PE,-10.705015,-77.800884,138
SPOR,PE,-15.315232,-72.352095,125
PE-0023,PE,-4.08687,-81.02577,149
SPOA,PE,-6.96003007888794,-76.76840209960938,120
PE-0022,PE,-8.58173,-78.68142,101
SPEQ,PE,-17.179000854492188,-70.93080139160156,140
SPSI,PE,-16.367000579833984,-72.16699981689453,117
SPGU,PE,-5.634722232818604,-78.53055572509766,150
SPRM,PE,-11.128600120544434,-75.35050201416016,128
SPDR,PE,-3.80601000786,-75.03929901119999,131
BDZ,PG,-6.34722222222,146.942222222,114
TBE,PG,-4.196633,143.519222,122
DPU,PG,-5.858,145.705,135
PG-0064,PG,-6.2437,142.6158,124
AYNT,PG,-6.7227,143.5636,127
AYXS,PG,-5.1363,142.284,111
VIV,PG,-9.30333333333,150.318888889,143
AYEM,PG,-4.8141,143.9103,137
AYTL,PG,-6.3708,144.7167,142
AYGS,PG,-6.1028,141.7393,124
QA-0009,QA,24.988976,51.50031,105
OTBK,QA,25.629601,51.506699,149
OTHH,QA,25.273056,51.608056,139
OTBH,QA,25.1173000336,51.3149986267,118
OTBD,QA,25.261101,51.565102,115
OT62,QA,25.700539,51.36303,145
QA-0001,QA,25.467722,50.999479,104
QA-0012,QA,25.76411,51.29276,105
QA-0014,QA,25.40051,50.826614,117
FMEP,RE,-21.319362,55.422506,109
RE-0006,RE,-21.15235,55.27887,124
RE-0001,RE,-21.111944,55.261667,145
FMEE,RE,-20.890087,55.518894,150
RE-0002,RE,-20.98608,55.66457,140
AGGB,SB,-11.3022222222,159.798333333,109
AGGM,SB,-8.32797,157.263,147
AGGV,SB,-7.585559844970703,158.7310028076172,124
AGKU,SB,-8.0262,156.94783,120
AGKG,SB,-7.3305,157.585,123
AGOB,SB,-8.325008,160.80051,106
AGGK,SB,-10.4497003555,161.897994995,105
AGEV,SB,-7.575829982757568,156.5970001220703,100
SB-VIU,SB,-8.5085,157.69,119
AGRM,SB,-8.168060302734375,157.64300537109375,128
FDBM,SZ,-26.867000579833984,31.933000564575195,123
FDBS,SZ,-26.799999237060547,31.899999618530277,148
FDMH,SZ,-26.024200439453125,31.809999465942383,117
FDTS,SZ,-25.983334,31.200001,106
FDTM,SZ,-26.106429,31.919489,108
FDSM,SZ,-26.200000762939453,31.933332443237305,105
FDNH,SZ,-27.119494,31.212118,111
FDNS,SZ,-26.987222,31.937222,127
FDBT,SZ,-26.735200881958008,31.77589988708496,128
FDUB,SZ,-26.77079963684082,31.936399459838867,135
TF-0001,TF,-15.8916666667,54.5222222222,135
FMZJ,TF,-17.05396,42.7193,132
FR-0314,TF,-22.3486995697,40.3515014648,126
ZZ-0002,TF,-11.5842777778,47.296388888900005,106
WPMN,TL,-8.97224,125.214996,101
WPDL,TL,-8.546562,125.524507,105
ID-KCI,TL,-8.349193,127.050793,122
WPOC,TL,-9.19806,124.343002,135
WPVQ,TL,-8.88379955291748,126.3730010986328,105
TL-0002,TL,-8.670092,127.022542,138
TL-0001,TL,-8.455563,126.975861,138
WPDB,TL,-9.30331039428711,125.28700256347656,150
WPFL,TL,-8.447964,126.987362,120
WPAT,TL,-8.243133,125.606378,124
TZ-0133,TZ,-4.425665,33.450677,100
HTOL,TZ,-4.287732,36.616115,118
HTEN,TZ,-3.194243,35.26315,126
TZ-0119,TZ,-2.402902,36.120142,124
TZ-0092,TZ,-7.267927,34.218247,149
TZ-0021,TZ,-7.042659,34.724101,105
TZ-0136,TZ,-6.471723,38.880082,146
TZ-0109,TZ,-4.469807,36.669798,135
HTMG,TZ,-6.797220230102539,37.653099060058594,115
HTUV,TZ,-5.090771,30.406772,136
UM-0002,UM,0.809797,-176.615705,133
PMDY,UM,28.2017,-177.380997,110
PWAK,UM,19.282437,166.636637,143
PLPA,UM,5.888748,-162.077866,124
UM-0005,UM,6.40405,-162.37781,110
PBAR,UM,0.192639,-176.478889,108
UM-0001,UM,28.209396362304688,-177.33090209960938,117
PJON,UM,16.728852,-169.534342,119
UM-0004,UM,-0.36633,-159.9913,117
US-0884,US,34.328029,-93.259288,131
US-0009,US,44.92910003662109,-116.17400360107422,109
US-1369,US,33.49739,-112.85205,104
GA95,US,33.526199,-84.502197,110
US-4265,US,39.33959,-119.39216,127
KUVA,US,29.2112998962,-99.743598938,117
7WA6,US,46.208199,-119.764,126
6S6,US,42.86959838867188,-124.05899810791016,119
49II,US,39.60979843139648,-87.01529693603516,130
7AR6,US,35.795794,-90.802375,150
SVMW,VE,7.616666793823242,-72.44999694824219,104
SVPG,VE,7.133333206176758,-68.58333587646484,123
VE-0216,VE,9.429,-63.3372,116
SVHH,VE,10.808099746704102,-69.63839721679688,115
SVSS,VE,9.466667175292969,-71.03333282470703,146
SVJO,VE,9.666666984558104,-67.05000305175781,140
VE-0105,VE,8.716667175292969,-69.24166870117188,131
VE-0202,VE,3.616667032241821,-65.19999694824219,138
SVRX,VE,9.843469619750977,-72.54720306396484,139
VE-0205,VE,5.7171,-62.33727,112
VN-0055,VN,-5e-06,-1.7e-05,129
XVL,VN,10.2509,105.9445,106
VN-0029,VN,21.39981,105.20861,108
VN-0038,VN,12.02068,106.81091,119
XLO,VN,10.330134,105.473144,100
VVGL,VN,21.040501,105.886002,125
HOO,VN,11.9787,107.5638,121
VVVT,VN,10.375093,107.096185,139
VVPR,VN,11.6335,108.952003,124
VN-0005,VN,8.644541,111.920347,121
NLWW,WF,-13.2383003235,-176.199005127,128
NLWF,WF,-14.3114004135,-178.065994263,121
XK-0001,XK,42.346508,21.194129,127
XK-0003,XK,42.47664,20.78648,141
LYPT,XK,42.849898,21.221705,138
LYDK,XK,42.435066,20.427768,108
BKPR,XK,42.5728,21.035801,119
AL-0002,XK,42.605253,20.910351,120
XK-0002,XK,42.63982,20.50275,138
XK-0005,XK,42.5411,21.11224,144
FAER,ZA,-23.72669982910156,27.68829917907715,112
FAHG,ZA,-26.51000022888184,28.38999938964844,130
ZA-0158,ZA,-33.975,22.418302,120
FAKE,ZA,-32.697337,28.356291,111
FAEO,ZA,-26.4955997467041,29.979799270629883,125
ZA-0070,ZA,-24.668333053588867,26.536666870117188,120
FAUH,ZA,-33.785301208496094,25.38330078125,118
FABA,ZA,-25.9762557716,28.3890151978,147
ZA-0308,ZA,-29.01958,24.6535,144
ZA-0090,ZA,-33.760250091552734,21.54722213745117,140
