AirportCode,AirfieldName,Latitude,Longitude,ParkingCost
KG-0014,KG,41.484500885,71.7337036133,118
KG-0033,KG,41.022871,72.98982,132
KG-0032,KG,41.00820159912109,72.56330108642578,145
KG-0013,KG,41.000801,72.700699,117
KP-0055,KP,41.560539,129.630411,126
KP-0078,KP,39.410004,125.670376,130
KP-0064,KP,38.548316,125.337203,130
KP-0070,KP,39.015216,127.406194,115
KP-0077,KP,39.813662,125.149727,129
KP-0085,KP,38.760509,126.080089,135
KP-0056,KP,41.249741,129.563699,109
KP-0067,KP,40.028699,126.192741,124
KP-0035,KP,40.6814,128.151001,112
KP-0063,KP,38.22773,125.136251,138
KP-0024,KP,38.59404,126.526558,132
KP-0005,KP,38.131113,125.233154,147
KP-0001,KP,41.8013000488,129.854995728,108
KP-0075,KP,38.23791,126.1203,104
KP-0072,KP,40.672013,128.141098,117
KP-0082,KP,40.400523,128.855596,149
KP-0058,KP,38.673885,126.923718,150
KP-0011,KP,39.017583,125.844913,126
KP-0019,KP,38.613517,127.452393,121
KP-0013,KP,38.864707,127.904034,150
RK25,KR,37.715263,126.56011,132
RKTE,KR,36.568199,127.5,117
KR-0064,KR,37.384438,127.94556,100
RKRN,KR,37.200715,127.469215,118
KR-0057,KR,37.879412,126.795731,146
RK95,KR,37.389105,127.954156,119
KR-0621,KR,35.42819,128.510084,137
RKPU,KR,35.59349823,129.352005005,137
RKTI,KR,37.03024,127.886353,142
QJP,KR,37.864555,127.176633,131
KR-0611,KR,36.837592,128.579607,109
RKPE,KR,35.140248,128.696229,128
RKUL,KR,36.267085,127.108881,134
RK39,KR,38.198715,127.222849,130
RKPC,KR,33.512058,126.492548,122
RK36,KR,38.176646,127.102139,121
RK82,KR,38.119736,128.040247,135
RK17,KR,38.139645,128.009123,148
RK22,KR,38.120023,127.686067,134
KR-0017,KR,34.695967,126.519542,124
LA-0004,LA,19.5238888889,102.889166667,129
LA-0005,LA,18.068039,102.910591,120
VLSV,LA,15.7094392077,106.410698891,112
VLSK,LA,16.55660057067871,104.76000213623048,144
VLVT,LA,17.988300323500003,102.56300354,115
VLXL,LA,19.6203,100.815332,136
PCQ,LA,21.6475,101.9,124
VLLB,LA,19.897300720214844,102.16100311279295,114
VLXK,LA,19.450001,103.157997,149
VLLN,LA,20.966999,101.400002,126
VLSB,LA,19.2436,101.7093,102
LA-0006,LA,20.324,100.165,120
VLPS,LA,15.132100105285645,105.78099822998048,147
LA-0002,LA,19.10700035095215,102.92400360107422,130
VLOS,LA,20.68269920349121,101.99400329589844,145
VLSN,LA,20.418399810791016,104.06700134277344,124
VLAP,LA,14.793056,107.045278,124
LA-0001,LA,18.924999,102.450996,142
VLHS,LA,20.2572994232,100.43699646,150
LA-0003,LA,22.121944,101.799167,141
KDZ,LK,7.3251,80.6422,109
VCCS,LK,7.956669807430001,80.7285003662,131
HBT,LK,6.124043,81.103,102
LK-0006,LK,7.85743,80.69005,108
DBU,LK,7.8604,80.6304,132
KDW,LK,7.2415,80.7834,137
VCCN,LK,6.55212020874,79.9775009155,121
LK-0002,LK,7.979668,79.856495,106
AFK,LK,7.284,81.644,128
DWO,LK,6.906585,79.909,106
DBK,LK,8.273,79.756,133
VCCA,LK,8.301542,80.42848,129
VCCC,LK,6.821990013122559,79.88619995117188,100
DGM,LK,7.1079,79.8721,146
VCCB,LK,7.70576,81.678802,109
VCCW,LK,6.25448989868,81.23519897460001,126
VCCJ,LK,9.79233,80.070099,141
KEZ,LK,6.95,79.93,109
LK-0004,LK,9.26869,80.72741,104
LK-0003,LK,8.9426,79.94759,130
VMMC,MO,22.149599,113.592003,150
VRMT,MV,0.488131,72.996902,116
MV-0001,MV,3.92496803919,73.4516716003,121
LMV,MV,5.457545,73.370261,139
VRMK,MV,1.8591699600219729,73.52189636230469,144
MV-0010,MV,2.9477,72.9167,125
MV-0012,MV,0.192647,73.196755,141
MV-0004,MV,5.31731,73.07896,105
MV-0002,MV,5.50897,72.98045,121
MV-0003,MV,5.29819,73.0575,143
VRDA,MV,5.818394,73.469181,134
MV-0011,MV,2.31339,73.29609,124
VRMO,MV,0.7324,73.4336,120
VRNT,MV,2.211,73.1533,140
MV-0008,MV,2.68125,72.93134,145
MV-0007,MV,5.8048,73.29992,148
VREI,MV,5.7083,73.025,131
VRMM,MV,4.191830158233643,73.52909851074219,134
VRBK,MV,6.630762,73.067815,102
VRMV,MV,3.470556,72.835833,139
FND,MV,6.162443,73.28752,104
PS-0001,PS,32.098363,35.345356,115
LLAZ,PS,31.36705,34.29451,140
PS-0002,PS,32.503056,35.289167,143
LVGZ,PS,31.246401,34.2761,118
OJJR,PS,31.866414,35.217753,114
OTBK,QA,25.629601,51.506699,147
QA-0012,QA,25.76411,51.29276,105
OTBD,QA,25.261101,51.565102,127
QA-0001,QA,25.467722,50.999479,106
OT62,QA,25.700539,51.36303,148
QA-0014,QA,25.40051,50.826614,140
OTBH,QA,25.1173000336,51.3149986267,145
OTHH,QA,25.273056,51.608056,106
QA-0009,QA,24.988976,51.50031,128
