AirportCode,AirfieldName,Latitude,Longitude,ParkingCost
DE-0388,DE,52.355651,12.824854,137
DE-0120,DE,52.0838,10.018,117
EDDR,DE,49.2145996094,7.10950994492,120
EDRN,DE,49.96992,7.478357,115
EDCA,DE,53.832779,13.668611,105
EDCL,DE,52.709442,12.073333,117
DE-0131,DE,51.6619,9.6044,128
DE-0391,DE,48.901667,8.328333,115
DE-0219,DE,51.8453,9.0141,148
DE-0433,DE,53.41861,11.80167,129
DE-0053,DE,49.2120464989,12.6541042328,136
EDNQ,DE,48.848057,10.333889,139
EDAZ,DE,52.204631,13.159526,142
UGMS,GE,43.053597,42.749012,124
GR-0056,GR,36.143088,28.068028,121
GR-0013,GR,38.431698,23.134922,101
LGPA,GR,37.020495,25.113195,131
LGNX,GR,37.0811,25.368099,120
GR-0005,GR,37.3489,23.254,111
LGST,GR,35.21609878540039,26.101299285888672,131
GR-0064,GR,40.979304,22.864308,113
LGML,GR,36.696899,24.4769,122
GR-0052,GR,40.12212,22.53513,116
GR-0019,GR,39.124454,20.696021,121
LG55,GR,37.094101,21.9904,117
GR-0011,GR,35.5295502,23.8330614,138
LGSA,GR,35.5317,24.1497,144
LGIO,GR,39.6964,20.8225,117
LGLR,GR,39.650253,22.4655,135
LGAV,GR,37.936401,23.9445,100
GR-0001,GR,40.840795,21.823633,133
LGAT,GR,37.89162,23.730211,112
GR-0028,GR,37.65919,22.704,105
LGRD,GR,36.383099,28.1089,115
MT-0003,MT,35.896914,14.418733,146
MT-0004,MT,35.835423,14.435584,126
MT-0002,MT,35.839985,14.494478,131
MT-0006,MT,36.03082,14.264878,135
MT-0001,MT,35.81333,14.513379,148
LMML,MT,35.857498,14.4775,115
MT-0005,MT,35.876926,14.489352,144
NL-0023,NL,51.785259,5.88099,130
NL-0031,NL,51.708889,3.712222,141
NL-0050,NL,52.133889,5.264167,145
NL-0057,NL,51.557778,5.759167,131
NL-0070,NL,52.07389,4.33972,128
NL-0037,NL,51.363056,6.216111,150
NL-0064,NL,52.069693,5.678129,101
NL-0026,NL,51.393056,6.062778,105
NL-0063,NL,51.715278,5.568611,118
EHHV,NL,52.191898,5.14694,114
EHGR,NL,51.567402,4.93183,125
EHDL,NL,52.0606,5.87306,144
NL-0041,NL,52.820556,4.926389,115
EHAL,NL,53.453612,5.678396,119
EHSE,NL,51.554901,4.553003,142
NL-0008,NL,51.358334,6.1525,137
EHWO,NL,51.4491,4.34203,123
EHVB,NL,52.1660995483,4.41794013977,130
NL-0067,NL,52.965093,6.508605,135
EHNP,NL,52.73071,5.746676,133
LYKA,RS,43.7318,20.717969,122
LYSO,RS,45.722333,19.057843,127
RS-0008,RS,43.563455,21.33626,147
RS-0011,RS,44.768889,20.304722,135
LYBJ,RS,44.9397222,20.4455556,121
RS-0023,RS,42.55331,21.86699,122
LYCA,RS,43.8981,20.435,144
RS-0032,RS,43.94069,21.40903,129
RS-0031,RS,44.1285,20.85362,117
LYLE,RS,43.019665,21.931963,119
LYBE,RS,44.818401,20.309099,116
RS-0007,RS,44.6439,20.9623,114
LYPN,RS,43.866389,21.486944,107
RS-0006,RS,45.7850337,19.0191747,146
LYVR,RS,45.1469,21.3099,112
LYKV,RS,43.817519,20.586662,120
RS-0021,RS,44.03592,20.17827,107
RS-0015,RS,43.094514,21.776161,147
RS-0018,RS,44.970289,20.060234,134
RS-0005,RS,44.934325,20.171635,148
RU-0922,RU,54.67994,39.78785,144
RU-0066,RU,69.014999,33.291668,111
RU-0639,RU,56.032263,93.248872,112
RU-0290,RU,57.416,42.19,113
RU-0708,RU,50.8937,128.47338,147
RU-0729,RU,60.43932,169.62441,130
RU-0511,RU,56.401394,39.958137,117
RU-0341,RU,55.3327207334,86.04554414750001,146
RU-0489,RU,49.736042,142.859672,137
RU-0372,RU,47.277386,39.635556,148
ULBM,RU,64.3854,37.441235,133
RU-0220,RU,55.068,37.454,138
UUBC,RU,54.5499992371,36.3666687012,118
RU-0494,RU,59.530483,29.331986,106
RU-0685,RU,64.1694,48.8127,112
USDS,RU,64.930485,77.811295,118
RU-0584,RU,46.4665,37.9568,114
RU-0485,RU,55.331223,39.339296,123
USII,RU,56.82809829711914,53.45750045776367,111
URSS,RU,43.449902,39.9566,119
SM-0001,SM,43.940459,12.446249,100
LIKD,SM,43.948895,12.511411,145
TR-0030,TR,41.634998,27.492399,134
LTFM,TR,41.261297,28.741951,108
TR-0019,TR,41.720113,26.74171,117
LTBU,TR,41.13819885253906,27.919099807739254,102
TR-0028,TR,40.787068,26.606655,103
LTBA,TR,40.971913,28.823714,135
LTBW,TR,41.1036,28.547701,118
LYPT,XK,42.849898,21.221705,144
BKPR,XK,42.5728,21.035801,108
XK-0002,XK,42.63982,20.50275,140
AL-0002,XK,42.605253,20.910351,148
XK-0005,XK,42.5411,21.11224,131
LYDK,XK,42.435066,20.427768,106
XK-0001,XK,42.346508,21.194129,100
XK-0003,XK,42.47664,20.78648,136
