AirfieldName,Time,WeatherCode
AE,1680685200,0
AE,1680706800,28
AE,1680728400,13
AE,1680750000,30
AE,1680771600,27
AE,1680793200,16
AE,1680814800,29
AE,1680836400,30
AE,1680858000,17
AE,1680879600,11
AE,1680901200,31
AE,1680922800,7
AE,1680944400,20
AE,1680966000,30
AE,1680987600,25
AE,1681009200,22
AE,1681030800,16
AE,1681052400,7
AE,1681074000,3
AE,1681095600,18
AE,1681117200,25
AE,1681138800,16
AE,1681160400,25
AE,1681182000,3
AE,1681203600,26
AE,1681225200,19
AE,1681246800,25
AE,1681268400,26
AE,1681290000,13
AE,1681311600,20
AE,1681333200,8
AE,1681354800,31
AE,1681376400,21
AE,1681398000,24
AE,1681419600,21
AE,1681441200,12
AE,1681462800,15
AE,1681484400,22
AE,1681506000,13
AE,1681527600,13
AE,1681549200,17
AE,1681570800,13
AE,1681592400,31
AE,1681614000,18
AE,1681635600,14
AE,1681657200,15
AE,1681678800,25
AE,1681700400,29
AE,1681722000,22
AE,1681743600,28
AE,1681765200,21
AE,1681786800,18
AE,1681808400,15
AE,1681830000,19
AE,1681851600,16
AE,1681873200,24
AE,1681894800,10
AE,1681916400,12
AE,1681938000,23
AE,1681959600,24
AE,1681981200,30
AE,1682002800,6
AE,1682024400,17
AE,1682046000,6
AE,1682067600,10
AE,1682089200,8
AE,1682110800,26
AE,1682132400,24
AE,1682154000,3
AE,1682175600,11
AE,1682197200,22
AE,1682218800,11
AE,1682240400,20
AE,1682262000,2
AE,1682283600,15
AE,1682305200,2
AE,1682326800,12
AE,1682348400,25
AE,1682370000,18
AE,1682391600,1
AE,1682413200,3
AE,1682434800,21
AE,1682456400,19
AE,1682478000,0
AE,1682499600,23
AE,1682521200,14
AE,1682542800,7
AE,1682564400,26
AE,1682586000,27
AE,1682607600,12
AE,1682629200,14
AE,1682650800,11
AE,1682672400,8
AE,1682694000,24
AE,1682715600,15
AE,1682737200,6
AE,1682758800,12
AE,1682780400,28
AE,1682802000,8
AE,1682823600,23
AE,1682845200,3
AE,1682866800,30
AE,1682888400,27
AF,1680296400,7
AF,1680318000,5
AF,1680339600,23
AF,1680361200,10
AF,1680382800,19
AF,1680404400,20
AF,1680426000,22
AF,1680447600,13
AF,1680469200,7
AF,1680490800,25
AF,1680512400,13
AF,1680534000,21
AF,1680555600,30
AF,1680577200,15
AF,1680598800,19
AF,1680620400,13
AF,1680642000,30
AF,1680663600,20
AF,1680685200,6
AF,1680706800,8
AF,1680728400,12
AF,1680750000,20
AF,1680771600,16
AF,1680793200,22
AF,1680814800,9
AF,1680836400,18
AF,1680858000,12
AF,1680879600,9
AF,1680901200,7
AF,1680922800,8
AF,1680944400,11
AF,1680966000,5
AF,1680987600,0
AF,1681009200,8
AF,1681030800,23
AF,1681052400,14
AF,1681074000,11
AF,1681095600,20
AF,1681117200,9
AF,1681138800,23
AF,1681160400,29
AF,1681182000,20
AF,1681203600,19
AF,1681225200,11
AF,1681246800,0
AF,1681268400,13
AF,1681290000,3
AF,1681311600,28
AF,1681333200,18
AF,1681354800,24
AF,1681376400,23
AF,1681398000,25
AF,1681419600,27
AF,1681441200,7
AF,1681462800,21
AF,1681484400,22
AF,1681506000,17
AF,1681527600,31
AF,1681549200,6
AF,1681570800,14
AF,1681592400,13
AF,1681614000,28
AF,1681635600,11
AF,1681657200,25
AF,1681678800,5
AF,1681700400,3
AF,1681722000,4
AF,1681743600,7
AF,1681765200,21
AF,1681786800,11
AF,1681808400,29
AF,1681830000,8
AF,1681851600,2
AF,1681873200,9
AF,1681894800,13
AF,1681916400,1
AF,1681938000,27
AF,1681959600,5
AF,1681981200,25
AF,1682002800,1
AF,1682024400,1
AF,1682046000,18
AF,1682067600,10
AF,1682089200,15
AF,1682110800,15
AF,1682132400,19
AF,1682154000,12
AF,1682175600,3
AF,1682197200,11
AF,1682218800,31
AF,1682240400,6
AF,1682262000,21
AF,1682283600,7
AF,1682305200,31
AF,1682326800,31
AF,1682348400,28
AF,1682370000,20
AF,1682391600,20
AF,1682413200,5
AF,1682434800,31
AF,1682456400,8
AF,1682478000,21
AF,1682499600,1
AF,1682521200,19
AF,1682542800,1
AF,1682564400,26
AF,1682586000,10
AF,1682607600,27
AF,1682629200,7
AF,1682650800,26
AF,1682672400,20
AF,1682694000,23
AF,1682715600,23
AF,1682737200,14
AF,1682758800,14
AF,1682780400,7
AF,1682802000,0
AF,1682823600,1
AF,1682845200,17
AF,1682866800,26
AF,1682888400,10
AL,1680296400,0
AL,1680318000,5
AL,1680339600,16
AL,1680361200,2
AL,1680382800,19
AL,1680404400,2
AL,1680426000,0
AL,1680447600,21
AL,1680469200,31
AL,1680490800,4
AL,1680512400,13
AL,1680534000,28
AL,1680555600,25
AL,1680577200,2
AL,1680598800,10
AL,1680620400,5
AL,1680642000,26
AL,1680663600,3
AL,1680685200,14
AL,1680706800,18
AL,1680728400,2
AL,1680750000,31
AL,1680771600,7
AL,1680793200,19
AL,1680814800,10
AL,1680836400,25
AL,1680858000,30
AL,1680879600,7
AL,1680901200,5
AL,1680922800,20
AL,1680944400,30
AL,1680966000,0
AL,1680987600,27
AL,1681009200,26
AL,1681030800,20
AL,1681052400,27
AL,1681074000,10
AL,1681095600,12
AL,1681117200,27
AL,1681138800,0
AL,1681160400,11
AL,1681182000,17
AL,1681203600,2
AL,1681225200,22
AL,1681246800,5
AL,1681268400,23
AL,1681290000,15
AL,1681311600,8
AL,1681333200,27
AL,1681354800,15
AL,1681376400,4
AL,1681398000,2
AL,1681419600,23
AL,1681441200,11
AL,1681462800,26
AL,1681484400,17
AL,1681506000,3
AL,1681527600,11
AL,1681549200,9
AL,1681570800,2
AL,1681592400,22
AL,1681614000,19
AL,1681635600,23
AL,1681657200,26
AL,1681678800,21
AL,1681700400,12
AL,1681722000,5
AL,1681743600,16
AL,1681765200,7
AL,1681786800,4
AL,1681808400,19
AL,1681830000,10
AL,1681851600,29
AL,1681873200,24
AL,1681894800,14
AL,1681916400,24
AL,1681938000,7
AL,1681959600,0
AL,1681981200,0
AL,1682002800,0
AL,1682024400,11
AL,1682046000,2
AL,1682067600,23
AL,1682089200,22
AL,1682110800,22
AL,1682132400,24
AL,1682154000,28
AL,1682175600,4
AL,1682197200,25
AL,1682218800,21
AL,1682240400,7
AL,1682262000,13
AL,1682283600,9
AL,1682305200,1
AL,1682326800,15
AL,1682348400,15
AL,1682370000,28
AL,1682391600,8
AL,1682413200,13
AL,1682434800,22
AL,1682456400,4
AL,1682478000,26
AL,1682499600,9
AL,1682521200,22
AL,1682542800,26
AL,1682564400,6
AL,1682586000,7
AL,1682607600,20
AL,1682629200,18
AL,1682650800,4
AL,1682672400,20
AL,1682694000,13
AL,1682715600,9
AL,1682737200,2
AL,1682758800,6
AL,1682780400,26
AL,1682802000,9
AL,1682823600,30
AL,1682845200,14
AL,1682866800,5
AL,1682888400,10
AM,1680296400,9
AM,1680318000,22
AM,1680339600,22
AM,1680361200,17
AM,1680382800,4
AM,1680404400,10
AM,1680426000,8
AM,1680447600,10
AM,1680469200,17
AM,1680490800,14
AM,1680512400,2
AM,1680534000,5
AM,1680555600,21
AM,1680577200,30
AM,1680598800,6
AM,1680620400,24
AM,1680642000,22
AM,1680663600,9
AM,1680685200,21
AM,1680706800,27
AM,1680728400,2
AM,1680750000,31
AM,1680771600,7
AM,1680793200,9
AM,1680814800,7
AM,1680836400,12
AM,1680858000,15
AM,1680879600,19
AM,1680901200,3
AM,1680922800,15
AM,1680944400,26
AM,1680966000,11
AM,1680987600,12
AM,1681009200,25
AM,1681030800,2
AM,1681052400,25
AM,1681074000,29
AM,1681095600,29
AM,1681117200,6
AM,1681138800,26
AM,1681160400,28
AM,1681182000,0
AM,1681203600,16
AM,1681225200,7
AM,1681246800,23
AM,1681268400,29
AM,1681290000,14
AM,1681311600,1
AM,1681333200,27
AM,1681354800,24
AM,1681376400,2
AM,1681398000,26
AM,1681419600,24
AM,1681441200,23
AM,1681462800,3
AM,1681484400,2
AM,1681506000,7
AM,1681527600,23
AM,1681549200,1
AM,1681570800,16
AM,1681592400,27
AM,1681614000,30
AM,1681635600,2
AM,1681657200,2
AM,1681678800,27
AM,1681700400,23
AM,1681722000,1
AM,1681743600,26
AM,1681765200,16
AM,1681786800,24
AM,1681808400,2
AM,1681830000,28
AM,1681851600,8
AM,1681873200,21
AM,1681894800,24
AM,1681916400,31
AM,1681938000,18
AM,1681959600,6
AM,1681981200,4
AM,1682002800,12
AM,1682024400,23
AM,1682046000,26
AM,1682067600,24
AM,1682089200,9
AM,1682110800,14
AM,1682132400,18
AM,1682154000,25
AM,1682175600,29
AM,1682197200,25
AM,1682218800,23
AM,1682240400,10
AM,1682262000,15
AM,1682283600,9
AM,1682305200,21
AM,1682326800,8
AM,1682348400,29
AM,1682370000,26
AM,1682391600,30
AM,1682413200,18
AM,1682434800,25
AM,1682456400,8
AM,1682478000,24
AM,1682499600,8
AM,1682521200,4
AM,1682542800,12
AM,1682564400,12
AM,1682586000,12
AM,1682607600,26
AM,1682629200,6
AM,1682650800,13
AM,1682672400,31
AM,1682694000,5
AM,1682715600,28
AM,1682737200,6
AM,1682758800,29
AM,1682780400,20
AM,1682802000,11
AM,1682823600,14
AM,1682845200,16
AM,1682866800,8
AM,1682888400,17
AO,1680296400,14
AO,1680318000,13
AO,1680339600,0
AO,1680361200,11
AO,1680382800,18
AO,1680404400,1
AO,1680426000,7
AO,1680447600,3
AO,1680469200,6
AO,1680490800,9
AO,1680512400,12
AO,1680534000,28
AO,1680555600,29
AO,1680577200,15
AO,1680598800,31
AO,1680620400,23
AO,1680642000,1
AO,1680663600,12
AO,1680685200,27
AO,1680706800,11
AO,1680728400,27
AO,1680750000,12
AO,1680771600,18
AO,1680793200,28
AO,1680814800,15
AO,1680836400,9
AO,1680858000,23
AO,1680879600,29
AO,1680901200,6
AO,1680922800,2
AO,1680944400,5
AO,1680966000,28
AO,1680987600,3
AO,1681009200,22
AO,1681030800,5
AO,1681052400,4
AO,1681074000,14
AO,1681095600,3
AO,1681117200,4
AO,1681138800,23
AO,1681160400,24
AO,1681182000,14
AO,1681203600,24
AO,1681225200,21
AO,1681246800,20
AO,1681268400,28
AO,1681290000,12
AO,1681311600,11
AO,1681333200,3
AO,1681354800,14
AO,1681376400,22
AO,1681398000,2
AO,1681419600,30
AO,1681441200,26
AO,1681462800,31
AO,1681484400,21
AO,1681506000,27
AO,1681527600,13
AO,1681549200,17
AO,1681570800,18
AO,1681592400,31
AO,1681614000,16
AO,1681635600,4
AO,1681657200,23
AO,1681678800,17
AO,1681700400,24
AO,1681722000,28
AO,1681743600,22
AO,1681765200,24
AO,1681786800,20
AO,1681808400,1
AO,1681830000,23
AO,1681851600,17
AO,1681873200,1
AO,1681894800,12
AO,1681916400,20
AO,1681938000,5
AO,1681959600,27
AO,1681981200,10
AO,1682002800,12
AO,1682024400,24
AO,1682046000,23
AO,1682067600,8
AO,1682089200,0
AO,1682110800,1
AO,1682132400,22
AO,1682154000,19
AO,1682175600,18
AO,1682197200,15
AO,1682218800,21
AO,1682240400,10
AO,1682262000,7
AO,1682283600,16
AO,1682305200,6
AO,1682326800,10
AO,1682348400,2
AO,1682370000,15
AO,1682391600,25
AO,1682413200,17
AO,1682434800,14
AO,1682456400,12
AO,1682478000,7
AO,1682499600,17
AO,1682521200,9
AO,1682542800,6
AO,1682564400,28
AO,1682586000,13
AO,1682607600,17
AO,1682629200,24
AO,1682650800,10
AO,1682672400,30
AO,1682694000,19
AO,1682715600,0
AO,1682737200,27
AO,1682758800,11
AO,1682780400,3
AO,1682802000,21
AO,1682823600,19
AO,1682845200,29
AO,1682866800,6
AO,1682888400,19
AQ,1680296400,1
AQ,1680318000,18
AQ,1680339600,27
AQ,1680361200,19
AQ,1680382800,19
AQ,1680404400,7
AQ,1680426000,2
AQ,1680447600,11
AQ,1680469200,26
AQ,1680490800,31
AQ,1680512400,19
AQ,1680534000,28
AQ,1680555600,0
AQ,1680577200,13
AQ,1680598800,8
AQ,1680620400,27
AQ,1680642000,18
AQ,1680663600,3
AQ,1680685200,16
AQ,1680706800,21
AQ,1680728400,22
AQ,1680750000,23
AQ,1680771600,28
AQ,1680793200,15
AQ,1680814800,8
AQ,1680836400,22
AQ,1680858000,7
AQ,1680879600,24
AQ,1680901200,27
AQ,1680922800,21
AQ,1680944400,0
AQ,1680966000,27
AQ,1680987600,11
AQ,1681009200,12
AQ,1681030800,17
AQ,1681052400,6
AQ,1681074000,2
AQ,1681095600,31
AQ,1681117200,28
AQ,1681138800,0
AQ,1681160400,25
AQ,1681182000,30
AQ,1681203600,15
AQ,1681225200,11
AQ,1681246800,6
AQ,1681268400,15
AQ,1681290000,13
AQ,1681311600,16
AQ,1681333200,3
AQ,1681354800,5
AQ,1681376400,7
AQ,1681398000,19
AQ,1681419600,16
AQ,1681441200,25
AQ,1681462800,12
AQ,1681484400,23
AQ,1681506000,25
AQ,1681527600,15
AQ,1681549200,12
AQ,1681570800,4
AQ,1681592400,4
AQ,1681614000,1
AQ,1681635600,11
AQ,1681657200,12
AQ,1681678800,14
AQ,1681700400,22
AQ,1681722000,10
AQ,1681743600,15
AQ,1681765200,11
AQ,1681786800,5
AQ,1681808400,27
AQ,1681830000,19
AQ,1681851600,13
AQ,1681873200,27
AQ,1681894800,7
AQ,1681916400,3
AQ,1681938000,2
AQ,1681959600,23
AQ,1681981200,5
AQ,1682002800,6
AQ,1682024400,10
AQ,1682046000,15
AQ,1682067600,17
AQ,1682089200,12
AQ,1682110800,0
AQ,1682132400,18
AQ,1682154000,31
AQ,1682175600,22
AQ,1682197200,4
AQ,1682218800,6
AQ,1682240400,10
AQ,1682262000,27
AQ,1682283600,13
AQ,1682305200,19
AQ,1682326800,3
AQ,1682348400,14
AQ,1682370000,13
AQ,1682391600,12
AQ,1682413200,3
AQ,1682434800,18
AQ,1682456400,1
AQ,1682478000,21
AQ,1682499600,2
AQ,1682521200,6
AQ,1682542800,21
AQ,1682564400,15
AQ,1682586000,30
AQ,1682607600,5
AQ,1682629200,19
AQ,1682650800,9
AQ,1682672400,12
AQ,1682694000,5
AQ,1682715600,1
AQ,1682737200,28
AQ,1682758800,21
AQ,1682780400,18
AQ,1682802000,0
AQ,1682823600,15
AQ,1682845200,17
AQ,1682866800,19
AQ,1682888400,28
AR,1680296400,6
AR,1680318000,1
AR,1680339600,6
AR,1680361200,21
AR,1680382800,10
AR,1680404400,6
AR,1680426000,21
AR,1680447600,31
AR,1680469200,29
AR,1680490800,21
AR,1680512400,21
AR,1680534000,5
AR,1680555600,30
AR,1680577200,22
AR,1680598800,5
AR,1680620400,9
AR,1680642000,12
AR,1680663600,1
AR,1680685200,26
AR,1680706800,31
AR,1680728400,9
AR,1680750000,17
AR,1680771600,17
AR,1680793200,23
AR,1680814800,22
AR,1680836400,7
AR,1680858000,4
AR,1680879600,8
AR,1680901200,16
AR,1680922800,13
AR,1680944400,11
AR,1680966000,15
AR,1680987600,23
AR,1681009200,12
AR,1681030800,8
AR,1681052400,14
AR,1681074000,21
AR,1681095600,17
AR,1681117200,7
AR,1681138800,18
AR,1681160400,17
AR,1681182000,10
AR,1681203600,26
AR,1681225200,3
AR,1681246800,0
AR,1681268400,28
AR,1681290000,18
AR,1681311600,7
AR,1681333200,6
AR,1681354800,25
AR,1681376400,28
AR,1681398000,16
AR,1681419600,16
AR,1681441200,4
AR,1681462800,25
AR,1681484400,20
AR,1681506000,15
AR,1681527600,4
AR,1681549200,0
AR,1681570800,20
AR,1681592400,18
AR,1681614000,7
AR,1681635600,10
AR,1681657200,17
AR,1681678800,15
AR,1681700400,7
AR,1681722000,16
AR,1681743600,17
AR,1681765200,15
AR,1681786800,27
AR,1681808400,14
AR,1681830000,6
AR,1681851600,4
AR,1681873200,19
AR,1681894800,16
AR,1681916400,6
AR,1681938000,17
AR,1681959600,2
AR,1681981200,15
AR,1682002800,25
AR,1682024400,26
AR,1682046000,18
AR,1682067600,25
AR,1682089200,4
AR,1682110800,16
AR,1682132400,16
AR,1682154000,7
AR,1682175600,19
AR,1682197200,28
AR,1682218800,8
AR,1682240400,17
AR,1682262000,18
AR,1682283600,0
AR,1682305200,5
AR,1682326800,7
AR,1682348400,12
AR,1682370000,20
AR,1682391600,28
AR,1682413200,14
AR,1682434800,11
AR,1682456400,18
AR,1682478000,23
AR,1682499600,8
AR,1682521200,20
AR,1682542800,7
AR,1682564400,18
AR,1682586000,25
AR,1682607600,7
AR,1682629200,17
AR,1682650800,6
AR,1682672400,9
AR,1682694000,29
AR,1682715600,30
AR,1682737200,31
AR,1682758800,12
AR,1682780400,7
AR,1682802000,28
AR,1682823600,16
AR,1682845200,24
AR,1682866800,13
AR,1682888400,9
AS,1680296400,12
AS,1680318000,20
AS,1680339600,28
AS,1680361200,31
AS,1680382800,27
AS,1680404400,20
AS,1680426000,13
AS,1680447600,13
AS,1680469200,16
AS,1680490800,8
AS,1680512400,18
AS,1680534000,22
AS,1680555600,28
AS,1680577200,20
AS,1680598800,8
AS,1680620400,20
AS,1680642000,12
AS,1680663600,25
AS,1680685200,18
AS,1680706800,27
AS,1680728400,9
AS,1680750000,18
AS,1680771600,30
AS,1680793200,16
AS,1680814800,1
AS,1680836400,17
AS,1680858000,22
AS,1680879600,10
AS,1680901200,24
AS,1680922800,11
AS,1680944400,16
AS,1680966000,0
AS,1680987600,15
AS,1681009200,1
AS,1681030800,13
AS,1681052400,19
AS,1681074000,14
AS,1681095600,31
AS,1681117200,15
AS,1681138800,25
AS,1681160400,4
AS,1681182000,6
AS,1681203600,21
AS,1681225200,15
AS,1681246800,4
AS,1681268400,13
AS,1681290000,27
AS,1681311600,1
AS,1681333200,21
AS,1681354800,14
AS,1681376400,31
AS,1681398000,0
AS,1681419600,14
AS,1681441200,16
AS,1681462800,21
AS,1681484400,24
AS,1681506000,13
AS,1681527600,13
AS,1681549200,21
AS,1681570800,7
AS,1681592400,21
AS,1681614000,3
AS,1681635600,30
AS,1681657200,16
AS,1681678800,7
AS,1681700400,4
AS,1681722000,13
AS,1681743600,24
AS,1681765200,1
AS,1681786800,12
AS,1681808400,8
AS,1681830000,3
AS,1681851600,4
AS,1681873200,1
AS,1681894800,21
AS,1681916400,28
AS,1681938000,24
AS,1681959600,18
AS,1681981200,14
AS,1682002800,28
AS,1682024400,13
AS,1682046000,2
AS,1682067600,31
AS,1682089200,8
AS,1682110800,27
AS,1682132400,23
AS,1682154000,14
AS,1682175600,27
AS,1682197200,30
AS,1682218800,10
AS,1682240400,19
AS,1682262000,0
AS,1682283600,16
AS,1682305200,10
AS,1682326800,20
AS,1682348400,24
AS,1682370000,5
AS,1682391600,15
AS,1682413200,3
AS,1682434800,9
AS,1682456400,12
AS,1682478000,23
AS,1682499600,6
AS,1682521200,30
AS,1682542800,0
AS,1682564400,14
AS,1682586000,0
AS,1682607600,24
AS,1682629200,16
AS,1682650800,27
AS,1682672400,7
AS,1682694000,3
AS,1682715600,0
AS,1682737200,8
AS,1682758800,13
AS,1682780400,30
AS,1682802000,21
AS,1682823600,12
AS,1682845200,20
AS,1682866800,3
AS,1682888400,24
AT,1680296400,3
AT,1680318000,9
AT,1680339600,3
AT,1680361200,29
AT,1680382800,20
AT,1680404400,21
AT,1680426000,3
AT,1680447600,3
AT,1680469200,14
AT,1680490800,20
AT,1680512400,0
AT,1680534000,2
AT,1680555600,16
AT,1680577200,29
AT,1680598800,14
AT,1680620400,5
AT,1680642000,29
AT,1680663600,29
AT,1680685200,0
AT,1680706800,26
AT,1680728400,14
AT,1680750000,26
AT,1680771600,4
AT,1680793200,6
AT,1680814800,31
AT,1680836400,26
AT,1680858000,0
AT,1680879600,11
AT,1680901200,2
AT,1680922800,7
AT,1680944400,9
AT,1680966000,3
AT,1680987600,24
AT,1681009200,25
AT,1681030800,17
AT,1681052400,31
AT,1681074000,30
AT,1681095600,6
AT,1681117200,25
AT,1681138800,20
AT,1681160400,0
AT,1681182000,31
AT,1681203600,1
AT,1681225200,1
AT,1681246800,6
AT,1681268400,16
AT,1681290000,9
AT,1681311600,22
AT,1681333200,25
AT,1681354800,16
AT,1681376400,21
AT,1681398000,4
AT,1681419600,1
AT,1681441200,9
AT,1681462800,18
AT,1681484400,19
AT,1681506000,6
AT,1681527600,19
AT,1681549200,20
AT,1681570800,9
AT,1681592400,21
AT,1681614000,30
AT,1681635600,6
AT,1681657200,20
AT,1681678800,18
AT,1681700400,26
AT,1681722000,20
AT,1681743600,5
AT,1681765200,7
AT,1681786800,22
AT,1681808400,17
AT,1681830000,20
AT,1681851600,0
AT,1681873200,13
AT,1681894800,17
AT,1681916400,21
AT,1681938000,25
AT,1681959600,12
AT,1681981200,3
AT,1682002800,23
AT,1682024400,1
AT,1682046000,10
AT,1682067600,30
AT,1682089200,16
AT,1682110800,22
AT,1682132400,3
AT,1682154000,14
AT,1682175600,25
AT,1682197200,29
AT,1682218800,17
AT,1682240400,21
AT,1682262000,3
AT,1682283600,24
AT,1682305200,5
AT,1682326800,22
AT,1682348400,31
AT,1682370000,25
AT,1682391600,21
AT,1682413200,6
AT,1682434800,28
AT,1682456400,5
AT,1682478000,12
AT,1682499600,2
AT,1682521200,2
AT,1682542800,17
AT,1682564400,20
AT,1682586000,9
AT,1682607600,9
AT,1682629200,12
AT,1682650800,11
AT,1682672400,25
AT,1682694000,29
AT,1682715600,13
AT,1682737200,1
AT,1682758800,31
AT,1682780400,9
AT,1682802000,26
AT,1682823600,13
AT,1682845200,5
AT,1682866800,0
AT,1682888400,23
AU,1680296400,7
AU,1680318000,19
AU,1680339600,1
AU,1680361200,11
AU,1680382800,17
AU,1680404400,10
AU,1680426000,27
AU,1680447600,19
AU,1680469200,6
AU,1680490800,29
AU,1680512400,17
AU,1680534000,25
AU,1680555600,6
AU,1680577200,22
AU,1680598800,28
AU,1680620400,25
AU,1680642000,8
AU,1680663600,11
AU,1680685200,22
AU,1680706800,8
AU,1680728400,0
AU,1680750000,15
AU,1680771600,29
AU,1680793200,26
AU,1680814800,25
AU,1680836400,29
AU,1680858000,16
AU,1680879600,17
AU,1680901200,9
AU,1680922800,22
AU,1680944400,30
AU,1680966000,7
AU,1680987600,24
AU,1681009200,28
AU,1681030800,28
AU,1681052400,20
AU,1681074000,29
AU,1681095600,13
AU,1681117200,2
AU,1681138800,30
AU,1681160400,3
AU,1681182000,28
AU,1681203600,10
AU,1681225200,26
AU,1681246800,17
AU,1681268400,5
AU,1681290000,11
AU,1681311600,13
AU,1681333200,15
AU,1681354800,21
AU,1681376400,30
AU,1681398000,23
AU,1681419600,9
AU,1681441200,2
AU,1681462800,31
AU,1681484400,16
AU,1681506000,14
AU,1681527600,0
AU,1681549200,13
AU,1681570800,13
AU,1681592400,26
AU,1681614000,26
AU,1681635600,27
AU,1681657200,10
AU,1681678800,28
AU,1681700400,27
AU,1681722000,6
AU,1681743600,11
AU,1681765200,13
AU,1681786800,31
AU,1681808400,17
AU,1681830000,28
AU,1681851600,2
AU,1681873200,26
AU,1681894800,26
AU,1681916400,20
AU,1681938000,21
AU,1681959600,3
AU,1681981200,21
AU,1682002800,0
AU,1682024400,24
AU,1682046000,11
AU,1682067600,20
AU,1682089200,13
AU,1682110800,10
AU,1682132400,0
AU,1682154000,0
AU,1682175600,25
AU,1682197200,7
AU,1682218800,18
AU,1682240400,7
AU,1682262000,29
AU,1682283600,20
AU,1682305200,2
AU,1682326800,3
AU,1682348400,26
AU,1682370000,25
AU,1682391600,16
AU,1682413200,3
AU,1682434800,30
AU,1682456400,5
AU,1682478000,20
AU,1682499600,5
AU,1682521200,21
AU,1682542800,27
AU,1682564400,30
AU,1682586000,0
AU,1682607600,13
AU,1682629200,14
AU,1682650800,0
AU,1682672400,9
AU,1682694000,30
AU,1682715600,11
AU,1682737200,0
AU,1682758800,7
AU,1682780400,25
AU,1682802000,22
AU,1682823600,17
AU,1682845200,13
AU,1682866800,10
AU,1682888400,0
AZ,1680296400,4
AZ,1680318000,8
AZ,1680339600,5
AZ,1680361200,28
AZ,1680382800,20
AZ,1680404400,25
AZ,1680426000,0
AZ,1680447600,31
AZ,1680469200,9
AZ,1680490800,27
AZ,1680512400,12
AZ,1680534000,19
AZ,1680555600,11
AZ,1680577200,4
AZ,1680598800,8
AZ,1680620400,4
AZ,1680642000,16
AZ,1680663600,18
AZ,1680685200,8
AZ,1680706800,3
AZ,1680728400,0
AZ,1680750000,17
AZ,1680771600,12
AZ,1680793200,25
AZ,1680814800,6
AZ,1680836400,19
AZ,1680858000,17
AZ,1680879600,11
AZ,1680901200,8
AZ,1680922800,24
AZ,1680944400,17
AZ,1680966000,22
AZ,1680987600,9
AZ,1681009200,28
AZ,1681030800,14
AZ,1681052400,9
AZ,1681074000,19
AZ,1681095600,4
AZ,1681117200,12
AZ,1681138800,21
AZ,1681160400,4
AZ,1681182000,19
AZ,1681203600,0
AZ,1681225200,23
AZ,1681246800,9
AZ,1681268400,11
AZ,1681290000,26
AZ,1681311600,24
